,H04,H03,H02,H01
4726,0.651,0.659,0.662,0.657
4727,0.653,0.656,0.66,0.657
4728,0.65,0.658,0.662,0.656
4729,0.653,0.657,0.662,0.657
4730,0.653,0.659,0.662,0.657
4731,0.653,0.656,0.662,0.656
4732,0.654,0.656,0.662,0.657
4733,0.653,0.657,0.66,0.659
4734,0.653,0.655,0.663,0.658
4735,0.652,0.656,0.66,0.657
4736,0.653,0.658,0.662,0.658
4737,0.653,0.657,0.661,0.657
4738,0.652,0.658,0.664,0.659
4739,0.653,0.655,0.663,0.657
4740,0.653,0.656,0.661,0.657
4741,0.651,0.658,0.66,0.659
4742,0.65,0.659,0.661,0.658
4743,0.653,0.658,0.66,0.657
4744,0.654,0.657,0.663,0.657
4745,0.652,0.657,0.661,0.656
4746,0.653,0.66,0.663,0.658
4747,0.652,0.657,0.663,0.659
4748,0.653,0.657,0.661,0.657
4749,0.653,0.658,0.661,0.657
4750,0.652,0.658,0.661,0.659
4751,0.653,0.658,0.662,0.659
4752,0.652,0.656,0.662,0.658
4753,0.653,0.657,0.661,0.657
4754,0.653,0.659,0.663,0.66
4755,0.651,0.656,0.663,0.658
4756,0.653,0.656,0.662,0.656
4757,0.652,0.655,0.663,0.657
4758,0.653,0.658,0.661,0.657
4759,0.653,0.657,0.662,0.657
4760,0.653,0.658,0.662,0.658
4761,0.653,0.655,0.663,0.659
4762,0.653,0.657,0.662,0.657
4763,0.652,0.659,0.662,0.659
4764,0.653,0.657,0.661,0.659
4765,0.651,0.656,0.662,0.658
4766,0.656,0.655,0.663,0.656
4767,0.653,0.659,0.661,0.659
4768,0.653,0.659,0.666,0.657
4769,0.652,0.657,0.661,0.659
4770,0.653,0.656,0.662,0.654
4771,0.653,0.658,0.662,0.657
4772,0.653,0.657,0.662,0.657
4773,0.651,0.657,0.659,0.657
4774,0.651,0.657,0.662,0.659
4775,0.653,0.658,0.661,0.657
4776,0.651,0.658,0.66,0.659
4777,0.653,0.655,0.661,0.657
4778,0.65,0.658,0.661,0.656
4779,0.653,0.661,0.662,0.659
4780,0.654,0.658,0.663,0.658
4781,0.653,0.656,0.661,0.659
4782,0.65,0.658,0.664,0.658
4783,0.653,0.656,0.662,0.657
4784,0.653,0.661,0.661,0.657
4785,0.653,0.658,0.664,0.659
4786,0.654,0.656,0.66,0.659
4787,0.653,0.658,0.662,0.658
4788,0.652,0.658,0.662,0.657
4789,0.653,0.656,0.664,0.656
4790,0.651,0.657,0.663,0.657
4791,0.653,0.658,0.662,0.656
4792,0.651,0.658,0.66,0.657
4793,0.654,0.656,0.662,0.656
4794,0.653,0.658,0.662,0.656
4795,0.65,0.658,0.663,0.66
4796,0.652,0.656,0.663,0.656
4797,0.653,0.658,0.662,0.656
4798,0.651,0.658,0.661,0.659
4799,0.652,0.656,0.662,0.657
4800,0.652,0.656,0.663,0.658
4801,0.652,0.657,0.663,0.657
4802,0.652,0.658,0.662,0.654
4803,0.653,0.657,0.663,0.659
4804,0.653,0.657,0.661,0.656
4805,0.652,0.658,0.661,0.657
4806,0.652,0.659,0.663,0.657
4807,0.651,0.659,0.663,0.654
4808,0.653,0.657,0.664,0.657
4809,0.653,0.657,0.662,0.659
4810,0.655,0.658,0.661,0.656
4811,0.649,0.657,0.661,0.656
4812,0.654,0.658,0.663,0.656
4813,0.651,0.658,0.662,0.657
4814,0.652,0.657,0.663,0.657
4815,0.653,0.656,0.663,0.658
4816,0.653,0.656,0.661,0.657
4817,0.652,0.661,0.663,0.658
4818,0.651,0.659,0.662,0.656
4819,0.653,0.656,0.663,0.659
4820,0.653,0.659,0.66,0.657
4821,0.654,0.659,0.661,0.661
4822,0.652,0.658,0.661,0.657
4823,0.652,0.659,0.662,0.658
4824,0.653,0.657,0.662,0.657
4825,0.653,0.658,0.662,0.657
4826,0.653,0.658,0.662,0.657
4827,0.652,0.658,0.662,0.654
4828,0.651,0.657,0.66,0.659
4829,0.653,0.658,0.663,0.657
4830,0.654,0.659,0.66,0.659
4831,0.653,0.658,0.662,0.657
4832,0.653,0.656,0.661,0.659
4833,0.653,0.657,0.663,0.661
4834,0.652,0.659,0.661,0.654
4835,0.655,0.659,0.663,0.657
4836,0.653,0.659,0.66,0.659
4837,0.653,0.658,0.663,0.657
4838,0.652,0.658,0.662,0.659
4839,0.653,0.657,0.66,0.657
4840,0.653,0.656,0.661,0.661
4841,0.654,0.658,0.662,0.658
4842,0.653,0.66,0.663,0.657
4843,0.653,0.657,0.663,0.658
4844,0.654,0.66,0.664,0.653
4845,0.651,0.657,0.662,0.657
4846,0.651,0.659,0.659,0.657
4847,0.653,0.658,0.664,0.658
4848,0.651,0.658,0.662,0.657
4849,0.652,0.658,0.662,0.657
4850,0.653,0.658,0.66,0.658
4851,0.653,0.656,0.663,0.657
4852,0.653,0.658,0.662,0.663
4853,0.653,0.66,0.661,0.656
4854,0.652,0.657,0.662,0.656
4855,0.654,0.654,0.664,0.659
4856,0.651,0.656,0.664,0.657
4857,0.653,0.657,0.664,0.656
4858,0.653,0.655,0.662,0.657
4859,0.653,0.659,0.664,0.657
4860,0.652,0.66,0.663,0.657
4861,0.653,0.657,0.662,0.657
4862,0.653,0.658,0.662,0.659
4863,0.653,0.659,0.663,0.657
4864,0.653,0.655,0.662,0.658
4865,0.654,0.657,0.665,0.658
4866,0.653,0.656,0.665,0.657
4867,0.654,0.656,0.661,0.657
4868,0.653,0.659,0.663,0.659
4869,0.653,0.656,0.661,0.658
4870,0.652,0.658,0.663,0.659
4871,0.653,0.657,0.662,0.659
4872,0.653,0.655,0.661,0.658
4873,0.653,0.657,0.66,0.659
4874,0.652,0.657,0.662,0.657
4875,0.651,0.659,0.662,0.658
4876,0.653,0.658,0.662,0.658
4877,0.653,0.657,0.662,0.653
4878,0.653,0.659,0.661,0.657
4879,0.654,0.659,0.664,0.658
4880,0.655,0.657,0.663,0.658
4881,0.652,0.654,0.662,0.657
4882,0.653,0.658,0.663,0.656
4883,0.653,0.658,0.662,0.659
4884,0.649,0.658,0.663,0.657
4885,0.651,0.659,0.662,0.657
4886,0.653,0.657,0.661,0.657
4887,0.651,0.659,0.664,0.664
4888,0.651,0.658,0.664,0.659
4889,0.653,0.659,0.662,0.656
4890,0.653,0.657,0.662,0.656
4891,0.653,0.658,0.663,0.659
4892,0.651,0.657,0.661,0.657
4893,0.653,0.658,0.662,0.658
4894,0.652,0.655,0.663,0.657
4895,0.654,0.657,0.664,0.656
4896,0.653,0.657,0.659,0.658
4897,0.654,0.658,0.664,0.659
4898,0.651,0.655,0.662,0.657
4899,0.651,0.659,0.662,0.658
4900,0.653,0.657,0.661,0.657
4901,0.655,0.658,0.661,0.657
4902,0.651,0.663,0.662,0.658
4903,0.651,0.657,0.663,0.657
4904,0.653,0.657,0.664,0.658
4905,0.652,0.658,0.664,0.657
4906,0.653,0.657,0.662,0.658
4907,0.651,0.66,0.662,0.659
4908,0.652,0.658,0.662,0.657
4909,0.653,0.658,0.663,0.657
4910,0.653,0.658,0.661,0.657
4911,0.654,0.657,0.662,0.658
4912,0.652,0.657,0.66,0.657
4913,0.651,0.657,0.661,0.658
4914,0.653,0.656,0.663,0.658
4915,0.652,0.658,0.663,0.659
4916,0.651,0.659,0.659,0.656
4917,0.65,0.658,0.662,0.659
4918,0.653,0.657,0.664,0.658
4919,0.651,0.657,0.663,0.658
4920,0.651,0.657,0.659,0.658
4921,0.651,0.658,0.66,0.661
4922,0.653,0.658,0.663,0.657
4923,0.653,0.657,0.662,0.657
4924,0.651,0.656,0.662,0.658
4925,0.653,0.659,0.66,0.656
4926,0.652,0.658,0.662,0.658
4927,0.654,0.657,0.66,0.658
4928,0.653,0.657,0.663,0.657
4929,0.65,0.657,0.661,0.659
4930,0.653,0.657,0.661,0.657
4931,0.651,0.658,0.662,0.657
4932,0.653,0.656,0.662,0.657
4933,0.653,0.658,0.663,0.657
4934,0.654,0.658,0.66,0.658
4935,0.652,0.657,0.662,0.656
4936,0.653,0.659,0.662,0.657
4937,0.653,0.658,0.662,0.656
4938,0.653,0.658,0.66,0.659
4939,0.653,0.657,0.661,0.655
4940,0.651,0.656,0.663,0.656
4941,0.652,0.658,0.662,0.657
4942,0.651,0.661,0.662,0.657
4943,0.653,0.657,0.66,0.658
4944,0.653,0.657,0.663,0.656
4945,0.653,0.654,0.663,0.659
4946,0.651,0.656,0.664,0.658
4947,0.654,0.655,0.659,0.659
4948,0.653,0.657,0.66,0.654
4949,0.651,0.657,0.665,0.656
4950,0.651,0.657,0.661,0.658
4951,0.653,0.656,0.662,0.656
4952,0.651,0.658,0.66,0.658
4953,0.652,0.655,0.662,0.656
4954,0.648,0.658,0.661,0.654
4955,0.653,0.656,0.66,0.657
4956,0.653,0.66,0.66,0.659
4957,0.652,0.657,0.664,0.658
4958,0.65,0.658,0.661,0.657
4959,0.65,0.657,0.661,0.657
4960,0.65,0.657,0.661,0.657
4961,0.653,0.658,0.663,0.657
4962,0.651,0.657,0.661,0.658
4963,0.653,0.658,0.661,0.659
4964,0.653,0.658,0.663,0.657
4965,0.654,0.658,0.66,0.657
4966,0.654,0.658,0.662,0.657
4967,0.651,0.66,0.662,0.658
4968,0.653,0.657,0.662,0.656
4969,0.653,0.657,0.66,0.657
4970,0.65,0.657,0.661,0.658
4971,0.653,0.657,0.663,0.657
4972,0.655,0.658,0.664,0.658
4973,0.651,0.657,0.661,0.658
4974,0.655,0.658,0.662,0.659
4975,0.653,0.659,0.662,0.657
4976,0.653,0.657,0.662,0.657
4977,0.653,0.657,0.662,0.657
4978,0.651,0.658,0.662,0.657
4979,0.653,0.656,0.663,0.657
4980,0.653,0.659,0.661,0.658
4981,0.65,0.659,0.661,0.656
4982,0.653,0.654,0.662,0.658
4983,0.653,0.662,0.66,0.659
4984,0.656,0.656,0.66,0.658
4985,0.648,0.656,0.662,0.657
4986,0.652,0.657,0.66,0.657
4987,0.653,0.659,0.66,0.659
4988,0.653,0.657,0.66,0.66
4989,0.653,0.659,0.662,0.656
4990,0.652,0.658,0.662,0.654
4991,0.653,0.658,0.662,0.658
4992,0.651,0.657,0.663,0.657
4993,0.653,0.658,0.663,0.654
4994,0.653,0.656,0.662,0.657
4995,0.653,0.657,0.66,0.658
4996,0.653,0.659,0.662,0.656
4997,0.649,0.657,0.664,0.658
4998,0.652,0.66,0.664,0.659
4999,0.653,0.658,0.662,0.659
5000,0.651,0.657,0.663,0.659
5001,0.653,0.657,0.662,0.656
5002,0.651,0.66,0.66,0.658
5003,0.653,0.657,0.663,0.654
5004,0.652,0.656,0.664,0.657
5005,0.653,0.656,0.662,0.657
5006,0.653,0.657,0.662,0.657
5007,0.654,0.658,0.662,0.658
5008,0.651,0.659,0.663,0.659
5009,0.652,0.659,0.663,0.657
5010,0.652,0.658,0.663,0.657
5011,0.652,0.657,0.66,0.657
5012,0.65,0.657,0.662,0.659
5013,0.653,0.659,0.662,0.657
5014,0.653,0.658,0.661,0.659
5015,0.652,0.656,0.663,0.657
5016,0.652,0.658,0.663,0.657
5017,0.653,0.658,0.66,0.657
5018,0.65,0.655,0.662,0.657
5019,0.653,0.655,0.661,0.659
5020,0.651,0.657,0.663,0.657
5021,0.652,0.658,0.664,0.659
5022,0.653,0.656,0.662,0.657
5023,0.651,0.658,0.662,0.657
5024,0.652,0.658,0.661,0.657
5025,0.653,0.659,0.661,0.657
5026,0.652,0.657,0.663,0.657
5027,0.653,0.657,0.661,0.656
5028,0.652,0.656,0.662,0.657
5029,0.651,0.658,0.662,0.656
5030,0.653,0.656,0.664,0.657
5031,0.651,0.658,0.663,0.659
5032,0.651,0.658,0.661,0.658
5033,0.653,0.659,0.662,0.659
5034,0.652,0.657,0.661,0.661
5035,0.653,0.656,0.661,0.654
5036,0.651,0.658,0.663,0.659
5037,0.654,0.657,0.662,0.657
5038,0.653,0.658,0.664,0.659
5039,0.654,0.658,0.662,0.657
5040,0.653,0.657,0.663,0.659
5041,0.653,0.656,0.664,0.66
5042,0.653,0.658,0.663,0.658
5043,0.65,0.656,0.662,0.657
5044,0.652,0.656,0.662,0.659
5045,0.653,0.658,0.66,0.659
5046,0.654,0.656,0.663,0.657
5047,0.653,0.656,0.663,0.657
5048,0.656,0.658,0.664,0.658
5049,0.653,0.658,0.66,0.657
5050,0.649,0.657,0.664,0.657
5051,0.654,0.657,0.662,0.656
5052,0.651,0.658,0.663,0.657
5053,0.652,0.658,0.662,0.654
5054,0.651,0.657,0.662,0.657
5055,0.653,0.655,0.661,0.657
5056,0.653,0.656,0.664,0.655
5057,0.651,0.656,0.662,0.657
5058,0.655,0.657,0.661,0.656
5059,0.652,0.657,0.661,0.655
5060,0.651,0.657,0.662,0.657
5061,0.651,0.658,0.662,0.656
5062,0.651,0.656,0.662,0.657
5063,0.65,0.657,0.663,0.659
5064,0.651,0.656,0.66,0.657
5065,0.652,0.656,0.664,0.656
5066,0.652,0.657,0.661,0.659
5067,0.653,0.659,0.658,0.657
5068,0.653,0.658,0.662,0.66
5069,0.653,0.656,0.66,0.656
5070,0.652,0.658,0.662,0.656
5071,0.651,0.658,0.662,0.658
5072,0.652,0.658,0.663,0.657
5073,0.651,0.658,0.661,0.658
5074,0.652,0.659,0.661,0.659
5075,0.651,0.658,0.661,0.658
5076,0.653,0.659,0.662,0.657
5077,0.653,0.655,0.662,0.659
5078,0.653,0.657,0.662,0.657
5079,0.651,0.658,0.663,0.659
5080,0.653,0.657,0.661,0.655
5081,0.653,0.658,0.661,0.657
5082,0.653,0.657,0.662,0.655
5083,0.649,0.657,0.662,0.658
5084,0.653,0.658,0.663,0.659
5085,0.653,0.658,0.664,0.658
5086,0.65,0.657,0.661,0.657
5087,0.653,0.658,0.66,0.659
5088,0.652,0.659,0.66,0.659
5089,0.653,0.658,0.662,0.658
5090,0.651,0.656,0.661,0.656
5091,0.653,0.658,0.663,0.659
5092,0.653,0.657,0.664,0.657
5093,0.651,0.657,0.659,0.657
5094,0.651,0.658,0.662,0.658
5095,0.651,0.661,0.662,0.656
5096,0.653,0.658,0.662,0.657
5097,0.651,0.656,0.661,0.659
5098,0.654,0.657,0.662,0.659
5099,0.651,0.656,0.663,0.658
5100,0.652,0.656,0.663,0.657
5101,0.653,0.658,0.659,0.657
5102,0.653,0.657,0.662,0.658
5103,0.653,0.656,0.662,0.659
5104,0.652,0.658,0.66,0.654
5105,0.653,0.658,0.662,0.657
5106,0.653,0.66,0.663,0.659
5107,0.652,0.656,0.662,0.654
5108,0.651,0.658,0.662,0.658
5109,0.651,0.658,0.662,0.657
5110,0.653,0.658,0.662,0.657
5111,0.652,0.658,0.661,0.656
5112,0.651,0.659,0.663,0.659
5113,0.653,0.657,0.662,0.659
5114,0.653,0.658,0.663,0.658
5115,0.652,0.658,0.66,0.656
5116,0.653,0.659,0.66,0.658
5117,0.652,0.657,0.664,0.656
5118,0.653,0.657,0.661,0.657
5119,0.651,0.658,0.661,0.657
5120,0.654,0.658,0.663,0.661
5121,0.652,0.658,0.659,0.657
5122,0.653,0.657,0.663,0.657
5123,0.653,0.657,0.66,0.657
5124,0.651,0.655,0.663,0.659
5125,0.653,0.658,0.663,0.657
5126,0.65,0.658,0.662,0.658
5127,0.651,0.656,0.661,0.657
5128,0.653,0.658,0.662,0.657
5129,0.653,0.659,0.66,0.657
5130,0.651,0.658,0.664,0.659
5131,0.651,0.656,0.661,0.656
5132,0.653,0.66,0.663,0.657
5133,0.652,0.655,0.661,0.657
5134,0.655,0.657,0.66,0.658
5135,0.652,0.658,0.662,0.659
5136,0.652,0.658,0.661,0.657
5137,0.651,0.658,0.661,0.657
5138,0.653,0.656,0.661,0.657
5139,0.652,0.658,0.661,0.657
5140,0.653,0.656,0.662,0.658
5141,0.653,0.657,0.662,0.658
5142,0.652,0.657,0.66,0.657
5143,0.653,0.658,0.661,0.657
5144,0.651,0.658,0.663,0.654
5145,0.654,0.659,0.663,0.659
5146,0.653,0.656,0.661,0.658
5147,0.653,0.658,0.663,0.658
5148,0.653,0.658,0.661,0.657
5149,0.654,0.656,0.663,0.657
5150,0.651,0.659,0.662,0.657
5151,0.652,0.658,0.663,0.657
5152,0.651,0.658,0.663,0.657
5153,0.654,0.66,0.663,0.657
5154,0.653,0.657,0.663,0.658
5155,0.653,0.657,0.659,0.657
5156,0.653,0.657,0.662,0.658
5157,0.653,0.659,0.662,0.658
5158,0.653,0.659,0.66,0.659
5159,0.655,0.657,0.663,0.657
5160,0.653,0.656,0.66,0.657
5161,0.654,0.66,0.661,0.658
5162,0.651,0.657,0.663,0.657
5163,0.653,0.657,0.662,0.658
5164,0.652,0.657,0.663,0.659
5165,0.653,0.654,0.663,0.657
5166,0.653,0.658,0.661,0.656
5167,0.652,0.658,0.662,0.656
5168,0.653,0.661,0.663,0.658
5169,0.653,0.658,0.663,0.664
5170,0.653,0.657,0.661,0.657
5171,0.653,0.658,0.664,0.658
5172,0.651,0.658,0.662,0.657
5173,0.654,0.658,0.662,0.657
5174,0.653,0.657,0.663,0.657
5175,0.651,0.659,0.663,0.657
5176,0.653,0.658,0.662,0.657
5177,0.653,0.659,0.662,0.658
5178,0.652,0.658,0.663,0.656
5179,0.653,0.659,0.662,0.658
5180,0.653,0.656,0.662,0.657
5181,0.654,0.657,0.662,0.659
5182,0.652,0.657,0.662,0.659
5183,0.653,0.656,0.662,0.656
5184,0.653,0.659,0.662,0.657
5185,0.65,0.658,0.662,0.657
5186,0.653,0.659,0.663,0.654
5187,0.653,0.658,0.663,0.657
5188,0.655,0.657,0.663,0.659
5189,0.65,0.657,0.661,0.656
5190,0.652,0.656,0.664,0.658
5191,0.653,0.657,0.662,0.657
5192,0.651,0.658,0.662,0.659
5193,0.653,0.657,0.663,0.657
5194,0.651,0.658,0.661,0.656
5195,0.654,0.656,0.662,0.66
5196,0.654,0.656,0.66,0.66
5197,0.652,0.659,0.661,0.658
5198,0.653,0.658,0.661,0.656
5199,0.653,0.657,0.661,0.657
5200,0.65,0.655,0.662,0.656
5201,0.651,0.657,0.662,0.657
5202,0.654,0.658,0.662,0.656
5203,0.653,0.656,0.662,0.657
5204,0.652,0.657,0.663,0.656
5205,0.653,0.659,0.665,0.657
5206,0.653,0.658,0.661,0.659
5207,0.653,0.66,0.66,0.657
5208,0.653,0.658,0.662,0.657
5209,0.653,0.657,0.663,0.657
5210,0.653,0.657,0.661,0.659
5211,0.651,0.658,0.659,0.658
5212,0.654,0.657,0.664,0.659
5213,0.655,0.657,0.661,0.656
5214,0.653,0.658,0.66,0.661
5215,0.651,0.658,0.663,0.656
5216,0.653,0.658,0.663,0.659
5217,0.653,0.657,0.661,0.656
5218,0.652,0.657,0.664,0.659
5219,0.653,0.658,0.663,0.657
5220,0.653,0.656,0.661,0.657
5221,0.649,0.657,0.662,0.658
5222,0.653,0.658,0.663,0.657
5223,0.652,0.657,0.662,0.659
5224,0.653,0.657,0.663,0.659
5225,0.653,0.659,0.664,0.657
5226,0.651,0.657,0.66,0.659
5227,0.653,0.659,0.66,0.657
5228,0.653,0.658,0.661,0.657
5229,0.653,0.659,0.661,0.659
5230,0.656,0.657,0.663,0.659
5231,0.651,0.656,0.662,0.654
5232,0.653,0.657,0.66,0.659
5233,0.65,0.657,0.664,0.655
5234,0.653,0.658,0.66,0.659
5235,0.653,0.655,0.662,0.657
5236,0.65,0.661,0.661,0.657
5237,0.653,0.656,0.66,0.657
5238,0.651,0.656,0.66,0.658
5239,0.653,0.658,0.661,0.657
5240,0.652,0.655,0.662,0.657
5241,0.653,0.656,0.663,0.659
5242,0.653,0.657,0.66,0.656
5243,0.652,0.658,0.661,0.659
5244,0.653,0.657,0.661,0.659
5245,0.651,0.658,0.662,0.657
5246,0.653,0.658,0.662,0.657
5247,0.653,0.657,0.662,0.659
5248,0.654,0.661,0.663,0.657
5249,0.652,0.658,0.663,0.658
5250,0.653,0.656,0.661,0.657
5251,0.654,0.657,0.662,0.659
5252,0.651,0.661,0.661,0.658
5253,0.652,0.657,0.66,0.658
5254,0.651,0.655,0.663,0.657
5255,0.653,0.657,0.661,0.658
5256,0.653,0.658,0.659,0.657
5257,0.653,0.657,0.663,0.657
5258,0.653,0.658,0.66,0.657
5259,0.654,0.657,0.662,0.654
5260,0.651,0.657,0.665,0.657
5261,0.653,0.656,0.662,0.655
5262,0.653,0.658,0.663,0.663
5263,0.653,0.658,0.664,0.658
5264,0.653,0.658,0.66,0.657
5265,0.653,0.663,0.664,0.657
5266,0.649,0.662,0.663,0.658
5267,0.653,0.657,0.661,0.658
5268,0.653,0.657,0.665,0.657
5269,0.653,0.657,0.663,0.654
5270,0.653,0.658,0.661,0.657
5271,0.653,0.658,0.663,0.656
5272,0.655,0.658,0.662,0.656
5273,0.653,0.657,0.663,0.656
5274,0.653,0.658,0.662,0.656
5275,0.652,0.657,0.662,0.657
5276,0.652,0.656,0.663,0.659
5277,0.653,0.657,0.664,0.657
5278,0.651,0.658,0.66,0.659
5279,0.653,0.657,0.662,0.658
5280,0.653,0.659,0.664,0.657
5281,0.653,0.658,0.662,0.655
5282,0.653,0.658,0.662,0.657
5283,0.651,0.658,0.661,0.656
5284,0.65,0.658,0.662,0.655
5285,0.653,0.658,0.662,0.658
5286,0.653,0.657,0.665,0.658
5287,0.653,0.656,0.662,0.656
5288,0.653,0.658,0.662,0.659
5289,0.652,0.655,0.661,0.658
5290,0.654,0.657,0.662,0.659
5291,0.652,0.659,0.663,0.657
5292,0.652,0.657,0.662,0.659
5293,0.653,0.655,0.662,0.659
5294,0.653,0.658,0.66,0.656
5295,0.652,0.655,0.66,0.656
5296,0.654,0.657,0.662,0.659
5297,0.652,0.658,0.664,0.657
5298,0.654,0.659,0.664,0.657
5299,0.653,0.659,0.663,0.659
5300,0.653,0.658,0.661,0.659
5301,0.654,0.657,0.662,0.656
5302,0.654,0.657,0.662,0.659
5303,0.649,0.658,0.663,0.658
5304,0.653,0.656,0.662,0.657
5305,0.652,0.657,0.662,0.659
5306,0.652,0.658,0.662,0.66
5307,0.651,0.655,0.661,0.659
5308,0.651,0.657,0.664,0.661
5309,0.654,0.656,0.663,0.658
5310,0.652,0.66,0.659,0.656
5311,0.653,0.658,0.661,0.657
5312,0.653,0.658,0.663,0.657
5313,0.652,0.657,0.661,0.657
5314,0.653,0.656,0.662,0.657
5315,0.653,0.659,0.66,0.657
5316,0.655,0.659,0.661,0.657
5317,0.65,0.658,0.662,0.656
5318,0.655,0.659,0.662,0.657
5319,0.653,0.655,0.662,0.658
5320,0.653,0.658,0.659,0.656
5321,0.653,0.657,0.662,0.659
5322,0.65,0.658,0.664,0.657
5323,0.653,0.659,0.661,0.657
5324,0.655,0.657,0.665,0.656
5325,0.652,0.657,0.663,0.658
5326,0.652,0.657,0.662,0.657
5327,0.653,0.657,0.662,0.657
5328,0.653,0.658,0.661,0.657
5329,0.653,0.658,0.663,0.659
5330,0.652,0.657,0.665,0.657
5331,0.656,0.659,0.662,0.657
5332,0.652,0.656,0.662,0.657
5333,0.652,0.658,0.66,0.658
5334,0.655,0.658,0.663,0.658
5335,0.651,0.658,0.661,0.657
5336,0.655,0.657,0.663,0.658
5337,0.65,0.657,0.662,0.657
5338,0.652,0.656,0.66,0.657
5339,0.652,0.658,0.662,0.657
5340,0.653,0.657,0.66,0.657
5341,0.653,0.657,0.662,0.657
5342,0.653,0.657,0.663,0.659
5343,0.653,0.66,0.661,0.656
5344,0.652,0.655,0.66,0.656
5345,0.652,0.658,0.662,0.657
5346,0.652,0.658,0.664,0.658
5347,0.652,0.66,0.662,0.657
5348,0.652,0.659,0.66,0.659
5349,0.654,0.655,0.662,0.657
5350,0.653,0.657,0.663,0.658
5351,0.653,0.656,0.662,0.658
5352,0.653,0.657,0.661,0.658
5353,0.653,0.658,0.66,0.657
5354,0.653,0.654,0.663,0.657
5355,0.651,0.66,0.663,0.659
5356,0.653,0.658,0.664,0.657
5357,0.653,0.658,0.662,0.657
5358,0.651,0.658,0.663,0.657
5359,0.653,0.657,0.659,0.657
5360,0.651,0.656,0.662,0.658
5361,0.652,0.654,0.661,0.657
5362,0.651,0.658,0.663,0.657
5363,0.653,0.657,0.662,0.656
5364,0.653,0.658,0.661,0.656
5365,0.654,0.656,0.664,0.659
5366,0.654,0.655,0.661,0.658
5367,0.653,0.66,0.664,0.657
5368,0.653,0.657,0.662,0.659
5369,0.654,0.657,0.66,0.657
5370,0.652,0.658,0.662,0.659
5371,0.655,0.657,0.66,0.658
5372,0.653,0.658,0.661,0.658
5373,0.65,0.658,0.662,0.657
5374,0.651,0.658,0.661,0.655
5375,0.653,0.658,0.663,0.657
5376,0.652,0.655,0.662,0.659
5377,0.652,0.657,0.662,0.656
5378,0.651,0.658,0.661,0.657
5379,0.654,0.657,0.664,0.657
5380,0.652,0.658,0.662,0.658
5381,0.652,0.658,0.66,0.658
5382,0.653,0.659,0.662,0.657
5383,0.653,0.657,0.663,0.658
5384,0.652,0.658,0.662,0.657
5385,0.651,0.657,0.661,0.658
5386,0.653,0.656,0.662,0.663
5387,0.651,0.659,0.659,0.659
5388,0.653,0.658,0.661,0.659
5389,0.65,0.658,0.663,0.659
5390,0.653,0.658,0.659,0.659
5391,0.653,0.658,0.662,0.657
5392,0.65,0.658,0.662,0.659
5393,0.651,0.657,0.662,0.659
5394,0.653,0.656,0.662,0.658
5395,0.653,0.659,0.661,0.657
5396,0.653,0.658,0.664,0.659
5397,0.653,0.657,0.662,0.659
5398,0.652,0.658,0.663,0.656
5399,0.652,0.658,0.661,0.659
5400,0.652,0.658,0.663,0.658
5401,0.65,0.659,0.663,0.658
5402,0.653,0.658,0.662,0.656
5403,0.653,0.657,0.662,0.664
5404,0.655,0.657,0.662,0.659
5405,0.653,0.655,0.663,0.661
5406,0.651,0.659,0.663,0.658
5407,0.653,0.655,0.663,0.659
5408,0.649,0.657,0.664,0.657
5409,0.653,0.657,0.662,0.659
5410,0.655,0.658,0.662,0.657
5411,0.65,0.659,0.668,0.657
5412,0.65,0.657,0.663,0.659
5413,0.653,0.657,0.661,0.657
5414,0.653,0.659,0.66,0.659
5415,0.653,0.658,0.664,0.657
5416,0.652,0.657,0.661,0.657
5417,0.654,0.659,0.664,0.656
5418,0.652,0.656,0.66,0.656
5419,0.653,0.658,0.664,0.658
5420,0.653,0.657,0.661,0.657
5421,0.652,0.658,0.66,0.659
5422,0.652,0.657,0.66,0.657
5423,0.653,0.659,0.661,0.658
5424,0.651,0.658,0.663,0.657
5425,0.651,0.659,0.659,0.659
5426,0.651,0.657,0.66,0.657
5427,0.653,0.659,0.66,0.658
5428,0.649,0.658,0.662,0.659
5429,0.653,0.658,0.664,0.659
5430,0.653,0.658,0.663,0.657
5431,0.652,0.658,0.662,0.659
5432,0.654,0.658,0.663,0.658
5433,0.653,0.657,0.663,0.657
5434,0.653,0.656,0.66,0.657
5435,0.652,0.658,0.659,0.654
5436,0.653,0.657,0.664,0.657
5437,0.65,0.657,0.661,0.657
5438,0.651,0.658,0.663,0.658
5439,0.653,0.658,0.662,0.656
5440,0.653,0.655,0.659,0.657
5441,0.653,0.657,0.663,0.661
5442,0.651,0.658,0.663,0.658
5443,0.654,0.658,0.662,0.654
5444,0.655,0.658,0.663,0.657
5445,0.654,0.659,0.662,0.654
5446,0.653,0.658,0.663,0.657
5447,0.654,0.658,0.661,0.657
5448,0.649,0.658,0.662,0.658
5449,0.651,0.657,0.662,0.657
5450,0.649,0.657,0.662,0.656
5451,0.65,0.658,0.662,0.656
5452,0.651,0.655,0.663,0.657
5453,0.651,0.657,0.662,0.661
5454,0.652,0.659,0.662,0.657
5455,0.656,0.66,0.662,0.654
5456,0.654,0.658,0.661,0.656
5457,0.653,0.658,0.664,0.654
5458,0.655,0.661,0.663,0.657
5459,0.651,0.656,0.662,0.657
5460,0.654,0.658,0.663,0.659
5461,0.653,0.657,0.663,0.659
