Manufacturer,Data,M1_Jun 28 17:35:28 2021,M2_Jun 28 17:35:28 2021,M3_Jun 28 17:35:28 2021,M1_Jun 29 12:48:32 2021,M2_Jun 29 12:48:32 2021,M3_Jun 29 12:48:32 2021
microchip,Idle Current [mA],0.3377146596858639,0.3377146596858639,0.3377146596858639,0.6069008042895442,0.6069008042895442,0.6069008042895442
microchip,Read Current [mA],2.2733866666666667,2.1101578947368425,2.277485714285715,0.3069368421052631,0.30706282722513095,0.3023053435114504
microchip,Write Current [mA],2.361060606060606,2.2320606060606067,2.2215072463768117,0.363056338028169,0.36651748251748256,0.35167605633802823
microchip,Flipped bits,0.0,0.0,0.0,131072.0,131072.0,131072.0
