Manufacturer,Data,M1_Jun 28 17:35:28 2021,M2_Jun 28 17:35:28 2021,M3_Jun 28 17:35:28 2021
microchip,Idle Current [mA],0.3377146596858639,0.3377146596858639,0.3377146596858639
microchip,Read Current [mA],2.2733866666666667,2.1101578947368425,2.277485714285715
microchip,Write Current [mA],2.361060606060606,2.2320606060606067,2.2215072463768113
microchip,Flipped bits,0.0,0.0,0.0
