m1 TID @ 17:35:29,m2 TID @ 17:35:29,m3 TID @ 17:35:29,m1 TID @ 17:35:30,m2 TID @ 17:35:30,m3 TID @ 17:35:30,m3 TID @ 17:35:31,m1 TID @ 17:35:31,m2 TID @ 17:35:31,m1 TID @ 17:35:32,m2 TID @ 17:35:32,m3 TID @ 17:35:32,m1 TID @ 17:35:33,m2 TID @ 17:35:33,m3 TID @ 17:35:33,m1 TID @ 17:35:34,m2 TID @ 17:35:34,m3 TID @ 17:35:34,m1 TID @ 17:35:35,m2 TID @ 17:35:35,m3 TID @ 17:35:35,m2 TID @ 17:35:36,m3 TID @ 17:35:36,m1 TID @ 17:35:36,m2 TID @ 17:35:37,m3 TID @ 17:35:37,m1 TID @ 17:35:37,m1 TID @ 17:35:38,m2 TID @ 17:35:38,m3 TID @ 17:35:38,m1 TID @ 17:35:39,m2 TID @ 17:35:39,m3 TID @ 17:35:39,m1 TID @ 17:35:40,m2 TID @ 17:35:40,m3 TID @ 17:35:40,m1 TID @ 17:35:41,m2 TID @ 17:35:41,m3 TID @ 17:35:41,m1 TID @ 17:35:42,m2 TID @ 17:35:42,m3 TID @ 17:35:42,m1 TID @ 17:35:43,m2 TID @ 17:35:43,m3 TID @ 17:35:43,m1 TID @ 17:35:44,m2 TID @ 17:35:44,m3 TID @ 17:35:44,m1 TID @ 17:35:46,m2 TID @ 17:35:46,m3 TID @ 17:35:46,m1 TID @ 17:35:47,m2 TID @ 17:35:47,m3 TID @ 17:35:47,m1 TID @ 17:35:48,m2 TID @ 17:35:48,m3 TID @ 17:35:48,m1 TID @ 17:35:49,m2 TID @ 17:35:49,m3 TID @ 17:35:49,m1 TID @ 17:35:50,m2 TID @ 17:35:50,m3 TID @ 17:35:50,m1 TID @ 17:35:51,m2 TID @ 17:35:51,m3 TID @ 17:35:51,m1 TID @ 17:35:52,m2 TID @ 17:35:52,m3 TID @ 17:35:52,m1 TID @ 17:35:53,m2 TID @ 17:35:53,m3 TID @ 17:35:53,m1 TID @ 17:35:54,m2 TID @ 17:35:54,m3 TID @ 17:35:54,m3 TID @ 17:35:55,m1 TID @ 17:35:55,m2 TID @ 17:35:55,m1 TID @ 17:35:56,m2 TID @ 17:35:56,m3 TID @ 17:35:56,m1 TID @ 17:35:57,m2 TID @ 17:35:57,m3 TID @ 17:35:57,m3 TID @ 17:35:58,m1 TID @ 17:35:58,m2 TID @ 17:35:58,m1 TID @ 17:35:59,m2 TID @ 17:35:59,m3 TID @ 17:35:59,m1 TID @ 17:36:00,m2 TID @ 17:36:00,m3 TID @ 17:36:00,m1 TID @ 17:36:01,m2 TID @ 17:36:01,m3 TID @ 17:36:01,m1 TID @ 17:36:02,m2 TID @ 17:36:02,m3 TID @ 17:36:02,m1 TID @ 17:36:03,m2 TID @ 17:36:03,m3 TID @ 17:36:03,m1 TID @ 17:36:04,m2 TID @ 17:36:04,m3 TID @ 17:36:04,m1 TID @ 17:36:05,m2 TID @ 17:36:05,m3 TID @ 17:36:05,m1 TID @ 17:36:06,m2 TID @ 17:36:06,m3 TID @ 17:36:06,m1 TID @ 17:36:07,m2 TID @ 17:36:07,m3 TID @ 17:36:07,m1 TID @ 17:36:08,m2 TID @ 17:36:08,m3 TID @ 17:36:08,m1 TID @ 17:36:09,m2 TID @ 17:36:09,m3 TID @ 17:36:09,m1 TID @ 17:36:10,m2 TID @ 17:36:10,m3 TID @ 17:36:10,m1 TID @ 17:36:11,m2 TID @ 17:36:11,m3 TID @ 17:36:11,m1 TID @ 17:36:12,m2 TID @ 17:36:12,m3 TID @ 17:36:12,m1 TID @ 17:36:13,m2 TID @ 17:36:13,m3 TID @ 17:36:13,m2 TID @ 17:36:14,m3 TID @ 17:36:14,m1 TID @ 17:36:14,m1 TID @ 17:36:15,m2 TID @ 17:36:15,m3 TID @ 17:36:15,m1 TID @ 17:36:16,m2 TID @ 17:36:16,m3 TID @ 17:36:16,m2 TID @ 17:36:17,m3 TID @ 17:36:17,m1 TID @ 17:36:17,m1 TID @ 17:36:18,m2 TID @ 17:36:18,m3 TID @ 17:36:18,m1 TID @ 17:36:19,m2 TID @ 17:36:19,m3 TID @ 17:36:19,m1 TID @ 17:36:20,m2 TID @ 17:36:20,m3 TID @ 17:36:20,m2 TID @ 17:36:21,m3 TID @ 17:36:21,m1 TID @ 17:36:21,m1 TID @ 17:36:22,m2 TID @ 17:36:22,m3 TID @ 17:36:22,m1 TID @ 17:36:23,m2 TID @ 17:36:23,m3 TID @ 17:36:23,m1 TID @ 17:36:24,m2 TID @ 17:36:24,m3 TID @ 17:36:24,m1 TID @ 17:36:25,m2 TID @ 17:36:25,m3 TID @ 17:36:25,m1 TID @ 17:36:26,m2 TID @ 17:36:26,m3 TID @ 17:36:26,m1 TID @ 17:36:27,m2 TID @ 17:36:27,m3 TID @ 17:36:27,m1 TID @ 17:36:28,m2 TID @ 17:36:28,m3 TID @ 17:36:28,m1 TID @ 17:36:29,m2 TID @ 17:36:29,m3 TID @ 17:36:29,m3 TID @ 17:36:30,m1 TID @ 17:36:30,m2 TID @ 17:36:30,m1 TID @ 17:36:31,m2 TID @ 17:36:31,m3 TID @ 17:36:31,m1 TID @ 17:36:32,m2 TID @ 17:36:32,m3 TID @ 17:36:32,m1 TID @ 17:36:33,m2 TID @ 17:36:33,m3 TID @ 17:36:33,m1 TID @ 17:36:34,m2 TID @ 17:36:34,m3 TID @ 17:36:34,m1 TID @ 17:36:35,m2 TID @ 17:36:35,m3 TID @ 17:36:35,m1 TID @ 17:36:36,m2 TID @ 17:36:36,m3 TID @ 17:36:36,m1 TID @ 17:36:37,m2 TID @ 17:36:37,m3 TID @ 17:36:37,m1 TID @ 17:36:38,m2 TID @ 17:36:38,m3 TID @ 17:36:38,m1 TID @ 17:36:39,m2 TID @ 17:36:39,m3 TID @ 17:36:39,m1 TID @ 17:36:40,m2 TID @ 17:36:40,m3 TID @ 17:36:40,m1 TID @ 17:36:41,m2 TID @ 17:36:41,m3 TID @ 17:36:41,m1 TID @ 17:36:42,m2 TID @ 17:36:42,m3 TID @ 17:36:42,m1 TID @ 17:36:43,m2 TID @ 17:36:43,m3 TID @ 17:36:43,m1 TID @ 17:36:44,m2 TID @ 17:36:44,m3 TID @ 17:36:44,m1 TID @ 17:36:45,m2 TID @ 17:36:45,m3 TID @ 17:36:45,m1 TID @ 17:36:46,m2 TID @ 17:36:46,m3 TID @ 17:36:46,m1 TID @ 17:36:47,m2 TID @ 17:36:47,m3 TID @ 17:36:47
247,247,245,247,247,245,245,247,247,247,247,245,247,247,245,247,247,245,247,247,245,247,245,247,247,245,247,247,247,245,247,247,213,247,247,245,247,247,245,247,247,245,247,247,245,247,247,245,247,247,245,247,247,245,247,247,245,247,247,245,247,247,245,247,247,245,247,247,245,247,247,245,255,247,245,245,255,247,255,247,245,255,247,245,245,255,247,255,247,245,255,247,245,255,247,245,255,247,245,255,247,245,255,247,245,255,247,245,255,247,245,255,247,245,255,247,245,255,247,245,255,247,245,255,247,245,255,247,245,255,247,245,247,245,255,255,247,245,255,247,245,247,245,255,255,247,245,255,247,245,255,247,245,247,245,255,255,247,245,255,247,245,255,247,213,255,247,245,255,247,245,255,247,245,255,247,213,255,247,245,245,255,247,255,247,245,255,247,245,255,247,245,223,247,245,223,247,245,223,247,245,223,247,245,223,247,245,223,247,245,223,247,245,223,247,245,223,247,245,223,247,245,223,247,245,223,247,245,223,247,245,223,247,245
166,153,110,166,153,110,110,166,153,166,153,110,166,153,110,166,153,110,166,153,110,153,110,167,153,110,167,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,135,153,110,167,153,110,135,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,110,167,153,167,153,110,167,153,110,110,167,153,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,153,110,167,167,153,110,167,153,110,153,110,167,167,153,110,167,153,110,167,153,110,153,110,167,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,110,167,153,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110,167,153,110
191,223,86,191,95,86,86,191,223,191,95,86,191,95,86,191,95,86,191,95,86,223,86,175,255,86,175,175,95,86,175,127,86,175,95,86,191,223,86,191,223,86,191,95,86,191,95,86,191,95,86,175,223,86,175,127,86,191,95,86,191,223,86,191,95,86,191,223,86,191,223,86,191,223,86,86,191,95,191,95,86,175,95,86,86,175,223,191,95,86,191,95,86,191,95,86,191,223,86,191,223,86,191,223,86,191,95,86,191,95,86,191,127,86,191,95,86,191,223,86,191,223,86,191,223,86,191,95,86,191,223,86,223,86,175,175,95,86,191,95,86,95,86,191,175,223,86,191,95,86,191,223,86,95,86,175,175,95,86,175,95,86,191,95,86,191,95,86,191,95,86,191,95,86,191,223,86,191,223,86,86,191,223,191,95,86,191,223,86,191,127,86,191,223,86,191,223,86,191,223,86,191,95,86,191,95,86,175,223,86,175,95,118,191,127,86,191,95,86,191,95,86,175,95,86,191,95,86,175,127,86,175,95,86
0,222,11,0,222,11,11,0,222,0,218,11,0,218,11,0,250,11,0,222,11,222,11,0,222,11,0,0,222,3,0,222,11,0,222,11,0,222,11,0,222,11,0,222,11,0,222,3,0,222,11,0,222,11,0,222,11,0,222,11,0,222,11,0,222,11,0,222,11,0,222,11,0,254,3,11,0,222,0,222,11,0,218,11,11,0,222,0,222,11,0,222,11,0,222,11,0,222,11,0,222,11,0,222,11,0,254,11,0,222,11,0,218,11,0,218,11,0,254,11,0,222,11,0,222,11,0,222,11,0,222,3,222,11,0,0,222,11,0,222,11,218,11,0,0,222,3,0,222,11,0,222,11,222,3,0,0,222,11,0,222,11,0,222,11,0,222,11,0,222,11,0,218,11,0,222,11,0,222,11,11,0,222,0,222,11,0,222,11,0,218,11,0,218,11,0,218,11,0,218,11,0,218,11,0,222,11,0,222,11,0,222,11,0,254,11,0,222,11,0,222,11,0,222,11,0,218,11,0,222,11,0,222,11
222,254,254,222,254,254,254,222,254,222,254,254,222,254,254,222,254,254,222,254,254,190,254,222,254,254,222,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,190,254,222,190,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,254,222,254,222,254,254,222,190,254,254,222,190,222,190,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,254,254,222,222,252,254,222,254,254,252,254,222,222,254,254,222,254,254,222,254,254,190,254,222,222,190,254,222,190,254,222,190,254,222,190,254,222,254,254,222,254,254,222,254,254,222,254,254,254,222,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,190,254,222,190,254,222,190,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254,222,254,254
17,84,113,17,84,113,113,17,84,17,84,113,17,84,113,17,84,113,25,84,113,84,113,17,84,49,17,17,84,113,17,84,113,17,84,113,25,84,113,25,84,113,17,84,113,25,84,113,25,84,113,17,84,113,25,84,113,25,84,113,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,113,17,84,17,84,113,17,84,113,113,17,84,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,25,84,113,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,84,113,17,17,84,113,17,84,49,84,113,17,17,84,113,17,84,113,17,84,113,84,113,17,17,84,113,17,84,113,17,84,49,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,113,17,84,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,17,84,49,17,84,113,25,84,113,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,17,84,113,25,84,49
231,245,255,231,245,255,255,231,245,231,245,255,231,245,255,231,245,255,231,245,255,245,255,231,247,255,231,231,247,255,231,245,255,231,247,255,231,247,255,231,247,255,231,245,255,231,247,255,231,247,255,231,247,255,231,247,255,231,247,255,231,245,255,231,245,255,231,245,255,231,245,255,231,247,255,255,231,247,231,247,255,231,247,255,255,231,247,231,247,255,231,247,255,231,247,255,231,247,255,231,247,255,231,247,255,231,247,255,231,247,255,231,247,255,231,247,255,231,247,255,231,245,255,231,247,255,231,247,255,231,247,255,247,255,231,231,247,255,231,247,255,247,255,231,231,247,255,231,245,255,231,245,255,247,255,231,231,247,255,231,247,255,231,247,255,231,247,255,231,245,255,231,245,255,231,247,255,231,247,255,255,231,247,231,245,255,231,247,255,231,245,255,231,245,255,231,245,255,231,247,255,231,247,255,231,245,255,231,247,255,231,245,255,231,245,255,231,245,255,231,245,255,231,247,255,231,247,255,231,247,255,231,247,255
48,227,221,48,227,221,221,48,227,48,227,221,48,227,221,48,227,221,48,227,221,227,221,48,227,221,48,48,227,221,48,227,221,48,227,221,48,227,221,48,227,221,48,227,221,48,227,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,93,221,50,235,48,235,221,48,235,221,221,48,235,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,235,221,48,48,235,221,48,235,221,235,221,48,48,235,221,48,235,221,50,235,221,235,221,48,48,235,221,48,235,221,50,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,221,48,235,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221,48,235,221
127,190,183,127,190,183,183,127,190,127,190,183,127,190,183,127,190,183,127,190,183,190,183,127,190,183,127,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,183,127,190,127,190,183,127,190,183,183,127,190,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,190,183,127,127,190,183,127,190,183,190,183,127,127,190,183,127,190,183,127,190,183,190,183,127,127,188,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,188,183,183,127,188,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,188,183,127,190,183,127,188,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183,127,190,183
181,251,76,245,251,76,76,245,251,245,251,76,245,251,76,245,251,76,245,251,76,251,76,245,251,76,245,245,251,76,245,251,76,245,251,76,245,251,76,245,251,76,181,251,76,181,251,76,245,251,76,245,251,76,245,251,76,245,251,76,245,251,76,181,251,76,181,251,76,181,251,76,245,251,108,108,245,251,245,251,108,245,251,108,108,245,251,245,251,108,245,251,108,245,251,108,245,251,108,245,251,108,245,251,108,245,251,108,245,251,108,245,251,108,245,251,108,181,251,108,181,251,108,181,251,108,181,251,108,245,251,108,251,108,245,245,251,108,245,251,108,251,108,245,245,251,108,245,251,108,245,251,108,251,108,245,245,251,108,245,251,108,245,251,108,245,251,108,245,251,108,245,251,108,181,251,108,245,251,108,108,245,251,245,251,108,245,251,108,245,251,108,181,251,76,181,251,76,245,251,76,245,251,76,245,251,76,245,251,76,245,251,76,245,251,76,245,251,76,245,251,76,245,251,76,245,251,76,245,251,76,245,251,76
246,123,117,246,123,117,117,246,123,246,123,117,246,123,117,246,123,117,246,123,117,123,117,246,123,117,246,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,117,246,123,246,123,117,246,123,117,117,246,123,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,123,117,246,246,123,117,246,123,117,123,117,246,246,123,117,246,123,117,246,123,117,123,117,246,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,117,246,123,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117,246,123,117
88,244,139,88,244,139,139,88,244,88,244,139,88,244,139,88,244,139,88,244,139,244,139,88,244,139,88,88,244,139,88,244,139,88,244,139,88,244,139,88,244,139,88,244,139,88,244,139,88,244,139,88,244,139,88,244,139,88,244,139,88,244,139,88,244,139,88,244,139,88,244,139,88,244,131,131,88,244,88,244,131,88,244,131,131,88,244,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,244,131,88,88,244,131,88,244,131,244,131,88,88,244,131,88,244,131,88,244,131,244,131,88,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,131,88,244,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131,88,244,131
253,189,255,253,189,255,255,253,188,253,189,255,253,189,255,253,189,255,253,189,255,189,251,253,189,251,253,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,235,253,189,235,253,189,235,253,189,251,253,189,251,253,189,251,252,189,251,252,189,251,252,189,251,253,189,235,251,253,189,253,189,251,253,189,251,251,253,189,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,189,251,253,253,189,251,253,189,251,189,251,253,253,189,251,253,189,251,253,189,251,189,251,253,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,251,253,189,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251,253,189,251
156,220,16,148,220,16,16,148,220,148,220,80,148,220,80,148,220,80,148,220,80,220,80,148,220,80,148,148,220,80,148,220,80,148,220,16,148,220,16,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,16,80,148,220,148,220,80,148,220,80,80,148,220,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,16,148,220,80,148,220,80,148,220,80,148,220,80,148,220,16,148,220,16,148,220,16,148,220,16,220,80,148,148,220,80,148,220,80,220,80,148,148,220,80,148,220,80,148,220,80,220,80,148,148,220,16,148,220,16,148,220,16,148,220,16,148,220,80,148,220,80,148,220,80,148,220,80,16,148,220,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,16,148,220,16,148,220,16,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80,148,220,80
157,233,255,157,235,255,255,157,203,157,203,255,157,203,255,157,203,255,157,203,255,203,255,157,203,255,157,157,203,255,157,203,255,157,203,255,157,203,255,157,203,255,157,203,255,157,203,255,157,203,255,157,203,255,157,203,255,157,203,255,157,203,255,157,203,255,157,203,255,157,203,255,157,203,191,191,157,203,157,203,191,157,203,191,191,157,203,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,203,191,157,157,203,191,157,203,191,203,191,157,157,203,191,157,203,191,157,203,191,203,191,157,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,191,157,203,157,203,191,157,203,191,157,203,191,157,235,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,203,191,157,235,191,157,203,191,157,203,191,157,203,191,157,219,191,157,203,191
218,30,122,218,14,122,122,218,14,218,14,122,218,14,122,218,14,122,218,14,122,14,122,218,14,122,218,218,14,122,218,14,122,218,14,122,218,14,122,218,14,122,218,14,122,218,14,122,218,14,122,218,14,122,218,14,122,218,14,122,218,14,122,218,14,122,218,14,122,218,14,122,250,14,123,122,250,14,250,14,122,250,14,122,122,250,14,250,14,122,250,14,122,250,14,122,250,14,122,250,14,122,250,14,122,250,14,122,250,14,122,250,14,122,250,14,122,250,14,122,250,14,123,250,14,122,250,14,122,250,14,122,14,122,250,250,14,122,250,14,122,14,122,250,250,14,122,250,14,122,250,14,122,14,122,250,250,14,122,250,14,122,250,14,122,250,14,122,250,14,123,250,14,123,250,14,122,250,14,122,122,250,14,250,14,122,250,14,122,250,14,122,254,14,122,254,14,122,254,14,122,254,14,122,254,14,122,254,14,122,254,14,122,254,14,122,254,14,122,254,14,122,254,14,122,254,14,122,254,14,122,254,14,122
255,219,119,127,211,119,119,127,211,127,219,119,127,219,119,127,219,119,127,219,119,219,119,127,219,119,127,127,219,119,127,219,119,127,219,119,127,219,119,127,219,119,127,211,119,127,219,119,127,211,119,127,219,119,127,219,119,127,211,119,127,219,119,127,219,119,127,219,119,127,219,119,127,219,119,119,127,219,127,219,119,127,219,119,119,127,219,127,219,119,127,219,119,127,219,119,127,211,119,127,219,119,127,211,119,127,219,119,127,211,119,127,211,119,127,219,119,127,219,119,127,219,119,127,219,119,127,219,119,127,219,119,219,119,127,127,211,119,127,219,119,219,119,127,127,219,119,127,219,119,127,219,119,219,119,127,127,219,119,127,219,119,127,219,119,127,219,119,127,219,119,127,219,119,127,211,119,127,219,119,119,127,219,127,219,119,127,219,119,127,219,119,127,219,119,127,211,119,127,219,119,127,219,119,127,219,119,127,219,119,127,211,119,127,219,119,127,219,119,127,211,119,127,219,119,127,219,119,127,211,119,127,211,119
213,236,175,213,236,175,175,213,236,213,236,175,213,236,175,213,236,175,213,236,175,236,175,213,236,175,213,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,175,213,236,213,236,175,213,236,175,175,213,236,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,236,175,213,213,236,175,213,236,175,236,175,213,213,236,175,213,236,175,213,236,175,236,175,213,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,175,213,236,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175,213,236,175
183,127,242,183,127,242,242,183,127,183,127,242,183,127,242,183,127,242,183,127,242,127,242,183,127,242,183,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,242,183,127,183,127,242,183,127,242,242,183,127,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,127,242,183,183,127,242,183,127,242,127,242,183,183,127,242,183,127,242,183,127,242,127,242,183,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,242,183,127,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242,183,127,242
203,220,33,203,216,33,33,203,220,203,220,33,203,220,33,203,216,33,203,220,33,216,33,203,220,33,203,203,216,33,203,216,33,203,220,33,203,220,33,203,216,33,203,220,33,203,220,33,203,220,33,203,220,33,203,216,33,203,220,33,203,220,33,203,216,33,203,220,33,203,220,33,195,220,33,33,195,216,195,220,33,195,216,33,33,195,220,195,216,33,195,220,33,195,216,33,195,220,33,195,220,33,195,216,33,195,220,33,195,216,33,195,220,33,195,220,33,195,220,33,195,216,33,195,216,33,195,220,33,195,220,33,220,33,195,195,220,33,195,216,33,216,33,195,195,220,33,195,216,33,195,216,33,220,33,195,195,216,33,195,220,33,195,216,33,195,220,33,195,216,33,195,220,33,195,220,33,195,216,33,33,195,220,195,216,33,195,216,33,195,220,33,195,216,33,195,220,33,195,216,33,195,220,33,195,220,33,195,220,33,195,220,33,195,216,33,195,220,33,195,220,33,195,220,33,195,220,33,195,216,33,195,216,33
189,57,120,173,57,120,120,173,57,173,57,120,173,57,120,173,57,120,173,57,120,57,120,173,57,120,173,173,57,120,173,57,120,173,57,120,165,57,120,165,57,120,165,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,165,57,120,165,57,120,173,57,120,120,165,57,165,57,120,165,57,120,120,165,57,165,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,165,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,165,57,120,165,57,120,173,57,120,57,120,173,165,57,120,165,57,120,57,120,165,165,57,120,173,57,120,173,57,120,57,120,173,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,120,173,57,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,173,57,120,165,57,120,165,57,120,165,57,120,165,57,120,165,57,120,165,57,120,173,57,120,173,57,120
216,90,71,216,90,71,71,216,90,216,90,71,216,90,71,216,90,71,216,90,71,90,71,216,90,71,216,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,71,216,90,216,90,71,216,90,71,71,216,90,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,217,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,90,71,216,216,90,71,216,90,71,90,71,216,216,90,71,216,90,71,216,90,71,90,71,216,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,71,216,90,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,216,90,71,217,90,71,216,90,71,216,90,71,216,90,71,216,90,71
