,I09,I10,I11
1930,0.245,0.235,0.23
1931,0.255,0.22,0.23
1932,0.255,0.23,0.235
1933,0.255,0.225,0.23
1934,0.255,0.225,0.235
1935,0.255,0.23,0.24
1936,0.255,0.225,0.23
1937,0.255,0.235,0.235
1938,0.255,0.225,0.25
1939,0.255,0.225,0.25
1940,0.255,0.23,0.235
1941,0.255,0.23,0.225
1942,0.255,0.24,0.235
1943,0.255,0.24,0.235
1944,0.255,0.23,0.235
1945,0.255,0.235,0.24
1946,0.255,0.26,0.235
1947,0.255,0.23,0.23
1948,0.255,0.235,0.225
1949,0.255,0.23,0.23
1950,0.255,0.24,0.235
1951,0.255,0.235,0.24
1952,0.255,0.24,0.235
1953,0.255,0.255,0.235
1954,0.255,0.23,0.23
1955,0.255,0.23,0.23
1956,0.255,0.24,0.23
1957,0.255,0.245,0.23
1958,0.255,0.24,0.235
1959,0.255,0.235,0.235
1960,0.255,0.235,0.265
1961,0.255,0.24,0.305
1962,0.255,0.235,0.245
1963,0.255,0.235,0.24
1964,0.255,0.23,0.225
1965,0.255,0.235,0.235
1966,0.255,0.23,0.235
1967,0.255,0.235,0.235
1968,0.255,0.24,0.245
1969,0.255,0.24,0.235
1970,0.255,0.24,0.235
1971,0.255,0.23,0.235
1972,0.255,0.23,0.235
1973,0.255,0.235,0.25
1974,0.255,0.23,0.245
1975,0.255,0.235,0.24
1976,0.255,0.235,0.235
1977,0.255,0.235,0.235
1978,0.255,0.23,0.235
1979,0.255,0.235,0.23
1980,0.255,0.235,0.235
1981,0.255,0.23,0.225
1982,0.255,0.24,0.23
1983,0.255,0.23,0.24
1984,0.255,0.23,0.23
1985,0.255,0.235,0.25
1986,0.255,0.235,0.235
1987,0.255,0.225,0.235
1988,0.27,0.215,0.235
1989,0.255,0.23,0.235
1990,0.255,0.245,0.25
1991,0.255,0.23,0.23
1992,0.255,0.235,0.23
1993,0.255,0.245,0.23
1994,0.255,0.245,0.25
1995,0.255,0.23,0.23
1996,0.255,0.24,0.225
1997,0.255,0.235,0.235
1998,0.255,0.245,0.23
1999,0.255,0.225,0.23
2000,0.255,0.24,0.23
2001,0.255,0.24,0.29
2002,0.255,0.225,0.235
2003,0.255,0.235,0.25
2004,0.255,0.24,0.225
2005,0.255,0.23,0.25
2006,0.255,0.23,0.235
2007,0.255,0.235,0.235
2008,0.255,0.23,0.225
2009,0.255,0.23,0.235
2010,0.255,0.25,0.235
2011,0.255,0.235,0.23
2012,0.255,0.235,0.23
2013,0.255,0.24,0.23
2014,0.255,0.235,0.25
2015,0.255,0.24,0.235
2016,0.255,0.24,0.235
2017,0.255,0.235,0.245
2018,0.255,0.235,0.23
2019,0.255,0.245,0.235
2020,0.255,0.23,0.24
2021,0.255,0.23,0.235
2022,0.255,0.23,0.23
2023,0.255,0.235,0.23
2024,0.255,0.235,0.23
2025,0.26,0.235,0.235
2026,0.255,0.225,0.22
2027,0.255,0.24,0.23
2028,0.255,0.225,0.235
2029,0.255,0.23,0.24
2030,0.255,0.23,0.235
2031,0.255,0.23,0.235
2032,0.255,0.23,0.235
2033,0.255,0.23,0.235
2034,0.255,0.245,0.23
2035,0.255,0.23,0.23
2036,0.255,0.235,0.255
2037,0.255,0.235,0.235
2038,0.255,0.23,0.23
2039,0.255,0.235,0.235
2040,0.255,0.315,0.23
2041,0.255,0.235,0.24
2042,0.255,0.235,0.225
2043,0.255,0.22,0.235
2044,0.255,0.235,0.245
2045,0.255,0.235,0.23
2046,0.255,0.245,0.23
2047,0.255,0.23,0.235
2048,0.255,0.24,0.235
2049,0.255,0.235,0.235
2050,0.255,0.25,0.27
2051,0.255,0.24,0.25
2052,0.255,0.23,0.235
2053,0.255,0.235,0.25
2054,0.255,0.235,0.235
2055,0.255,0.24,0.24
2056,0.255,0.25,0.24
2057,0.255,0.24,0.235
2058,0.255,0.24,0.235
2059,0.255,0.24,0.24
2060,0.255,0.235,0.235
2061,0.255,0.24,0.245
2062,0.255,0.24,0.235
2063,0.255,0.235,0.235
2064,0.255,0.24,0.23
2065,0.255,0.245,0.235
2066,0.255,0.23,0.235
2067,0.255,0.225,0.24
2068,0.255,0.245,0.23
2069,0.255,0.235,0.235
2070,0.255,0.23,0.235
2071,0.255,0.235,0.245
2072,0.255,0.23,0.235
2073,0.255,0.23,0.245
2074,0.255,0.245,0.245
2075,0.255,0.255,0.23
2076,0.255,0.225,0.235
2077,0.255,0.23,0.24
2078,0.255,0.235,0.23
2079,0.255,0.225,0.24
2080,0.255,0.235,0.225
2081,0.255,0.23,0.24
2082,0.255,0.235,0.23
2083,0.255,0.23,0.225
2084,0.255,0.23,0.23
2085,0.255,0.235,0.23
2086,0.255,0.24,0.23
2087,0.255,0.23,0.235
2088,0.255,0.24,0.235
2089,0.255,0.23,0.23
2090,0.255,0.225,0.23
2091,0.255,0.235,0.225
2092,0.255,0.23,0.235
2093,0.255,0.225,0.225
2094,0.255,0.235,0.23
2095,0.255,0.24,0.23
2096,0.255,0.255,0.235
2097,0.255,0.23,0.23
2098,0.255,0.225,0.23
2099,0.255,0.235,0.235
2100,0.255,0.23,0.23
2101,0.255,0.245,0.24
2102,0.255,0.23,0.23
2103,0.255,0.235,0.25
2104,0.255,0.24,0.265
2105,0.255,0.225,0.225
2106,0.255,0.255,0.235
2107,0.255,0.235,0.225
2108,0.26,0.245,0.245
2109,0.255,0.235,0.235
2110,0.255,0.24,0.23
2111,0.255,0.23,0.235
2112,0.255,0.24,0.245
2113,0.255,0.235,0.23
2114,0.255,0.24,0.225
2115,0.255,0.255,0.23
2116,0.26,0.22,0.24
2117,0.255,0.235,0.23
2118,0.255,0.235,0.235
2119,0.265,0.235,0.235
2120,0.26,0.245,0.245
2121,0.255,0.235,0.225
2122,0.255,0.24,0.235
2123,0.255,0.235,0.235
2124,0.255,0.235,0.24
2125,0.255,0.225,0.245
2126,0.255,0.245,0.235
2127,0.255,0.23,0.235
2128,0.255,0.24,0.235
2129,0.255,0.24,0.23
2130,0.255,0.24,0.23
2131,0.255,0.235,0.24
2132,0.255,0.23,0.235
2133,0.255,0.24,0.235
2134,0.255,0.24,0.235
2135,0.255,0.24,0.245
2136,0.255,0.245,0.235
2137,0.255,0.235,0.23
2138,0.28,0.295,0.23
2139,0.255,0.225,0.235
2140,0.255,0.225,0.23
2141,0.255,0.23,0.23
2142,0.26,0.235,0.23
2143,0.255,0.245,0.27
2144,0.255,0.23,0.25
2145,0.255,0.23,0.235
2146,0.255,0.225,0.23
2147,0.255,0.235,0.235
2148,0.255,0.245,0.23
2149,0.255,0.23,0.23
2150,0.255,0.225,0.235
2151,0.255,0.235,0.23
2152,0.255,0.23,0.23
2153,0.255,0.24,0.22
2154,0.255,0.235,0.23
2155,0.255,0.225,0.265
2156,0.255,0.235,0.235
2157,0.255,0.26,0.23
2158,0.255,0.23,0.23
2159,0.255,0.26,0.235
2160,0.26,0.23,0.235
2161,0.255,0.24,0.225
2162,0.255,0.235,0.235
2163,0.255,0.235,0.23
2164,0.255,0.23,0.225
2165,0.255,0.235,0.23
2166,0.26,0.235,0.235
2167,0.255,0.235,0.235
2168,0.255,0.235,0.245
2169,0.255,0.235,0.235
2170,0.255,0.24,0.225
2171,0.255,0.225,0.235
2172,0.255,0.24,0.235
2173,0.255,0.235,0.235
2174,0.255,0.23,0.23
2175,0.255,0.23,0.26
2176,0.255,0.235,0.235
2177,0.255,0.24,0.23
2178,0.265,0.24,0.23
2179,0.255,0.23,0.225
2180,0.255,0.24,0.235
2181,0.255,0.235,0.245
2182,0.255,0.235,0.23
2183,0.255,0.24,0.245
2184,0.255,0.235,0.22
2185,0.255,0.24,0.23
2186,0.255,0.245,0.23
2187,0.255,0.235,0.25
2188,0.255,0.235,0.235
2189,0.255,0.235,0.235
2190,0.255,0.24,0.24
2191,0.255,0.24,0.235
2192,0.255,0.23,0.235
2193,0.255,0.235,0.225
2194,0.255,0.23,0.255
2195,0.255,0.23,0.235
2196,0.255,0.23,0.22
2197,0.265,0.28,0.23
2198,0.255,0.235,0.25
2199,0.255,0.235,0.235
2200,0.255,0.23,0.235
2201,0.255,0.24,0.235
2202,0.255,0.235,0.23
2203,0.255,0.235,0.23
2204,0.255,0.235,0.235
2205,0.255,0.23,0.23
2206,0.255,0.23,0.235
2207,0.255,0.24,0.235
2208,0.255,0.235,0.23
2209,0.255,0.265,0.23
2210,0.255,0.235,0.235
2211,0.26,0.23,0.23
2212,0.255,0.235,0.24
2213,0.255,0.23,0.24
2214,0.255,0.23,0.23
2215,0.255,0.225,0.25
2216,0.255,0.225,0.235
2217,0.255,0.24,0.23
2218,0.255,0.235,0.235
2219,0.255,0.235,0.245
2220,0.255,0.25,0.245
2221,0.255,0.235,0.225
2222,0.255,0.225,0.23
2223,0.255,0.245,0.23
2224,0.255,0.23,0.25
2225,0.255,0.23,0.235
2226,0.255,0.23,0.235
2227,0.255,0.24,0.23
2228,0.255,0.23,0.25
2229,0.255,0.25,0.23
2230,0.255,0.25,0.235
2231,0.255,0.23,0.235
2232,0.255,0.235,0.23
2233,0.255,0.245,0.23
2234,0.255,0.225,0.23
2235,0.255,0.24,0.235
2236,0.255,0.24,0.245
2237,0.26,0.235,0.24
2238,0.255,0.235,0.235
2239,0.255,0.255,0.265
2240,0.255,0.235,0.225
2241,0.255,0.225,0.23
2242,0.255,0.24,0.23
2243,0.255,0.245,0.235
2244,0.255,0.23,0.25
2245,0.255,0.23,0.245
2246,0.255,0.235,0.24
2247,0.255,0.235,0.235
2248,0.255,0.235,0.245
2249,0.255,0.24,0.23
2250,0.255,0.24,0.235
2251,0.255,0.225,0.25
2252,0.255,0.235,0.25
2253,0.255,0.23,0.23
2254,0.255,0.24,0.235
2255,0.255,0.235,0.24
2256,0.255,0.235,0.225
2257,0.255,0.24,0.23
2258,0.255,0.245,0.235
2259,0.255,0.215,0.235
2260,0.255,0.23,0.225
2261,0.255,0.225,0.23
2262,0.255,0.23,0.235
2263,0.255,0.235,0.235
2264,0.255,0.24,0.245
2265,0.255,0.23,0.235
2266,0.26,0.235,0.235
2267,0.255,0.235,0.23
2268,0.26,0.23,0.225
2269,0.255,0.235,0.25
2270,0.255,0.24,0.23
2271,0.255,0.225,0.235
2272,0.265,0.235,0.23
2273,0.255,0.23,0.235
2274,0.255,0.23,0.23
2275,0.255,0.23,0.235
2276,0.265,0.235,0.23
2277,0.255,0.23,0.23
2278,0.255,0.235,0.235
2279,0.255,0.235,0.23
2280,0.255,0.245,0.23
2281,0.255,0.25,0.23
2282,0.255,0.23,0.235
2283,0.255,0.23,0.23
2284,0.255,0.225,0.235
2285,0.255,0.25,0.23
2286,0.255,0.235,0.23
2287,0.255,0.25,0.225
2288,0.255,0.235,0.245
2289,0.255,0.24,0.235
2290,0.255,0.23,0.245
2291,0.255,0.225,0.235
2292,0.255,0.225,0.23
2293,0.255,0.235,0.23
2294,0.255,0.23,0.225
2295,0.255,0.24,0.235
2296,0.255,0.23,0.23
2297,0.255,0.245,0.235
2298,0.255,0.235,0.23
2299,0.255,0.23,0.23
2300,0.255,0.25,0.25
2301,0.255,0.23,0.225
2302,0.255,0.23,0.23
2303,0.255,0.23,0.23
2304,0.255,0.235,0.23
2305,0.255,0.235,0.235
2306,0.255,0.235,0.235
2307,0.255,0.24,0.24
2308,0.255,0.235,0.255
2309,0.255,0.235,0.235
2310,0.255,0.23,0.225
2311,0.255,0.235,0.24
2312,0.255,0.235,0.23
2313,0.26,0.235,0.23
2314,0.255,0.24,0.235
2315,0.255,0.235,0.235
2316,0.255,0.235,0.235
2317,0.255,0.235,0.235
2318,0.255,0.23,0.24
2319,0.255,0.25,0.24
2320,0.255,0.235,0.24
2321,0.255,0.235,0.235
2322,0.255,0.235,0.235
2323,0.255,0.23,0.22
2324,0.255,0.235,0.23
2325,0.255,0.235,0.225
2326,0.255,0.235,0.24
2327,0.255,0.235,0.235
2328,0.255,0.235,0.235
2329,0.255,0.235,0.235
2330,0.255,0.25,0.23
2331,0.255,0.23,0.235
2332,0.255,0.23,0.23
2333,0.255,0.235,0.23
2334,0.255,0.235,0.225
2335,0.255,0.235,0.24
2336,0.255,0.225,0.23
2337,0.255,0.23,0.23
2338,0.255,0.24,0.23
2339,0.255,0.225,0.245
2340,0.255,0.235,0.23
2341,0.255,0.245,0.225
2342,0.255,0.235,0.235
2343,0.255,0.23,0.235
2344,0.255,0.235,0.235
2345,0.255,0.235,0.235
2346,0.255,0.24,0.24
2347,0.255,0.235,0.24
2348,0.255,0.225,0.23
2349,0.255,0.24,0.22
2350,0.255,0.245,0.24
2351,0.255,0.225,0.23
2352,0.255,0.235,0.235
2353,0.255,0.24,0.235
2354,0.255,0.235,0.23
2355,0.255,0.24,0.24
2356,0.255,0.23,0.225
2357,0.255,0.24,0.235
2358,0.255,0.235,0.23
2359,0.255,0.24,0.23
2360,0.255,0.245,0.225
2361,0.255,0.23,0.23
2362,0.255,0.24,0.235
2363,0.255,0.23,0.235
2364,0.255,0.235,0.235
2365,0.255,0.235,0.23
2366,0.255,0.235,0.23
2367,0.255,0.235,0.235
2368,0.255,0.23,0.235
2369,0.255,0.225,0.235
2370,0.255,0.235,0.23
2371,0.26,0.23,0.235
2372,0.255,0.24,0.235
2373,0.255,0.235,0.235
2374,0.255,0.235,0.23
2375,0.255,0.23,0.235
2376,0.255,0.24,0.235
2377,0.255,0.24,0.235
2378,0.255,0.235,0.23
2379,0.255,0.24,0.23
2380,0.255,0.23,0.225
2381,0.255,0.235,0.23
2382,0.255,0.225,0.235
2383,0.255,0.245,0.23
2384,0.255,0.235,0.23
2385,0.255,0.225,0.245
2386,0.255,0.225,0.235
2387,0.255,0.23,0.25
2388,0.255,0.24,0.235
2389,0.255,0.235,0.23
2390,0.255,0.23,0.25
2391,0.255,0.225,0.24
2392,0.255,0.23,0.23
2393,0.255,0.23,0.24
2394,0.255,0.235,0.235
2395,0.255,0.235,0.25
2396,0.255,0.235,0.23
2397,0.255,0.23,0.235
2398,0.255,0.23,0.23
2399,0.255,0.235,0.25
2400,0.255,0.235,0.24
2401,0.255,0.23,0.23
2402,0.255,0.215,0.24
2403,0.255,0.225,0.245
2404,0.255,0.235,0.235
2405,0.255,0.235,0.235
2406,0.255,0.23,0.235
2407,0.255,0.245,0.235
2408,0.255,0.235,0.235
2409,0.255,0.235,0.23
2410,0.255,0.225,0.23
2411,0.255,0.23,0.235
2412,0.255,0.235,0.235
2413,0.255,0.225,0.23
2414,0.255,0.225,0.23
2415,0.255,0.235,0.24
2416,0.255,0.235,0.23
2417,0.255,0.225,0.235
2418,0.255,0.235,0.235
2419,0.255,0.235,0.235
2420,0.255,0.225,0.235
2421,0.255,0.235,0.235
2422,0.255,0.24,0.23
2423,0.255,0.235,0.235
2424,0.255,0.235,0.23
2425,0.255,0.235,0.23
2426,0.255,0.23,0.235
2427,0.255,0.23,0.225
2428,0.255,0.235,0.225
2429,0.255,0.235,0.235
2430,0.255,0.22,0.23
2431,0.255,0.225,0.225
2432,0.255,0.235,0.235
2433,0.255,0.235,0.23
2434,0.255,0.235,0.23
2435,0.255,0.235,0.245
2436,0.255,0.24,0.24
2437,0.255,0.225,0.23
2438,0.255,0.225,0.24
2439,0.255,0.255,0.235
2440,0.255,0.24,0.235
2441,0.255,0.23,0.235
2442,0.255,0.225,0.23
2443,0.255,0.225,0.235
2444,0.255,0.25,0.235
2445,0.255,0.245,0.235
2446,0.255,0.235,0.235
2447,0.255,0.24,0.235
2448,0.255,0.23,0.23
2449,0.255,0.225,0.23
2450,0.255,0.235,0.23
2451,0.255,0.23,0.235
2452,0.255,0.235,0.235
2453,0.255,0.23,0.245
2454,0.255,0.245,0.235
2455,0.255,0.24,0.235
2456,0.255,0.23,0.23
2457,0.255,0.23,0.23
2458,0.255,0.235,0.235
2459,0.255,0.23,0.24
2460,0.255,0.22,0.23
2461,0.255,0.23,0.225
2462,0.255,0.23,0.235
2463,0.255,0.23,0.23
2464,0.255,0.235,0.235
2465,0.255,0.24,0.23
2466,0.255,0.235,0.235
2467,0.255,0.225,0.235
2468,0.255,0.235,0.23
2469,0.255,0.24,0.23
2470,0.255,0.24,0.235
2471,0.255,0.225,0.23
2472,0.255,0.235,0.23
2473,0.255,0.225,0.23
2474,0.255,0.235,0.235
2475,0.255,0.225,0.225
2476,0.255,0.23,0.235
2477,0.255,0.24,0.235
2478,0.255,0.235,0.23
2479,0.255,0.225,0.235
2480,0.255,0.245,0.235
2481,0.255,0.235,0.23
2482,0.255,0.235,0.225
2483,0.255,0.23,0.23
2484,0.255,0.24,0.23
2485,0.255,0.235,0.23
2486,0.255,0.235,0.235
2487,0.255,0.235,0.235
2488,0.255,0.23,0.225
2489,0.255,0.225,0.225
2490,0.255,0.23,0.23
2491,0.255,0.245,0.24
2492,0.255,0.23,0.245
2493,0.255,0.23,0.24
2494,0.255,0.225,0.225
2495,0.255,0.225,0.225
2496,0.255,0.215,0.235
2497,0.255,0.23,0.235
2498,0.255,0.24,0.23
2499,0.255,0.24,0.235
2500,0.255,0.22,0.235
2501,0.255,0.22,0.235
2502,0.255,0.245,0.245
2503,0.255,0.23,0.235
2504,0.255,0.235,0.23
2505,0.255,0.24,0.22
2506,0.255,0.235,0.23
2507,0.255,0.23,0.235
2508,0.255,0.235,0.23
2509,0.255,0.235,0.235
2510,0.255,0.23,0.235
2511,0.255,0.235,0.235
2512,0.255,0.24,0.235
2513,0.255,0.235,0.23
2514,0.255,0.235,0.23
2515,0.255,0.235,0.225
2516,0.255,0.235,0.235
2517,0.255,0.23,0.235
2518,0.255,0.235,0.24
2519,0.255,0.24,0.23
2520,0.255,0.235,0.23
2521,0.255,0.24,0.23
2522,0.255,0.235,0.235
2523,0.255,0.24,0.23
2524,0.255,0.235,0.23
2525,0.255,0.225,0.23
2526,0.255,0.25,0.235
2527,0.255,0.24,0.225
2528,0.255,0.23,0.23
2529,0.255,0.225,0.23
2530,0.255,0.225,0.235
2531,0.255,0.235,0.24
2532,0.255,0.235,0.23
2533,0.255,0.24,0.23
2534,0.255,0.225,0.235
2535,0.255,0.235,0.23
2536,0.255,0.23,0.23
2537,0.255,0.23,0.22
2538,0.255,0.25,0.235
2539,0.255,0.235,0.26
2540,0.255,0.23,0.23
2541,0.255,0.225,0.25
2542,0.255,0.245,0.235
2543,0.255,0.24,0.235
2544,0.255,0.235,0.235
2545,0.255,0.235,0.23
2546,0.255,0.23,0.24
2547,0.255,0.255,0.235
2548,0.255,0.23,0.23
2549,0.255,0.23,0.24
2550,0.255,0.225,0.235
2551,0.255,0.23,0.23
2552,0.255,0.235,0.235
2553,0.255,0.235,0.23
2554,0.255,0.23,0.225
2555,0.255,0.24,0.25
2556,0.255,0.225,0.23
2557,0.255,0.24,0.225
2558,0.255,0.235,0.23
2559,0.255,0.235,0.235
2560,0.255,0.235,0.235
2561,0.255,0.22,0.25
2562,0.255,0.235,0.235
2563,0.255,0.235,0.24
2564,0.255,0.23,0.24
2565,0.255,0.235,0.25
2566,0.245,0.24,0.235
2567,0.255,0.235,0.23
2568,0.255,0.23,0.225
2569,0.255,0.235,0.235
2570,0.255,0.245,0.23
2571,0.255,0.24,0.235
2572,0.255,0.235,0.24
2573,0.255,0.24,0.235
2574,0.255,0.235,0.25
2575,0.255,0.26,0.25
2576,0.255,0.23,0.235
2577,0.255,0.24,0.235
2578,0.255,0.225,0.22
2579,0.255,0.235,0.23
2580,0.255,0.235,0.225
2581,0.255,0.25,0.235
2582,0.255,0.27,0.245
2583,0.255,0.235,0.23
2584,0.255,0.23,0.235
2585,0.255,0.23,0.235
2586,0.255,0.225,0.23
2587,0.255,0.225,0.23
2588,0.255,0.235,0.23
2589,0.255,0.235,0.235
2590,0.255,0.245,0.235
2591,0.255,0.235,0.235
2592,0.255,0.23,0.25
2593,0.255,0.24,0.23
2594,0.255,0.225,0.235
2595,0.255,0.23,0.23
2596,0.255,0.245,0.235
2597,0.255,0.235,0.23
2598,0.255,0.245,0.235
2599,0.255,0.235,0.25
2600,0.255,0.235,0.235
2601,0.255,0.235,0.23
2602,0.255,0.24,0.235
2603,0.255,0.235,0.245
2604,0.255,0.225,0.235
2605,0.255,0.25,0.23
2606,0.255,0.245,0.235
2607,0.255,0.235,0.23
2608,0.255,0.24,0.235
2609,0.255,0.235,0.25
2610,0.255,0.24,0.23
2611,0.255,0.235,0.23
2612,0.255,0.23,0.235
2613,0.255,0.235,0.23
2614,0.255,0.235,0.235
2615,0.255,0.225,0.235
2616,0.255,0.235,0.235
2617,0.255,0.23,0.23
2618,0.255,0.23,0.23
2619,0.255,0.235,0.235
2620,0.255,0.245,0.225
2621,0.255,0.24,0.235
2622,0.255,0.235,0.235
2623,0.265,0.24,0.235
2624,0.255,0.25,0.24
2625,0.255,0.235,0.23
2626,0.255,0.23,0.23
2627,0.255,0.24,0.23
2628,0.255,0.235,0.235
2629,0.255,0.24,0.225
2630,0.255,0.235,0.235
2631,0.255,0.23,0.235
2632,0.255,0.235,0.235
2633,0.265,0.235,0.235
2634,0.255,0.245,0.225
2635,0.255,0.225,0.23
2636,0.255,0.235,0.245
2637,0.255,0.24,0.235
2638,0.255,0.235,0.235
2639,0.255,0.235,0.23
2640,0.255,0.23,0.235
2641,0.255,0.235,0.23
2642,0.255,0.23,0.225
2643,0.255,0.235,0.235
2644,0.255,0.24,0.235
2645,0.255,0.225,0.25
2646,0.255,0.235,0.285
2647,0.255,0.245,0.23
2648,0.255,0.27,0.22
2649,0.255,0.245,0.23
2650,0.255,0.23,0.23
2651,0.255,0.235,0.23
2652,0.27,0.235,0.235
2653,0.255,0.235,0.235
2654,0.255,0.235,0.225
2655,0.255,0.25,0.235
2656,0.26,0.23,0.23
2657,0.255,0.225,0.235
2658,0.255,0.245,0.23
2659,0.255,0.23,0.23
2660,0.255,0.235,0.24
2661,0.255,0.235,0.23
2662,0.255,0.235,0.23
2663,0.255,0.24,0.235
2664,0.255,0.235,0.245
2665,0.255,0.24,0.23
2666,0.255,0.235,0.23
2667,0.255,0.235,0.23
2668,0.255,0.235,0.235
2669,0.255,0.23,0.235
2670,0.255,0.235,0.24
2671,0.255,0.245,0.235
2672,0.255,0.235,0.235
2673,0.26,0.25,0.24
2674,0.255,0.23,0.235
2675,0.255,0.235,0.22
2676,0.255,0.24,0.22
2677,0.255,0.245,0.23
2678,0.255,0.235,0.24
2679,0.255,0.23,0.235
2680,0.255,0.235,0.24
2681,0.31,0.235,0.24
2682,0.255,0.215,0.245
2683,0.255,0.235,0.25
2684,0.255,0.23,0.225
2685,0.255,0.235,0.23
2686,0.255,0.23,0.25
2687,0.255,0.235,0.235
2688,0.255,0.23,0.235
2689,0.255,0.235,0.25
2690,0.255,0.235,0.23
2691,0.255,0.235,0.225
2692,0.255,0.23,0.24
2693,0.255,0.235,0.24
2694,0.255,0.235,0.23
2695,0.255,0.23,0.235
2696,0.255,0.225,0.255
2697,0.255,0.255,0.23
2698,0.255,0.23,0.23
2699,0.255,0.225,0.225
2700,0.255,0.235,0.23
2701,0.255,0.24,0.235
2702,0.255,0.235,0.235
2703,0.255,0.23,0.23
2704,0.26,0.23,0.235
2705,0.255,0.235,0.25
2706,0.255,0.23,0.225
2707,0.255,0.23,0.235
2708,0.255,0.235,0.235
2709,0.255,0.23,0.235
2710,0.255,0.23,0.235
2711,0.255,0.225,0.225
2712,0.255,0.235,0.225
2713,0.255,0.22,0.225
2714,0.255,0.225,0.23
2715,0.255,0.235,0.235
2716,0.255,0.235,0.225
2717,0.255,0.235,0.25
2718,0.255,0.235,0.23
2719,0.255,0.23,0.23
2720,0.255,0.23,0.265
2721,0.255,0.23,0.235
2722,0.255,0.245,0.23
2723,0.255,0.24,0.245
2724,0.255,0.235,0.245
2725,0.255,0.235,0.245
2726,0.255,0.23,0.23
2727,0.255,0.23,0.235
2728,0.255,0.23,0.23
2729,0.255,0.28,0.23
2730,0.255,0.24,0.23
2731,0.255,0.225,0.235
2732,0.255,0.23,0.23
2733,0.255,0.23,0.235
2734,0.255,0.25,0.23
2735,0.255,0.23,0.23
2736,0.255,0.235,0.23
2737,0.255,0.23,0.235
2738,0.255,0.255,0.23
2739,0.255,0.23,0.235
2740,0.255,0.225,0.225
2741,0.255,0.23,0.245
2742,0.255,0.23,0.235
2743,0.255,0.23,0.235
2744,0.255,0.24,0.235
2745,0.255,0.235,0.235
2746,0.255,0.235,0.23
2747,0.255,0.235,0.235
2748,0.255,0.23,0.23
2749,0.255,0.23,0.235
2750,0.255,0.235,0.245
2751,0.255,0.235,0.23
2752,0.255,0.235,0.24
2753,0.255,0.24,0.23
2754,0.255,0.235,0.24
2755,0.255,0.235,0.25
2756,0.255,0.24,0.235
2757,0.255,0.235,0.235
2758,0.255,0.235,0.24
2759,0.255,0.23,0.235
2760,0.255,0.235,0.235
2761,0.255,0.25,0.235
2762,0.255,0.225,0.235
2763,0.255,0.24,0.235
2764,0.255,0.23,0.235
2765,0.255,0.23,0.23
2766,0.255,0.23,0.24
2767,0.255,0.24,0.24
2768,0.29,0.235,0.23
2769,0.255,0.24,0.23
2770,0.26,0.245,0.235
2771,0.255,0.235,0.225
2772,0.255,0.225,0.23
2773,0.255,0.26,0.23
2774,0.255,0.235,0.235
2775,0.255,0.235,0.23
2776,0.255,0.25,0.235
2777,0.255,0.225,0.235
2778,0.255,0.235,0.235
2779,0.255,0.225,0.225
2780,0.255,0.24,0.235
2781,0.26,0.23,0.235
2782,0.255,0.23,0.24
2783,0.255,0.255,0.235
2784,0.255,0.23,0.25
2785,0.255,0.23,0.23
2786,0.255,0.235,0.23
2787,0.255,0.23,0.235
2788,0.255,0.245,0.235
2789,0.255,0.24,0.225
2790,0.255,0.245,0.24
2791,0.255,0.24,0.23
2792,0.255,0.23,0.235
2793,0.255,0.235,0.235
2794,0.26,0.225,0.265
2795,0.255,0.23,0.235
2796,0.255,0.235,0.24
2797,0.255,0.235,0.235
2798,0.255,0.24,0.225
2799,0.255,0.23,0.225
2800,0.255,0.24,0.235
2801,0.255,0.225,0.235
2802,0.255,0.24,0.235
2803,0.255,0.235,0.23
2804,0.255,0.225,0.23
2805,0.255,0.23,0.225
2806,0.255,0.235,0.24
2807,0.255,0.23,0.24
2808,0.255,0.225,0.235
2809,0.255,0.235,0.22
2810,0.255,0.235,0.235
2811,0.255,0.235,0.225
2812,0.255,0.235,0.24
2813,0.255,0.23,0.225
2814,0.255,0.27,0.25
2815,0.255,0.23,0.235
2816,0.255,0.225,0.235
2817,0.255,0.24,0.235
2818,0.255,0.23,0.24
2819,0.255,0.235,0.235
2820,0.255,0.235,0.23
2821,0.255,0.225,0.24
2822,0.255,0.245,0.235
2823,0.255,0.24,0.245
2824,0.255,0.235,0.235
2825,0.245,0.235,0.24
2826,0.255,0.235,0.235
2827,0.255,0.23,0.23
2828,0.255,0.235,0.225
2829,0.255,0.235,0.235
2830,0.255,0.235,0.25
2831,0.255,0.24,0.235
2832,0.255,0.24,0.235
2833,0.255,0.225,0.235
2834,0.27,0.235,0.235
2835,0.255,0.235,0.235
2836,0.255,0.23,0.22
2837,0.255,0.23,0.25
2838,0.255,0.22,0.24
2839,0.255,0.235,0.23
2840,0.255,0.23,0.24
2841,0.255,0.235,0.23
2842,0.255,0.235,0.24
2843,0.255,0.235,0.235
2844,0.255,0.245,0.23
2845,0.255,0.24,0.23
2846,0.255,0.235,0.235
2847,0.255,0.23,0.255
2848,0.255,0.23,0.23
2849,0.255,0.23,0.23
2850,0.255,0.23,0.245
2851,0.255,0.235,0.235
2852,0.255,0.23,0.235
2853,0.255,0.24,0.235
2854,0.255,0.235,0.24
2855,0.255,0.245,0.235
2856,0.255,0.235,0.23
2857,0.255,0.23,0.235
2858,0.255,0.235,0.23
2859,0.255,0.235,0.225
2860,0.255,0.23,0.23
2861,0.255,0.225,0.23
