,I03,I12
6449,0.38,0.23
6450,0.38,0.235
6451,0.38,0.235
6452,0.375,0.235
6453,0.38,0.225
6454,0.38,0.235
6455,0.37,0.23
6456,0.375,0.23
6457,0.38,0.235
6458,0.375,0.23
6459,0.38,0.235
6460,0.375,0.235
6461,0.38,0.245
6462,0.375,0.235
6463,0.38,0.235
6464,0.38,0.23
6465,0.375,0.24
6466,0.38,0.265
6467,0.375,0.235
6468,0.375,0.24
6469,0.38,0.235
6470,0.38,0.23
6471,0.38,0.235
6472,0.38,0.235
6473,0.375,0.24
6474,0.38,0.24
6475,0.375,0.22
6476,0.385,0.255
6477,0.385,0.235
6478,0.375,0.235
6479,0.375,0.24
6480,0.375,0.235
6481,0.375,0.235
6482,0.38,0.235
6483,0.38,0.24
6484,0.375,0.24
6485,0.375,0.235
6486,0.375,0.24
6487,0.38,0.24
6488,0.38,0.235
6489,0.375,0.235
6490,0.375,0.235
6491,0.38,0.24
6492,0.385,0.235
6493,0.38,0.235
6494,0.38,0.26
6495,0.385,0.24
6496,0.375,0.24
6497,0.38,0.245
6498,0.375,0.24
6499,0.38,0.235
6500,0.375,0.23
6501,0.38,0.235
6502,0.375,0.23
6503,0.375,0.25
6504,0.38,0.23
6505,0.38,0.235
6506,0.38,0.235
6507,0.375,0.235
6508,0.38,0.235
6509,0.385,0.245
6510,0.38,0.24
6511,0.375,0.23
6512,0.375,0.245
6513,0.38,0.235
6514,0.38,0.235
6515,0.385,0.235
6516,0.375,0.235
6517,0.375,0.235
6518,0.395,0.235
6519,0.375,0.23
6520,0.38,0.235
6521,0.38,0.24
6522,0.375,0.24
6523,0.38,0.235
6524,0.38,0.225
6525,0.38,0.23
6526,0.375,0.235
6527,0.38,0.235
6528,0.375,0.235
6529,0.38,0.235
6530,0.375,0.245
6531,0.38,0.23
6532,0.375,0.23
6533,0.375,0.235
6534,0.37,0.24
6535,0.375,0.23
6536,0.38,0.245
6537,0.38,0.23
6538,0.38,0.225
6539,0.38,0.235
6540,0.385,0.24
6541,0.38,0.24
6542,0.375,0.235
6543,0.375,0.235
6544,0.38,0.235
6545,0.38,0.235
6546,0.375,0.235
6547,0.375,0.235
6548,0.375,0.245
6549,0.38,0.25
6550,0.38,0.24
6551,0.375,0.235
6552,0.37,0.235
6553,0.38,0.235
6554,0.38,0.235
6555,0.385,0.235
6556,0.375,0.235
6557,0.38,0.24
6558,0.38,0.24
6559,0.375,0.245
6560,0.375,0.25
6561,0.375,0.235
6562,0.38,0.235
6563,0.38,0.235
6564,0.38,0.235
6565,0.395,0.235
6566,0.38,0.235
6567,0.375,0.23
6568,0.38,0.23
6569,0.39,0.235
6570,0.375,0.225
6571,0.38,0.23
6572,0.38,0.235
6573,0.37,0.235
6574,0.385,0.235
6575,0.375,0.24
6576,0.375,0.235
6577,0.375,0.245
6578,0.375,0.225
6579,0.375,0.23
6580,0.38,0.245
6581,0.375,0.24
6582,0.38,0.235
6583,0.375,0.235
6584,0.38,0.235
6585,0.385,0.235
6586,0.38,0.23
6587,0.375,0.235
6588,0.375,0.235
6589,0.38,0.225
6590,0.38,0.23
6591,0.375,0.235
6592,0.375,0.235
6593,0.375,0.235
6594,0.375,0.235
6595,0.375,0.23
6596,0.38,0.24
6597,0.37,0.225
6598,0.38,0.23
6599,0.375,0.26
6600,0.375,0.24
6601,0.375,0.245
6602,0.375,0.235
6603,0.375,0.235
6604,0.38,0.235
6605,0.38,0.235
6606,0.375,0.235
6607,0.38,0.235
6608,0.375,0.235
6609,0.375,0.24
6610,0.38,0.24
6611,0.38,0.23
6612,0.385,0.235
6613,0.38,0.235
6614,0.38,0.25
6615,0.375,0.23
6616,0.375,0.23
6617,0.38,0.235
6618,0.38,0.25
6619,0.375,0.225
6620,0.38,0.23
6621,0.375,0.235
6622,0.38,0.235
6623,0.385,0.235
6624,0.375,0.24
6625,0.375,0.24
6626,0.375,0.24
6627,0.375,0.235
6628,0.375,0.235
6629,0.375,0.235
6630,0.375,0.225
6631,0.38,0.235
6632,0.38,0.23
6633,0.375,0.235
6634,0.38,0.23
6635,0.37,0.235
6636,0.38,0.235
6637,0.39,0.235
6638,0.375,0.24
6639,0.375,0.24
6640,0.38,0.235
6641,0.385,0.23
6642,0.375,0.22
6643,0.385,0.23
6644,0.375,0.255
6645,0.38,0.24
6646,0.39,0.24
6647,0.38,0.24
6648,0.38,0.235
6649,0.375,0.235
6650,0.375,0.235
6651,0.375,0.23
6652,0.375,0.235
6653,0.375,0.23
6654,0.375,0.23
6655,0.38,0.235
6656,0.39,0.23
6657,0.38,0.235
6658,0.38,0.24
6659,0.385,0.235
6660,0.375,0.25
6661,0.38,0.255
6662,0.38,0.24
6663,0.375,0.24
6664,0.39,0.23
6665,0.385,0.235
6666,0.385,0.27
6667,0.38,0.23
6668,0.38,0.235
6669,0.38,0.265
6670,0.385,0.24
6671,0.38,0.235
6672,0.38,0.245
6673,0.375,0.23
6674,0.38,0.24
6675,0.385,0.24
6676,0.385,0.23
6677,0.375,0.245
6678,0.375,0.24
6679,0.385,0.23
6680,0.38,0.24
6681,0.38,0.235
6682,0.38,0.23
6683,0.38,0.235
6684,0.385,0.235
6685,0.38,0.235
6686,0.38,0.235
6687,0.385,0.235
6688,0.385,0.24
6689,0.41,0.235
6690,0.38,0.23
6691,0.385,0.24
6692,0.375,0.255
6693,0.375,0.235
6694,0.375,0.245
6695,0.375,0.235
6696,0.375,0.235
6697,0.375,0.235
6698,0.385,0.24
6699,0.385,0.23
6700,0.38,0.235
6701,0.385,0.23
6702,0.38,0.235
6703,0.38,0.24
6704,0.375,0.235
6705,0.375,0.235
6706,0.38,0.235
6707,0.38,0.25
6708,0.38,0.24
6709,0.385,0.225
6710,0.385,0.24
6711,0.38,0.235
6712,0.375,0.24
6713,0.38,0.24
6714,0.38,0.24
6715,0.375,0.23
6716,0.385,0.235
6717,0.38,0.23
6718,0.38,0.235
6719,0.38,0.23
6720,0.38,0.235
6721,0.39,0.235
6722,0.38,0.235
6723,0.375,0.235
6724,0.38,0.235
6725,0.38,0.25
6726,0.39,0.26
6727,0.385,0.235
6728,0.38,0.24
6729,0.385,0.235
6730,0.375,0.235
6731,0.375,0.24
6732,0.38,0.24
6733,0.38,0.23
6734,0.38,0.235
6735,0.395,0.23
6736,0.375,0.255
6737,0.375,0.235
6738,0.38,0.235
6739,0.38,0.25
6740,0.38,0.24
6741,0.375,0.235
6742,0.38,0.24
6743,0.38,0.23
6744,0.375,0.245
6745,0.385,0.245
6746,0.375,0.23
6747,0.38,0.235
6748,0.375,0.23
6749,0.38,0.235
6750,0.385,0.225
6751,0.38,0.235
6752,0.38,0.24
6753,0.38,0.235
6754,0.38,0.305
6755,0.38,0.24
6756,0.375,0.23
6757,0.38,0.235
6758,0.38,0.235
6759,0.38,0.23
6760,0.375,0.23
6761,0.375,0.23
6762,0.375,0.26
6763,0.38,0.235
6764,0.385,0.24
6765,0.39,0.235
6766,0.38,0.255
6767,0.39,0.235
6768,0.385,0.235
6769,0.38,0.235
6770,0.375,0.245
6771,0.385,0.23
6772,0.38,0.23
6773,0.38,0.235
6774,0.375,0.235
6775,0.38,0.235
6776,0.38,0.225
6777,0.38,0.24
6778,0.38,0.235
6779,0.38,0.235
6780,0.375,0.24
6781,0.38,0.235
6782,0.38,0.235
6783,0.38,0.235
6784,0.38,0.24
6785,0.38,0.245
6786,0.38,0.245
6787,0.38,0.23
6788,0.38,0.235
6789,0.38,0.235
6790,0.38,0.235
6791,0.38,0.225
6792,0.38,0.235
6793,0.38,0.23
6794,0.375,0.23
6795,0.38,0.235
6796,0.38,0.235
6797,0.38,0.24
6798,0.375,0.23
6799,0.385,0.24
6800,0.375,0.245
6801,0.385,0.25
6802,0.38,0.245
6803,0.385,0.24
6804,0.38,0.25
6805,0.38,0.24
6806,0.38,0.235
6807,0.385,0.235
6808,0.375,0.23
6809,0.38,0.235
6810,0.38,0.235
6811,0.385,0.23
6812,0.38,0.235
6813,0.38,0.23
6814,0.375,0.24
6815,0.38,0.23
6816,0.38,0.235
6817,0.375,0.23
6818,0.38,0.235
6819,0.38,0.24
6820,0.375,0.235
6821,0.38,0.235
6822,0.38,0.235
6823,0.385,0.23
6824,0.39,0.225
6825,0.38,0.235
6826,0.38,0.23
6827,0.395,0.23
6828,0.37,0.23
6829,0.375,0.24
6830,0.38,0.24
6831,0.375,0.235
6832,0.38,0.235
6833,0.375,0.23
6834,0.385,0.24
6835,0.38,0.235
6836,0.38,0.24
6837,0.385,0.235
6838,0.38,0.25
6839,0.38,0.235
6840,0.38,0.235
6841,0.375,0.235
6842,0.38,0.24
6843,0.38,0.235
6844,0.385,0.23
6845,0.38,0.23
6846,0.38,0.24
6847,0.375,0.24
6848,0.385,0.24
6849,0.38,0.255
6850,0.375,0.255
6851,0.375,0.24
6852,0.38,0.24
6853,0.375,0.265
6854,0.375,0.235
6855,0.375,0.235
6856,0.38,0.24
6857,0.38,0.235
6858,0.38,0.235
6859,0.375,0.235
6860,0.38,0.235
6861,0.375,0.235
6862,0.385,0.25
6863,0.385,0.23
6864,0.38,0.23
6865,0.38,0.255
6866,0.385,0.245
6867,0.38,0.235
6868,0.385,0.23
6869,0.375,0.235
6870,0.38,0.235
6871,0.39,0.235
6872,0.385,0.225
6873,0.385,0.235
6874,0.38,0.23
6875,0.385,0.235
6876,0.38,0.24
6877,0.38,0.24
6878,0.38,0.24
6879,0.385,0.235
6880,0.385,0.235
6881,0.38,0.245
6882,0.385,0.23
6883,0.375,0.25
6884,0.38,0.23
6885,0.375,0.235
6886,0.39,0.25
6887,0.38,0.24
6888,0.385,0.235
6889,0.385,0.235
6890,0.38,0.24
6891,0.37,0.24
6892,0.375,0.24
6893,0.385,0.235
6894,0.38,0.235
6895,0.375,0.245
6896,0.39,0.235
6897,0.375,0.225
6898,0.38,0.24
6899,0.38,0.235
6900,0.38,0.235
6901,0.38,0.23
6902,0.375,0.23
6903,0.38,0.225
6904,0.39,0.235
6905,0.38,0.24
6906,0.38,0.235
6907,0.38,0.25
6908,0.385,0.235
6909,0.38,0.24
6910,0.39,0.235
6911,0.39,0.235
6912,0.375,0.23
6913,0.375,0.23
6914,0.38,0.235
6915,0.38,0.245
6916,0.385,0.24
6917,0.38,0.24
6918,0.385,0.24
6919,0.375,0.25
6920,0.375,0.235
6921,0.385,0.235
6922,0.375,0.23
6923,0.375,0.23
6924,0.38,0.235
6925,0.38,0.235
6926,0.375,0.24
6927,0.385,0.24
6928,0.38,0.24
6929,0.38,0.24
6930,0.38,0.225
6931,0.38,0.23
6932,0.375,0.235
6933,0.375,0.235
6934,0.38,0.24
6935,0.375,0.24
6936,0.38,0.235
6937,0.385,0.235
6938,0.375,0.235
6939,0.38,0.23
6940,0.375,0.235
6941,0.38,0.235
6942,0.38,0.235
6943,0.38,0.235
6944,0.375,0.23
6945,0.385,0.225
6946,0.375,0.225
6947,0.38,0.235
6948,0.38,0.225
6949,0.38,0.26
6950,0.375,0.235
6951,0.38,0.235
6952,0.38,0.235
6953,0.375,0.235
6954,0.375,0.235
6955,0.38,0.235
6956,0.38,0.24
6957,0.38,0.23
6958,0.38,0.235
6959,0.375,0.235
6960,0.38,0.23
6961,0.38,0.255
6962,0.38,0.235
6963,0.38,0.235
6964,0.375,0.245
6965,0.375,0.23
6966,0.38,0.235
6967,0.38,0.23
6968,0.375,0.245
6969,0.38,0.235
6970,0.375,0.235
6971,0.375,0.235
6972,0.385,0.24
6973,0.375,0.24
6974,0.375,0.235
6975,0.38,0.24
6976,0.38,0.225
6977,0.38,0.235
6978,0.38,0.235
6979,0.375,0.235
6980,0.38,0.225
6981,0.375,0.235
6982,0.375,0.24
6983,0.38,0.23
6984,0.375,0.235
6985,0.385,0.23
6986,0.375,0.235
6987,0.38,0.24
6988,0.38,0.23
6989,0.375,0.23
6990,0.375,0.235
6991,0.38,0.235
6992,0.375,0.235
6993,0.375,0.23
6994,0.38,0.225
6995,0.38,0.245
6996,0.38,0.235
6997,0.38,0.235
6998,0.38,0.23
6999,0.375,0.23
7000,0.375,0.235
7001,0.38,0.23
7002,0.38,0.23
7003,0.38,0.24
7004,0.375,0.225
7005,0.38,0.23
7006,0.38,0.235
7007,0.375,0.235
7008,0.385,0.23
7009,0.375,0.245
7010,0.375,0.24
7011,0.375,0.23
7012,0.395,0.23
7013,0.375,0.235
7014,0.375,0.24
7015,0.38,0.235
7016,0.38,0.24
7017,0.375,0.23
7018,0.38,0.235
7019,0.38,0.235
7020,0.375,0.24
7021,0.375,0.24
7022,0.38,0.235
7023,0.38,0.23
7024,0.38,0.235
7025,0.38,0.23
7026,0.375,0.255
7027,0.37,0.235
7028,0.38,0.23
7029,0.38,0.24
7030,0.38,0.235
7031,0.375,0.23
7032,0.38,0.225
7033,0.385,0.235
7034,0.375,0.225
7035,0.38,0.23
7036,0.38,0.235
7037,0.38,0.24
7038,0.375,0.235
7039,0.38,0.23
7040,0.375,0.24
7041,0.385,0.23
7042,0.385,0.235
7043,0.375,0.23
7044,0.38,0.235
7045,0.38,0.24
7046,0.38,0.235
7047,0.38,0.25
7048,0.375,0.235
7049,0.375,0.235
7050,0.375,0.275
7051,0.38,0.235
7052,0.375,0.23
7053,0.375,0.235
7054,0.38,0.24
7055,0.375,0.24
7056,0.375,0.235
7057,0.38,0.23
7058,0.38,0.235
7059,0.375,0.24
7060,0.37,0.24
7061,0.375,0.235
7062,0.38,0.23
7063,0.38,0.23
7064,0.375,0.235
7065,0.38,0.23
7066,0.38,0.235
7067,0.38,0.235
7068,0.375,0.235
7069,0.38,0.23
7070,0.385,0.235
7071,0.38,0.225
7072,0.375,0.225
7073,0.38,0.225
7074,0.375,0.24
7075,0.38,0.235
7076,0.38,0.235
7077,0.38,0.235
7078,0.38,0.235
7079,0.375,0.235
7080,0.375,0.24
7081,0.38,0.235
7082,0.38,0.235
7083,0.385,0.24
7084,0.375,0.235
7085,0.375,0.255
7086,0.375,0.23
7087,0.375,0.23
7088,0.38,0.23
7089,0.375,0.235
7090,0.385,0.24
7091,0.38,0.23
7092,0.38,0.23
7093,0.38,0.23
7094,0.375,0.23
7095,0.39,0.24
7096,0.375,0.235
7097,0.385,0.23
7098,0.375,0.235
7099,0.38,0.235
7100,0.38,0.255
7101,0.375,0.235
7102,0.375,0.23
7103,0.375,0.235
7104,0.38,0.245
7105,0.38,0.235
7106,0.375,0.24
7107,0.38,0.235
7108,0.375,0.24
7109,0.38,0.235
7110,0.375,0.235
7111,0.38,0.235
7112,0.37,0.23
7113,0.38,0.225
7114,0.375,0.24
7115,0.38,0.23
7116,0.385,0.235
7117,0.38,0.235
7118,0.38,0.235
7119,0.38,0.235
7120,0.375,0.23
7121,0.38,0.235
7122,0.38,0.235
7123,0.375,0.235
7124,0.375,0.225
7125,0.38,0.225
7126,0.385,0.235
7127,0.38,0.235
7128,0.38,0.235
7129,0.375,0.25
7130,0.375,0.235
7131,0.38,0.235
7132,0.38,0.23
7133,0.385,0.235
7134,0.37,0.24
7135,0.38,0.23
7136,0.375,0.235
7137,0.375,0.235
7138,0.38,0.235
7139,0.38,0.23
7140,0.375,0.24
7141,0.385,0.24
7142,0.385,0.255
7143,0.375,0.23
7144,0.385,0.25
7145,0.37,0.235
7146,0.38,0.235
7147,0.375,0.235
7148,0.375,0.235
7149,0.38,0.235
7150,0.38,0.235
7151,0.375,0.235
7152,0.38,0.24
7153,0.38,0.235
7154,0.38,0.225
7155,0.38,0.23
7156,0.38,0.24
7157,0.375,0.23
7158,0.375,0.235
7159,0.375,0.235
7160,0.385,0.235
7161,0.375,0.24
7162,0.375,0.23
7163,0.38,0.23
7164,0.375,0.23
7165,0.375,0.235
7166,0.375,0.235
7167,0.375,0.24
7168,0.38,0.235
7169,0.375,0.255
7170,0.385,0.235
7171,0.38,0.24
7172,0.38,0.25
7173,0.38,0.235
7174,0.375,0.235
7175,0.39,0.235
7176,0.38,0.235
7177,0.385,0.235
7178,0.38,0.235
7179,0.38,0.235
7180,0.385,0.235
7181,0.38,0.24
7182,0.39,0.235
7183,0.385,0.23
7184,0.385,0.24
7185,0.385,0.24
7186,0.38,0.235
7187,0.375,0.235
7188,0.385,0.24
7189,0.38,0.235
7190,0.385,0.235
7191,0.38,0.235
7192,0.38,0.23
7193,0.395,0.23
7194,0.39,0.24
7195,0.38,0.235
7196,0.375,0.235
7197,0.38,0.225
7198,0.38,0.235
7199,0.38,0.235
7200,0.38,0.24
7201,0.38,0.245
7202,0.375,0.235
7203,0.38,0.24
7204,0.375,0.235
7205,0.375,0.235
7206,0.375,0.235
7207,0.375,0.23
7208,0.38,0.235
7209,0.385,0.24
7210,0.39,0.235
7211,0.39,0.235
7212,0.38,0.24
7213,0.385,0.235
7214,0.385,0.24
7215,0.38,0.235
7216,0.38,0.235
7217,0.375,0.235
7218,0.385,0.235
7219,0.375,0.235
7220,0.38,0.23
7221,0.38,0.24
7222,0.38,0.23
7223,0.38,0.23
7224,0.375,0.23
7225,0.375,0.235
7226,0.38,0.24
7227,0.385,0.265
7228,0.385,0.24
7229,0.38,0.235
7230,0.375,0.235
7231,0.375,0.24
7232,0.385,0.235
7233,0.38,0.235
7234,0.38,0.24
7235,0.375,0.235
7236,0.385,0.245
7237,0.385,0.24
7238,0.385,0.235
7239,0.38,0.235
7240,0.38,0.23
7241,0.375,0.25
7242,0.38,0.235
7243,0.395,0.245
7244,0.38,0.225
7245,0.38,0.245
7246,0.39,0.225
7247,0.385,0.23
7248,0.38,0.235
7249,0.385,0.235
7250,0.38,0.23
7251,0.38,0.23
7252,0.375,0.235
7253,0.38,0.33
7254,0.375,0.235
7255,0.385,0.235
7256,0.38,0.245
7257,0.38,0.245
7258,0.385,0.245
7259,0.38,0.235
7260,0.38,0.23
7261,0.385,0.26
7262,0.38,0.265
7263,0.38,0.235
7264,0.38,0.235
7265,0.38,0.235
7266,0.375,0.23
7267,0.38,0.235
7268,0.38,0.23
7269,0.38,0.235
7270,0.375,0.235
7271,0.38,0.235
7272,0.375,0.245
7273,0.38,0.235
7274,0.375,0.25
7275,0.385,0.23
7276,0.38,0.235
7277,0.38,0.235
7278,0.38,0.25
7279,0.38,0.24
7280,0.395,0.23
7281,0.375,0.24
7282,0.385,0.235
7283,0.38,0.24
7284,0.38,0.235
7285,0.38,0.225
7286,0.38,0.235
7287,0.385,0.23
7288,0.395,0.235
7289,0.38,0.23
7290,0.375,0.24
7291,0.38,0.235
7292,0.385,0.23
7293,0.38,0.235
7294,0.38,0.235
7295,0.38,0.23
7296,0.385,0.235
7297,0.38,0.245
7298,0.39,0.24
7299,0.38,0.235
7300,0.375,0.235
7301,0.38,0.235
7302,0.38,0.235
7303,0.38,0.24
7304,0.38,0.235
7305,0.38,0.245
7306,0.38,0.235
7307,0.375,0.265
7308,0.385,0.24
7309,0.385,0.235
7310,0.38,0.25
7311,0.375,0.23
7312,0.38,0.235
7313,0.38,0.23
7314,0.375,0.235
7315,0.375,0.24
7316,0.38,0.235
7317,0.385,0.23
7318,0.385,0.24
7319,0.385,0.25
7320,0.38,0.235
7321,0.38,0.24
7322,0.38,0.25
7323,0.375,0.23
7324,0.38,0.235
7325,0.375,0.24
7326,0.38,0.23
7327,0.38,0.24
7328,0.39,0.235
7329,0.38,0.235
7330,0.38,0.235
7331,0.395,0.23
7332,0.38,0.24
7333,0.385,0.235
7334,0.38,0.235
7335,0.385,0.235
7336,0.38,0.235
7337,0.375,0.235
7338,0.385,0.23
7339,0.38,0.235
7340,0.385,0.23
7341,0.375,0.235
7342,0.38,0.235
7343,0.375,0.24
7344,0.375,0.235
7345,0.38,0.225
7346,0.38,0.25
7347,0.38,0.235
7348,0.38,0.235
7349,0.38,0.225
7350,0.385,0.24
7351,0.38,0.24
7352,0.38,0.24
7353,0.375,0.24
7354,0.385,0.235
7355,0.375,0.245
7356,0.38,0.24
7357,0.385,0.23
7358,0.375,0.235
7359,0.385,0.235
7360,0.38,0.235
7361,0.39,0.235
7362,0.375,0.235
7363,0.38,0.24
7364,0.38,0.23
7365,0.38,0.235
7366,0.375,0.23
7367,0.38,0.265
7368,0.38,0.23
7369,0.38,0.23
7370,0.38,0.235
7371,0.38,0.235
7372,0.38,0.25
7373,0.38,0.235
7374,0.38,0.23
7375,0.38,0.255
7376,0.385,0.235
7377,0.38,0.23
7378,0.4,0.235
7379,0.375,0.235
7380,0.375,0.235
7381,0.38,0.24
7382,0.385,0.23
7383,0.375,0.25
7384,0.38,0.235
7385,0.385,0.23
7386,0.38,0.235
7387,0.385,0.235
7388,0.38,0.23
7389,0.375,0.23
7390,0.38,0.235
7391,0.39,0.235
7392,0.38,0.23
7393,0.385,0.24
7394,0.38,0.235
7395,0.385,0.24
7396,0.375,0.235
7397,0.39,0.235
7398,0.385,0.245
7399,0.38,0.24
7400,0.38,0.24
7401,0.375,0.235
7402,0.38,0.255
7403,0.385,0.235
7404,0.38,0.245
7405,0.385,0.24
7406,0.38,0.235
7407,0.385,0.24
7408,0.375,0.235
7409,0.385,0.235
7410,0.375,0.23
7411,0.375,0.235
7412,0.38,0.24
7413,0.38,0.235
7414,0.385,0.235
7415,0.38,0.23
7416,0.39,0.235
7417,0.385,0.235
7418,0.375,0.235
7419,0.38,0.235
7420,0.375,0.25
7421,0.38,0.24
7422,0.385,0.235
7423,0.38,0.235
7424,0.38,0.24
7425,0.38,0.23
7426,0.375,0.235
7427,0.38,0.24
7428,0.385,0.235
7429,0.38,0.235
7430,0.38,0.235
7431,0.375,0.24
7432,0.37,0.24
7433,0.38,0.24
7434,0.38,0.225
7435,0.395,0.235
7436,0.38,0.235
7437,0.375,0.25
7438,0.38,0.24
7439,0.38,0.24
7440,0.38,0.235
7441,0.38,0.23
7442,0.375,0.23
7443,0.38,0.23
7444,0.39,0.24
7445,0.38,0.235
7446,0.38,0.235
7447,0.38,0.24
7448,0.375,0.23
7449,0.38,0.23
7450,0.38,0.23
7451,0.375,0.23
7452,0.375,0.23
7453,0.38,0.24
7454,0.38,0.235
7455,0.375,0.23
7456,0.38,0.23
7457,0.38,0.235
7458,0.375,0.225
7459,0.375,0.23
7460,0.375,0.23
7461,0.38,0.23
7462,0.38,0.23
7463,0.375,0.235
7464,0.38,0.25
7465,0.375,0.235
7466,0.37,0.23
7467,0.375,0.24
7468,0.38,0.23
7469,0.375,0.25
7470,0.38,0.235
7471,0.375,0.23
7472,0.38,0.23
7473,0.38,0.235
7474,0.375,0.235
7475,0.375,0.26
7476,0.38,0.225
7477,0.38,0.24
7478,0.375,0.24
7479,0.38,0.235
7480,0.38,0.23
7481,0.375,0.245
7482,0.385,0.24
7483,0.38,0.235
7484,0.375,0.235
7485,0.38,0.255
7486,0.375,0.235
7487,0.385,0.235
7488,0.38,0.235
7489,0.375,0.225
7490,0.38,0.235
7491,0.375,0.23
7492,0.375,0.24
7493,0.38,0.235
7494,0.375,0.235
7495,0.38,0.23
7496,0.375,0.23
7497,0.38,0.235
7498,0.38,0.24
7499,0.375,0.235
7500,0.375,0.235
7501,0.38,0.235
7502,0.38,0.235
7503,0.38,0.235
7504,0.375,0.24
7505,0.38,0.235
7506,0.385,0.235
7507,0.38,0.235
7508,0.38,0.235
7509,0.38,0.235
7510,0.375,0.235
7511,0.385,0.23
7512,0.37,0.235
7513,0.375,0.235
7514,0.375,0.235
7515,0.375,0.24
7516,0.38,0.235
7517,0.375,0.24
7518,0.375,0.24
7519,0.375,0.225
7520,0.38,0.24
7521,0.375,0.235
7522,0.38,0.23
7523,0.375,0.24
7524,0.38,0.24
7525,0.38,0.235
7526,0.38,0.23
7527,0.375,0.23
7528,0.375,0.235
7529,0.375,0.24
7530,0.38,0.24
7531,0.375,0.235
7532,0.38,0.235
7533,0.38,0.235
7534,0.375,0.23
7535,0.375,0.225
7536,0.38,0.24
7537,0.38,0.235
7538,0.38,0.235
7539,0.38,0.235
7540,0.37,0.24
7541,0.38,0.235
7542,0.375,0.23
7543,0.375,0.24
7544,0.375,0.235
7545,0.38,0.23
7546,0.38,0.225
7547,0.375,0.235
7548,0.38,0.235
7549,0.375,0.23
7550,0.375,0.24
7551,0.38,0.245
7552,0.375,0.235
7553,0.375,0.235
7554,0.38,0.25
7555,0.375,0.23
7556,0.375,0.24
7557,0.38,0.25
7558,0.38,0.22
7559,0.38,0.235
7560,0.38,0.235
7561,0.38,0.23
7562,0.38,0.235
7563,0.38,0.24
7564,0.375,0.24
7565,0.375,0.235
7566,0.385,0.235
7567,0.375,0.235
7568,0.38,0.235
7569,0.375,0.235
7570,0.375,0.235
7571,0.385,0.235
7572,0.375,0.225
7573,0.375,0.235
7574,0.375,0.235
7575,0.38,0.235
7576,0.375,0.235
7577,0.385,0.23
7578,0.38,0.245
7579,0.38,0.235
7580,0.38,0.23
7581,0.38,0.235
7582,0.375,0.23
7583,0.385,0.235
7584,0.38,0.235
7585,0.385,0.23
7586,0.375,0.235
7587,0.375,0.23
7588,0.39,0.235
7589,0.38,0.235
7590,0.375,0.235
7591,0.38,0.23
7592,0.38,0.23
7593,0.375,0.235
7594,0.38,0.235
7595,0.38,0.23
7596,0.375,0.255
7597,0.375,0.23
7598,0.38,0.235
7599,0.38,0.235
7600,0.385,0.24
7601,0.395,0.235
7602,0.375,0.24
7603,0.38,0.225
7604,0.375,0.225
7605,0.38,0.23
7606,0.385,0.235
7607,0.375,0.235
7608,0.375,0.23
7609,0.375,0.245
7610,0.375,0.235
7611,0.37,0.235
7612,0.38,0.23
7613,0.38,0.23
7614,0.38,0.235
7615,0.38,0.23
7616,0.38,0.235
7617,0.38,0.235
7618,0.375,0.235
7619,0.38,0.23
7620,0.38,0.23
7621,0.38,0.25
7622,0.385,0.23
7623,0.38,0.235
7624,0.375,0.235
7625,0.375,0.235
7626,0.38,0.235
7627,0.38,0.23
7628,0.375,0.235
7629,0.38,0.235
7630,0.385,0.23
7631,0.38,0.235
7632,0.38,0.235
7633,0.38,0.23
7634,0.375,0.235
7635,0.38,0.235
7636,0.375,0.23
7637,0.38,0.235
7638,0.38,0.235
7639,0.38,0.23
7640,0.375,0.245
7641,0.375,0.24
7642,0.375,0.24
7643,0.375,0.23
7644,0.375,0.24
7645,0.38,0.225
7646,0.38,0.23
7647,0.375,0.23
7648,0.375,0.24
7649,0.375,0.235
7650,0.375,0.23
7651,0.38,0.235
7652,0.38,0.235
7653,0.385,0.24
7654,0.38,0.23
7655,0.38,0.235
7656,0.375,0.24
7657,0.38,0.235
7658,0.38,0.235
7659,0.38,0.235
7660,0.38,0.235
7661,0.375,0.23
7662,0.38,0.24
7663,0.38,0.24
7664,0.375,0.235
7665,0.375,0.235
7666,0.375,0.225
7667,0.38,0.23
7668,0.38,0.235
7669,0.375,0.235
7670,0.385,0.235
7671,0.38,0.23
7672,0.38,0.215
7673,0.38,0.225
7674,0.38,0.235
7675,0.38,0.235
7676,0.38,0.235
7677,0.385,0.235
7678,0.38,0.235
7679,0.38,0.235
7680,0.38,0.25
7681,0.38,0.235
7682,0.38,0.23
7683,0.385,0.235
7684,0.38,0.25
7685,0.385,0.24
7686,0.385,0.24
7687,0.39,0.235
7688,0.38,0.235
7689,0.375,0.24
7690,0.385,0.235
7691,0.385,0.235
7692,0.38,0.24
7693,0.375,0.245
7694,0.385,0.235
7695,0.385,0.235
7696,0.375,0.235
7697,0.375,0.235
7698,0.375,0.25
7699,0.385,0.235
7700,0.38,0.24
7701,0.38,0.235
7702,0.385,0.23
7703,0.38,0.235
7704,0.375,0.235
7705,0.385,0.235
7706,0.38,0.235
7707,0.38,0.24
7708,0.395,0.235
7709,0.385,0.235
7710,0.38,0.235
7711,0.38,0.235
7712,0.375,0.24
7713,0.385,0.24
7714,0.38,0.235
7715,0.38,0.235
7716,0.385,0.23
7717,0.38,0.24
7718,0.38,0.23
7719,0.38,0.235
7720,0.385,0.235
