,I08,I05,I07
1930,0.235,0.235,0.335
1931,0.23,0.24,0.335
1932,0.23,0.24,0.335
1933,0.245,0.245,0.335
1934,0.235,0.235,0.335
1935,0.225,0.245,0.33
1936,0.22,0.255,0.33
1937,0.23,0.25,0.33
1938,0.23,0.24,0.33
1939,0.23,0.25,0.335
1940,0.25,0.25,0.33
1941,0.25,0.245,0.335
1942,0.255,0.245,0.33
1943,0.23,0.235,0.33
1944,0.225,0.245,0.335
1945,0.24,0.275,0.335
1946,0.23,0.24,0.34
1947,0.23,0.245,0.335
1948,0.225,0.24,0.335
1949,0.225,0.23,0.335
1950,0.225,0.245,0.33
1951,0.22,0.245,0.33
1952,0.235,0.25,0.335
1953,0.225,0.245,0.335
1954,0.23,0.245,0.335
1955,0.24,0.25,0.335
1956,0.235,0.25,0.335
1957,0.24,0.24,0.33
1958,0.235,0.24,0.33
1959,0.245,0.245,0.335
1960,0.23,0.23,0.335
1961,0.255,0.23,0.33
1962,0.23,0.24,0.335
1963,0.22,0.23,0.335
1964,0.23,0.235,0.335
1965,0.225,0.24,0.335
1966,0.245,0.235,0.33
1967,0.235,0.24,0.335
1968,0.23,0.24,0.335
1969,0.225,0.24,0.335
1970,0.245,0.24,0.335
1971,0.23,0.24,0.335
1972,0.245,0.245,0.335
1973,0.24,0.245,0.335
1974,0.23,0.24,0.33
1975,0.23,0.24,0.33
1976,0.245,0.235,0.335
1977,0.24,0.24,0.335
1978,0.23,0.245,0.335
1979,0.23,0.235,0.335
1980,0.23,0.245,0.33
1981,0.23,0.24,0.335
1982,0.23,0.235,0.335
1983,0.245,0.225,0.335
1984,0.23,0.235,0.33
1985,0.25,0.23,0.33
1986,0.245,0.235,0.335
1987,0.23,0.235,0.335
1988,0.24,0.235,0.335
1989,0.22,0.25,0.335
1990,0.245,0.24,0.335
1991,0.23,0.245,0.33
1992,0.235,0.24,0.335
1993,0.23,0.235,0.335
1994,0.23,0.245,0.34
1995,0.22,0.235,0.335
1996,0.225,0.23,0.335
1997,0.23,0.23,0.335
1998,0.23,0.245,0.33
1999,0.23,0.245,0.335
2000,0.225,0.235,0.335
2001,0.23,0.245,0.335
2002,0.225,0.245,0.33
2003,0.23,0.235,0.33
2004,0.235,0.255,0.335
2005,0.24,0.245,0.335
2006,0.225,0.245,0.33
2007,0.24,0.25,0.33
2008,0.24,0.235,0.335
2009,0.245,0.225,0.335
2010,0.24,0.235,0.33
2011,0.23,0.245,0.335
2012,0.23,0.23,0.33
2013,0.23,0.24,0.335
2014,0.24,0.23,0.33
2015,0.23,0.23,0.33
2016,0.255,0.235,0.335
2017,0.23,0.235,0.335
2018,0.24,0.235,0.335
2019,0.235,0.23,0.33
2020,0.235,0.245,0.34
2021,0.235,0.245,0.335
2022,0.24,0.25,0.335
2023,0.23,0.245,0.33
2024,0.23,0.24,0.33
2025,0.225,0.24,0.335
2026,0.225,0.245,0.335
2027,0.23,0.245,0.335
2028,0.245,0.24,0.335
2029,0.23,0.245,0.335
2030,0.245,0.245,0.335
2031,0.24,0.25,0.335
2032,0.225,0.24,0.335
2033,0.245,0.24,0.335
2034,0.24,0.24,0.335
2035,0.23,0.245,0.335
2036,0.23,0.24,0.335
2037,0.23,0.255,0.335
2038,0.24,0.24,0.33
2039,0.24,0.245,0.335
2040,0.23,0.24,0.335
2041,0.245,0.235,0.34
2042,0.22,0.245,0.335
2043,0.225,0.235,0.33
2044,0.245,0.24,0.33
2045,0.225,0.24,0.34
2046,0.23,0.23,0.33
2047,0.23,0.235,0.335
2048,0.245,0.245,0.34
2049,0.23,0.245,0.335
2050,0.235,0.255,0.335
2051,0.23,0.25,0.33
2052,0.25,0.245,0.335
2053,0.24,0.255,0.33
2054,0.235,0.24,0.33
2055,0.245,0.245,0.335
2056,0.225,0.25,0.335
2057,0.255,0.25,0.34
2058,0.245,0.23,0.34
2059,0.23,0.245,0.335
2060,0.23,0.25,0.33
2061,0.24,0.235,0.33
2062,0.225,0.25,0.33
2063,0.235,0.245,0.34
2064,0.245,0.245,0.345
2065,0.225,0.245,0.335
2066,0.24,0.24,0.335
2067,0.245,0.225,0.33
2068,0.24,0.235,0.33
2069,0.23,0.23,0.335
2070,0.235,0.245,0.33
2071,0.23,0.245,0.335
2072,0.24,0.235,0.335
2073,0.25,0.245,0.33
2074,0.23,0.245,0.335
2075,0.24,0.24,0.335
2076,0.225,0.245,0.33
2077,0.225,0.24,0.335
2078,0.23,0.235,0.33
2079,0.23,0.245,0.33
2080,0.235,0.24,0.33
2081,0.235,0.24,0.335
2082,0.23,0.245,0.33
2083,0.24,0.245,0.335
2084,0.23,0.235,0.335
2085,0.23,0.24,0.33
2086,0.23,0.24,0.335
2087,0.24,0.24,0.335
2088,0.245,0.235,0.335
2089,0.23,0.235,0.33
2090,0.23,0.235,0.34
2091,0.24,0.245,0.335
2092,0.225,0.24,0.33
2093,0.23,0.245,0.335
2094,0.235,0.24,0.335
2095,0.225,0.24,0.33
2096,0.245,0.26,0.335
2097,0.225,0.24,0.335
2098,0.225,0.235,0.335
2099,0.24,0.24,0.335
2100,0.25,0.245,0.335
2101,0.23,0.24,0.335
2102,0.245,0.24,0.335
2103,0.23,0.225,0.33
2104,0.245,0.24,0.34
2105,0.24,0.245,0.335
2106,0.24,0.24,0.335
2107,0.23,0.245,0.335
2108,0.235,0.245,0.34
2109,0.23,0.245,0.33
2110,0.24,0.245,0.335
2111,0.235,0.245,0.335
2112,0.23,0.235,0.335
2113,0.225,0.245,0.335
2114,0.225,0.235,0.335
2115,0.245,0.235,0.34
2116,0.23,0.235,0.335
2117,0.23,0.245,0.335
2118,0.22,0.25,0.335
2119,0.225,0.245,0.33
2120,0.255,0.235,0.34
2121,0.25,0.24,0.335
2122,0.23,0.24,0.335
2123,0.24,0.25,0.335
2124,0.235,0.24,0.33
2125,0.23,0.235,0.33
2126,0.25,0.235,0.335
2127,0.23,0.235,0.335
2128,0.23,0.24,0.335
2129,0.245,0.24,0.33
2130,0.225,0.245,0.33
2131,0.25,0.26,0.335
2132,0.235,0.24,0.335
2133,0.235,0.225,0.335
2134,0.225,0.24,0.33
2135,0.25,0.24,0.335
2136,0.23,0.245,0.335
2137,0.23,0.255,0.335
2138,0.23,0.245,0.335
2139,0.23,0.25,0.335
2140,0.25,0.245,0.335
2141,0.245,0.245,0.335
2142,0.23,0.24,0.33
2143,0.23,0.25,0.34
2144,0.23,0.245,0.34
2145,0.23,0.24,0.345
2146,0.23,0.23,0.335
2147,0.23,0.275,0.335
2148,0.24,0.235,0.335
2149,0.235,0.245,0.335
2150,0.235,0.23,0.335
2151,0.24,0.245,0.335
2152,0.245,0.235,0.335
2153,0.23,0.255,0.345
2154,0.23,0.255,0.335
2155,0.225,0.235,0.33
2156,0.245,0.24,0.335
2157,0.23,0.24,0.335
2158,0.24,0.245,0.335
2159,0.23,0.235,0.335
2160,0.23,0.245,0.335
2161,0.24,0.235,0.33
2162,0.245,0.245,0.335
2163,0.235,0.235,0.335
2164,0.23,0.24,0.335
2165,0.23,0.245,0.33
2166,0.225,0.235,0.33
2167,0.23,0.25,0.335
2168,0.24,0.23,0.33
2169,0.225,0.25,0.33
2170,0.23,0.245,0.335
2171,0.225,0.23,0.335
2172,0.23,0.235,0.35
2173,0.245,0.235,0.33
2174,0.23,0.245,0.335
2175,0.22,0.23,0.335
2176,0.23,0.245,0.335
2177,0.23,0.245,0.335
2178,0.23,0.23,0.335
2179,0.245,0.25,0.34
2180,0.23,0.24,0.335
2181,0.225,0.235,0.335
2182,0.23,0.245,0.335
2183,0.23,0.245,0.33
2184,0.23,0.245,0.335
2185,0.24,0.225,0.335
2186,0.23,0.25,0.33
2187,0.23,0.235,0.34
2188,0.23,0.245,0.33
2189,0.245,0.245,0.335
2190,0.23,0.235,0.33
2191,0.23,0.235,0.335
2192,0.23,0.24,0.335
2193,0.23,0.25,0.335
2194,0.25,0.245,0.33
2195,0.235,0.235,0.355
2196,0.23,0.25,0.335
2197,0.245,0.245,0.33
2198,0.245,0.25,0.345
2199,0.23,0.24,0.33
2200,0.24,0.235,0.33
2201,0.23,0.245,0.335
2202,0.225,0.24,0.33
2203,0.245,0.25,0.335
2204,0.23,0.25,0.34
2205,0.245,0.24,0.33
2206,0.23,0.255,0.335
2207,0.25,0.25,0.345
2208,0.25,0.24,0.335
2209,0.23,0.25,0.34
2210,0.23,0.24,0.335
2211,0.23,0.25,0.335
2212,0.23,0.245,0.335
2213,0.23,0.245,0.335
2214,0.24,0.24,0.335
2215,0.24,0.23,0.335
2216,0.26,0.23,0.33
2217,0.23,0.24,0.335
2218,0.23,0.245,0.335
2219,0.235,0.24,0.33
2220,0.24,0.25,0.335
2221,0.24,0.245,0.345
2222,0.23,0.24,0.335
2223,0.24,0.25,0.335
2224,0.23,0.25,0.335
2225,0.235,0.25,0.335
2226,0.235,0.25,0.335
2227,0.23,0.26,0.33
2228,0.235,0.26,0.34
2229,0.245,0.245,0.335
2230,0.225,0.245,0.335
2231,0.245,0.24,0.335
2232,0.225,0.235,0.33
2233,0.23,0.24,0.335
2234,0.23,0.23,0.33
2235,0.245,0.245,0.33
2236,0.23,0.245,0.335
2237,0.235,0.235,0.33
2238,0.255,0.235,0.34
2239,0.23,0.24,0.335
2240,0.23,0.24,0.335
2241,0.24,0.245,0.335
2242,0.23,0.24,0.33
2243,0.24,0.235,0.335
2244,0.23,0.235,0.335
2245,0.24,0.235,0.335
2246,0.235,0.24,0.345
2247,0.23,0.245,0.34
2248,0.23,0.245,0.34
2249,0.23,0.26,0.335
2250,0.235,0.24,0.335
2251,0.235,0.235,0.335
2252,0.24,0.245,0.335
2253,0.23,0.235,0.335
2254,0.235,0.24,0.335
2255,0.23,0.24,0.335
2256,0.23,0.25,0.33
2257,0.245,0.235,0.33
2258,0.245,0.235,0.33
2259,0.225,0.225,0.335
2260,0.245,0.23,0.335
2261,0.24,0.245,0.335
2262,0.23,0.245,0.34
2263,0.25,0.24,0.33
2264,0.23,0.24,0.335
2265,0.24,0.25,0.335
2266,0.225,0.235,0.345
2267,0.245,0.245,0.34
2268,0.24,0.25,0.33
2269,0.24,0.235,0.33
2270,0.25,0.235,0.335
2271,0.23,0.245,0.335
2272,0.23,0.235,0.345
2273,0.225,0.24,0.335
2274,0.245,0.235,0.33
2275,0.235,0.235,0.34
2276,0.245,0.25,0.335
2277,0.24,0.245,0.335
2278,0.25,0.25,0.335
2279,0.24,0.24,0.335
2280,0.23,0.245,0.335
2281,0.23,0.245,0.335
2282,0.225,0.235,0.335
2283,0.245,0.235,0.335
2284,0.24,0.24,0.335
2285,0.23,0.245,0.335
2286,0.225,0.24,0.335
2287,0.255,0.245,0.335
2288,0.24,0.25,0.335
2289,0.24,0.23,0.335
2290,0.23,0.245,0.33
2291,0.25,0.235,0.335
2292,0.23,0.235,0.335
2293,0.235,0.25,0.345
2294,0.23,0.235,0.335
2295,0.245,0.23,0.335
2296,0.235,0.24,0.33
2297,0.23,0.24,0.33
2298,0.23,0.235,0.335
2299,0.23,0.235,0.335
2300,0.24,0.245,0.335
2301,0.22,0.24,0.335
2302,0.225,0.245,0.34
2303,0.24,0.245,0.335
2304,0.235,0.235,0.345
2305,0.225,0.25,0.335
2306,0.23,0.245,0.335
2307,0.235,0.26,0.33
2308,0.24,0.245,0.335
2309,0.245,0.235,0.33
2310,0.23,0.24,0.335
2311,0.225,0.245,0.335
2312,0.245,0.245,0.335
2313,0.225,0.235,0.34
2314,0.23,0.235,0.335
2315,0.23,0.245,0.33
2316,0.225,0.235,0.33
2317,0.225,0.235,0.33
2318,0.235,0.245,0.335
2319,0.235,0.26,0.335
2320,0.23,0.235,0.335
2321,0.25,0.235,0.33
2322,0.22,0.24,0.335
2323,0.23,0.245,0.33
2324,0.23,0.24,0.335
2325,0.23,0.255,0.335
2326,0.23,0.245,0.355
2327,0.225,0.24,0.34
2328,0.23,0.245,0.33
2329,0.23,0.24,0.335
2330,0.22,0.24,0.33
2331,0.235,0.255,0.335
2332,0.225,0.23,0.34
2333,0.22,0.235,0.335
2334,0.225,0.235,0.335
2335,0.225,0.24,0.335
2336,0.22,0.235,0.335
2337,0.24,0.25,0.335
2338,0.23,0.245,0.34
2339,0.23,0.235,0.335
2340,0.225,0.235,0.33
2341,0.23,0.24,0.335
2342,0.24,0.25,0.335
2343,0.24,0.235,0.335
2344,0.225,0.24,0.33
2345,0.25,0.25,0.335
2346,0.235,0.235,0.34
2347,0.23,0.23,0.335
2348,0.22,0.24,0.335
2349,0.22,0.25,0.335
2350,0.23,0.24,0.335
2351,0.24,0.26,0.335
2352,0.24,0.235,0.335
2353,0.22,0.24,0.33
2354,0.225,0.25,0.335
2355,0.245,0.245,0.33
2356,0.24,0.245,0.335
2357,0.23,0.25,0.335
2358,0.23,0.245,0.335
2359,0.25,0.24,0.335
2360,0.235,0.25,0.335
2361,0.23,0.23,0.33
2362,0.23,0.245,0.335
2363,0.235,0.24,0.33
2364,0.24,0.23,0.335
2365,0.23,0.245,0.33
2366,0.235,0.245,0.33
2367,0.23,0.235,0.335
2368,0.225,0.24,0.335
2369,0.22,0.245,0.335
2370,0.235,0.245,0.335
2371,0.23,0.23,0.335
2372,0.23,0.23,0.335
2373,0.24,0.24,0.335
2374,0.23,0.24,0.33
2375,0.24,0.24,0.335
2376,0.25,0.235,0.33
2377,0.245,0.235,0.335
2378,0.23,0.245,0.335
2379,0.245,0.24,0.335
2380,0.22,0.24,0.335
2381,0.235,0.245,0.33
2382,0.25,0.235,0.345
2383,0.22,0.24,0.335
2384,0.25,0.235,0.335
2385,0.23,0.25,0.33
2386,0.235,0.24,0.335
2387,0.24,0.25,0.335
2388,0.23,0.25,0.335
2389,0.235,0.245,0.335
2390,0.235,0.23,0.335
2391,0.235,0.25,0.33
2392,0.225,0.24,0.345
2393,0.23,0.245,0.335
2394,0.225,0.25,0.33
2395,0.24,0.255,0.335
2396,0.23,0.24,0.335
2397,0.225,0.23,0.335
2398,0.225,0.24,0.335
2399,0.225,0.245,0.335
2400,0.23,0.225,0.33
2401,0.245,0.24,0.33
2402,0.22,0.245,0.335
2403,0.23,0.24,0.335
2404,0.23,0.245,0.335
2405,0.22,0.235,0.33
2406,0.255,0.245,0.33
2407,0.225,0.235,0.335
2408,0.24,0.245,0.335
2409,0.245,0.225,0.345
2410,0.255,0.245,0.335
2411,0.235,0.235,0.335
2412,0.245,0.235,0.33
2413,0.22,0.235,0.33
2414,0.235,0.24,0.33
2415,0.24,0.245,0.335
2416,0.245,0.24,0.335
2417,0.23,0.23,0.33
2418,0.235,0.245,0.335
2419,0.24,0.26,0.335
2420,0.225,0.235,0.335
2421,0.23,0.24,0.33
2422,0.23,0.245,0.335
2423,0.23,0.235,0.335
2424,0.235,0.225,0.335
2425,0.245,0.24,0.335
2426,0.225,0.235,0.335
2427,0.225,0.235,0.33
2428,0.225,0.235,0.33
2429,0.245,0.225,0.335
2430,0.22,0.245,0.335
2431,0.23,0.24,0.33
2432,0.23,0.235,0.33
2433,0.24,0.235,0.335
2434,0.24,0.245,0.335
2435,0.23,0.235,0.335
2436,0.23,0.245,0.335
2437,0.235,0.245,0.34
2438,0.235,0.245,0.34
2439,0.23,0.24,0.335
2440,0.24,0.245,0.335
2441,0.225,0.245,0.33
2442,0.225,0.25,0.335
2443,0.23,0.255,0.335
2444,0.24,0.23,0.33
2445,0.24,0.24,0.335
2446,0.235,0.235,0.335
2447,0.23,0.255,0.335
2448,0.23,0.24,0.335
2449,0.23,0.235,0.33
2450,0.23,0.23,0.335
2451,0.235,0.245,0.33
2452,0.245,0.245,0.335
2453,0.245,0.24,0.335
2454,0.24,0.235,0.33
2455,0.225,0.255,0.335
2456,0.24,0.235,0.335
2457,0.225,0.25,0.335
2458,0.225,0.25,0.33
2459,0.225,0.23,0.33
2460,0.245,0.235,0.335
2461,0.23,0.24,0.335
2462,0.22,0.235,0.33
2463,0.255,0.235,0.34
2464,0.23,0.24,0.345
2465,0.23,0.235,0.33
2466,0.24,0.245,0.33
2467,0.23,0.265,0.335
2468,0.235,0.25,0.34
2469,0.225,0.25,0.335
2470,0.225,0.235,0.33
2471,0.225,0.235,0.34
2472,0.245,0.235,0.335
2473,0.23,0.245,0.335
2474,0.23,0.25,0.335
2475,0.23,0.23,0.335
2476,0.225,0.25,0.335
2477,0.22,0.24,0.33
2478,0.235,0.225,0.335
2479,0.225,0.23,0.335
2480,0.225,0.24,0.34
2481,0.245,0.235,0.33
2482,0.235,0.24,0.335
2483,0.235,0.235,0.335
2484,0.24,0.245,0.335
2485,0.245,0.24,0.33
2486,0.235,0.245,0.335
2487,0.23,0.245,0.335
2488,0.23,0.235,0.335
2489,0.23,0.245,0.33
2490,0.23,0.25,0.335
2491,0.23,0.24,0.335
2492,0.25,0.23,0.335
2493,0.22,0.245,0.335
2494,0.23,0.235,0.33
2495,0.23,0.25,0.33
2496,0.24,0.24,0.335
2497,0.24,0.25,0.335
2498,0.24,0.24,0.335
2499,0.245,0.235,0.335
2500,0.235,0.24,0.335
2501,0.245,0.24,0.33
2502,0.245,0.235,0.33
2503,0.24,0.24,0.335
2504,0.24,0.25,0.33
2505,0.25,0.23,0.335
2506,0.23,0.24,0.335
2507,0.245,0.245,0.34
2508,0.225,0.245,0.33
2509,0.245,0.24,0.335
2510,0.24,0.23,0.33
2511,0.22,0.235,0.335
2512,0.245,0.24,0.335
2513,0.23,0.245,0.335
2514,0.23,0.245,0.33
2515,0.245,0.25,0.335
2516,0.235,0.225,0.335
2517,0.23,0.24,0.335
2518,0.23,0.245,0.33
2519,0.235,0.23,0.33
2520,0.23,0.24,0.335
2521,0.23,0.24,0.335
2522,0.23,0.23,0.335
2523,0.24,0.265,0.335
2524,0.23,0.245,0.335
2525,0.225,0.25,0.34
2526,0.225,0.24,0.335
2527,0.225,0.235,0.33
2528,0.235,0.24,0.33
2529,0.24,0.24,0.335
2530,0.23,0.255,0.335
2531,0.22,0.25,0.33
2532,0.24,0.245,0.335
2533,0.23,0.24,0.33
2534,0.24,0.24,0.33
2535,0.245,0.24,0.335
2536,0.23,0.23,0.335
2537,0.235,0.245,0.335
2538,0.23,0.245,0.335
2539,0.23,0.245,0.335
2540,0.235,0.225,0.33
2541,0.235,0.24,0.335
2542,0.23,0.23,0.335
2543,0.25,0.245,0.335
2544,0.23,0.245,0.33
2545,0.225,0.24,0.34
2546,0.23,0.235,0.335
2547,0.235,0.24,0.335
2548,0.225,0.235,0.335
2549,0.23,0.245,0.335
2550,0.245,0.245,0.335
2551,0.235,0.245,0.34
2552,0.245,0.24,0.335
2553,0.235,0.235,0.335
2554,0.23,0.24,0.335
2555,0.25,0.245,0.335
2556,0.23,0.235,0.33
2557,0.22,0.24,0.335
2558,0.23,0.235,0.335
2559,0.225,0.235,0.33
2560,0.23,0.245,0.335
2561,0.23,0.245,0.335
2562,0.25,0.245,0.335
2563,0.235,0.255,0.35
2564,0.255,0.245,0.335
2565,0.235,0.25,0.335
2566,0.25,0.24,0.335
2567,0.235,0.24,0.33
2568,0.24,0.245,0.34
2569,0.23,0.23,0.335
2570,0.23,0.24,0.335
2571,0.235,0.25,0.335
2572,0.245,0.24,0.335
2573,0.23,0.245,0.34
2574,0.23,0.235,0.33
2575,0.23,0.235,0.335
2576,0.235,0.245,0.34
2577,0.255,0.24,0.335
2578,0.23,0.235,0.345
2579,0.24,0.245,0.335
2580,0.23,0.235,0.33
2581,0.23,0.235,0.335
2582,0.24,0.24,0.335
2583,0.24,0.25,0.33
2584,0.23,0.235,0.335
2585,0.245,0.245,0.335
2586,0.255,0.225,0.345
2587,0.23,0.255,0.34
2588,0.24,0.24,0.33
2589,0.23,0.23,0.33
2590,0.245,0.24,0.335
2591,0.23,0.24,0.335
2592,0.245,0.24,0.345
2593,0.23,0.235,0.34
2594,0.245,0.235,0.335
2595,0.23,0.235,0.335
2596,0.24,0.245,0.335
2597,0.235,0.24,0.34
2598,0.245,0.245,0.335
2599,0.24,0.25,0.335
2600,0.24,0.24,0.335
2601,0.23,0.245,0.33
2602,0.24,0.235,0.33
2603,0.245,0.24,0.335
2604,0.23,0.235,0.33
2605,0.225,0.25,0.33
2606,0.24,0.235,0.335
2607,0.245,0.235,0.335
2608,0.235,0.235,0.335
2609,0.23,0.24,0.33
2610,0.235,0.255,0.335
2611,0.23,0.245,0.335
2612,0.235,0.24,0.335
2613,0.23,0.245,0.335
2614,0.245,0.245,0.335
2615,0.225,0.235,0.33
2616,0.23,0.24,0.345
2617,0.245,0.24,0.335
2618,0.24,0.25,0.33
2619,0.245,0.245,0.33
2620,0.225,0.235,0.335
2621,0.23,0.235,0.335
2622,0.22,0.25,0.335
2623,0.235,0.24,0.335
2624,0.245,0.245,0.335
2625,0.235,0.245,0.34
2626,0.23,0.25,0.34
2627,0.235,0.255,0.335
2628,0.23,0.24,0.36
2629,0.23,0.235,0.335
2630,0.24,0.26,0.335
2631,0.245,0.24,0.335
2632,0.255,0.25,0.33
2633,0.25,0.24,0.335
2634,0.24,0.245,0.335
2635,0.25,0.235,0.335
2636,0.245,0.24,0.33
2637,0.225,0.24,0.33
2638,0.235,0.245,0.335
2639,0.235,0.245,0.335
2640,0.235,0.235,0.335
2641,0.235,0.25,0.34
2642,0.23,0.245,0.34
2643,0.235,0.235,0.335
2644,0.24,0.24,0.335
2645,0.245,0.235,0.335
2646,0.23,0.24,0.335
2647,0.235,0.245,0.335
2648,0.23,0.24,0.335
2649,0.23,0.24,0.335
2650,0.24,0.245,0.335
2651,0.23,0.265,0.335
2652,0.245,0.24,0.33
2653,0.24,0.235,0.335
2654,0.25,0.24,0.335
2655,0.23,0.245,0.33
2656,0.24,0.245,0.335
2657,0.245,0.255,0.335
2658,0.23,0.245,0.33
2659,0.245,0.255,0.33
2660,0.23,0.245,0.34
2661,0.235,0.25,0.335
2662,0.25,0.255,0.335
2663,0.245,0.25,0.335
2664,0.23,0.24,0.335
2665,0.24,0.245,0.335
2666,0.23,0.24,0.335
2667,0.23,0.24,0.335
2668,0.23,0.23,0.34
2669,0.24,0.24,0.335
2670,0.23,0.255,0.335
2671,0.235,0.235,0.335
2672,0.245,0.235,0.335
2673,0.23,0.245,0.335
2674,0.24,0.235,0.335
2675,0.255,0.25,0.335
2676,0.235,0.235,0.335
2677,0.235,0.24,0.33
2678,0.235,0.24,0.335
2679,0.23,0.235,0.335
2680,0.23,0.23,0.335
2681,0.235,0.235,0.335
2682,0.25,0.24,0.34
2683,0.255,0.24,0.335
2684,0.245,0.24,0.335
2685,0.245,0.24,0.34
2686,0.225,0.25,0.345
2687,0.225,0.23,0.335
2688,0.23,0.25,0.335
2689,0.24,0.245,0.335
2690,0.255,0.24,0.33
2691,0.235,0.24,0.335
2692,0.235,0.24,0.34
2693,0.235,0.24,0.335
2694,0.24,0.245,0.335
2695,0.245,0.24,0.335
2696,0.23,0.235,0.335
2697,0.225,0.24,0.335
2698,0.23,0.235,0.335
2699,0.245,0.24,0.335
2700,0.22,0.24,0.33
2701,0.25,0.26,0.345
2702,0.24,0.23,0.34
2703,0.23,0.24,0.335
2704,0.235,0.245,0.34
2705,0.23,0.235,0.335
2706,0.24,0.245,0.34
2707,0.235,0.24,0.335
2708,0.24,0.24,0.335
2709,0.245,0.24,0.33
2710,0.23,0.245,0.33
2711,0.23,0.255,0.335
2712,0.235,0.24,0.345
2713,0.225,0.23,0.34
2714,0.245,0.24,0.335
2715,0.245,0.235,0.335
2716,0.23,0.25,0.335
2717,0.24,0.26,0.335
2718,0.245,0.235,0.33
2719,0.25,0.24,0.34
2720,0.24,0.24,0.335
2721,0.245,0.225,0.335
2722,0.24,0.24,0.335
2723,0.24,0.235,0.335
2724,0.24,0.245,0.335
2725,0.245,0.245,0.335
2726,0.245,0.245,0.34
2727,0.245,0.23,0.33
2728,0.23,0.24,0.335
2729,0.23,0.24,0.34
2730,0.23,0.24,0.335
2731,0.225,0.245,0.33
2732,0.24,0.24,0.335
2733,0.225,0.24,0.335
2734,0.235,0.235,0.335
2735,0.235,0.265,0.335
2736,0.25,0.245,0.33
2737,0.24,0.23,0.335
2738,0.235,0.245,0.335
2739,0.23,0.245,0.34
2740,0.235,0.23,0.335
2741,0.23,0.245,0.335
2742,0.235,0.26,0.34
2743,0.225,0.245,0.335
2744,0.225,0.245,0.33
2745,0.235,0.235,0.335
2746,0.24,0.245,0.33
2747,0.235,0.235,0.335
2748,0.23,0.24,0.335
2749,0.23,0.24,0.335
2750,0.23,0.255,0.33
2751,0.25,0.245,0.34
2752,0.235,0.24,0.335
2753,0.225,0.235,0.34
2754,0.26,0.235,0.335
2755,0.235,0.24,0.335
2756,0.24,0.245,0.335
2757,0.225,0.235,0.335
2758,0.235,0.24,0.33
2759,0.245,0.245,0.335
2760,0.225,0.23,0.33
2761,0.23,0.24,0.33
2762,0.245,0.24,0.335
2763,0.235,0.235,0.335
2764,0.23,0.235,0.335
2765,0.22,0.235,0.35
2766,0.23,0.235,0.335
2767,0.235,0.24,0.335
2768,0.24,0.245,0.33
2769,0.23,0.245,0.34
2770,0.225,0.24,0.33
2771,0.22,0.235,0.335
2772,0.23,0.24,0.335
2773,0.235,0.23,0.33
2774,0.245,0.24,0.33
2775,0.24,0.24,0.33
2776,0.235,0.23,0.335
2777,0.245,0.255,0.335
2778,0.245,0.235,0.34
2779,0.235,0.245,0.335
2780,0.245,0.235,0.335
2781,0.23,0.235,0.335
2782,0.24,0.24,0.34
2783,0.23,0.24,0.335
2784,0.22,0.24,0.335
2785,0.235,0.245,0.33
2786,0.235,0.245,0.335
2787,0.235,0.25,0.335
2788,0.24,0.23,0.33
2789,0.24,0.25,0.335
2790,0.23,0.235,0.335
2791,0.25,0.23,0.33
2792,0.23,0.24,0.335
2793,0.23,0.235,0.33
2794,0.23,0.245,0.33
2795,0.255,0.245,0.335
2796,0.23,0.245,0.33
2797,0.23,0.245,0.335
2798,0.24,0.245,0.335
2799,0.235,0.25,0.345
2800,0.23,0.24,0.33
2801,0.245,0.24,0.335
2802,0.23,0.24,0.335
2803,0.245,0.24,0.335
2804,0.22,0.235,0.33
2805,0.245,0.245,0.335
2806,0.245,0.24,0.335
2807,0.23,0.235,0.335
2808,0.23,0.255,0.33
2809,0.245,0.255,0.33
2810,0.23,0.245,0.33
2811,0.24,0.245,0.335
2812,0.225,0.235,0.335
2813,0.225,0.255,0.335
2814,0.235,0.245,0.335
2815,0.245,0.245,0.335
2816,0.225,0.24,0.33
2817,0.23,0.245,0.335
2818,0.24,0.235,0.335
2819,0.23,0.23,0.34
2820,0.24,0.245,0.33
2821,0.24,0.245,0.335
2822,0.23,0.24,0.34
2823,0.23,0.245,0.34
2824,0.23,0.24,0.34
2825,0.235,0.245,0.335
2826,0.23,0.245,0.335
2827,0.23,0.24,0.335
2828,0.23,0.24,0.335
2829,0.22,0.245,0.335
2830,0.255,0.255,0.335
2831,0.235,0.24,0.335
2832,0.225,0.235,0.335
2833,0.22,0.245,0.335
2834,0.23,0.245,0.33
2835,0.225,0.235,0.335
2836,0.22,0.24,0.335
2837,0.22,0.245,0.335
2838,0.235,0.255,0.335
2839,0.23,0.23,0.33
2840,0.235,0.235,0.335
2841,0.23,0.245,0.335
2842,0.23,0.24,0.33
2843,0.24,0.235,0.33
2844,0.225,0.25,0.335
2845,0.23,0.245,0.34
2846,0.22,0.23,0.335
2847,0.225,0.23,0.335
2848,0.22,0.24,0.335
2849,0.25,0.235,0.335
2850,0.24,0.245,0.335
2851,0.24,0.235,0.335
2852,0.24,0.245,0.33
2853,0.25,0.235,0.335
2854,0.235,0.24,0.335
2855,0.235,0.23,0.335
2856,0.25,0.245,0.33
2857,0.245,0.235,0.34
2858,0.225,0.24,0.335
2859,0.23,0.235,0.335
2860,0.23,0.23,0.335
2861,0.235,0.245,0.33
