,I01,I02,I04
994,0.305,0.235,0.255
995,0.3,0.235,0.235
996,0.3,0.25,0.245
997,0.3,0.245,0.24
998,0.3,0.235,0.24
999,0.3,0.24,0.255
1000,0.3,0.235,0.25
1001,0.3,0.235,0.24
1002,0.3,0.23,0.235
1003,0.3,0.235,0.245
1004,0.3,0.225,0.245
1005,0.3,0.23,0.24
1006,0.3,0.23,0.225
1007,0.3,0.245,0.26
1008,0.3,0.235,0.25
1009,0.3,0.245,0.23
1010,0.3,0.235,0.265
1011,0.3,0.25,0.245
1012,0.3,0.25,0.245
1013,0.3,0.255,0.245
1014,0.3,0.25,0.245
1015,0.3,0.23,0.24
1016,0.3,0.245,0.25
1017,0.3,0.23,0.24
1018,0.3,0.23,0.225
1019,0.3,0.23,0.245
1020,0.3,0.24,0.245
1021,0.3,0.28,0.26
1022,0.3,0.23,0.245
1023,0.3,0.245,0.24
1024,0.3,0.24,0.25
1025,0.31,0.245,0.3
1026,0.3,0.235,0.25
1027,0.3,0.25,0.24
1028,0.3,0.24,0.245
1029,0.305,0.24,0.235
1030,0.315,0.24,0.255
1031,0.3,0.245,0.24
1032,0.305,0.245,0.25
1033,0.3,0.255,0.235
1034,0.3,0.24,0.255
1035,0.3,0.25,0.25
1036,0.3,0.245,0.25
1037,0.3,0.25,0.245
1038,0.3,0.24,0.245
1039,0.3,0.23,0.255
1040,0.3,0.235,0.26
1041,0.3,0.235,0.27
1042,0.3,0.24,0.245
1043,0.3,0.245,0.265
1044,0.3,0.235,0.24
1045,0.3,0.245,0.245
1046,0.3,0.245,0.255
1047,0.3,0.26,0.25
1048,0.3,0.24,0.25
1049,0.3,0.25,0.24
1050,0.305,0.225,0.24
1051,0.3,0.23,0.245
1052,0.305,0.225,0.25
1053,0.3,0.235,0.245
1054,0.3,0.24,0.24
1055,0.3,0.24,0.225
1056,0.3,0.24,0.245
1057,0.3,0.255,0.24
1058,0.3,0.23,0.245
1059,0.305,0.25,0.24
1060,0.3,0.24,0.25
1061,0.3,0.225,0.24
1062,0.3,0.25,0.255
1063,0.3,0.235,0.25
1064,0.3,0.245,0.255
1065,0.3,0.235,0.25
1066,0.305,0.235,0.245
1067,0.3,0.245,0.255
1068,0.3,0.245,0.245
1069,0.3,0.26,0.22
1070,0.31,0.235,0.25
1071,0.3,0.24,0.235
1072,0.305,0.255,0.235
1073,0.3,0.235,0.245
1074,0.3,0.24,0.245
1075,0.305,0.24,0.24
1076,0.3,0.25,0.24
1077,0.305,0.235,0.235
1078,0.3,0.255,0.25
1079,0.3,0.23,0.26
1080,0.3,0.25,0.27
1081,0.3,0.245,0.235
1082,0.3,0.29,0.245
1083,0.3,0.235,0.24
1084,0.3,0.24,0.245
1085,0.305,0.24,0.275
1086,0.3,0.235,0.245
1087,0.305,0.24,0.245
1088,0.3,0.235,0.23
1089,0.305,0.235,0.245
1090,0.3,0.24,0.235
1091,0.3,0.23,0.24
1092,0.3,0.235,0.25
1093,0.3,0.23,0.245
1094,0.3,0.265,0.24
1095,0.3,0.235,0.25
1096,0.3,0.235,0.24
1097,0.3,0.24,0.245
1098,0.3,0.295,0.245
1099,0.3,0.24,0.245
1100,0.305,0.235,0.24
1101,0.3,0.22,0.235
1102,0.3,0.245,0.25
1103,0.305,0.24,0.24
1104,0.3,0.245,0.25
1105,0.305,0.235,0.245
1106,0.3,0.25,0.24
1107,0.3,0.24,0.27
1108,0.305,0.25,0.25
1109,0.3,0.24,0.245
1110,0.3,0.23,0.245
1111,0.3,0.25,0.255
1112,0.3,0.235,0.24
1113,0.305,0.23,0.25
1114,0.3,0.25,0.24
1115,0.3,0.24,0.265
1116,0.3,0.24,0.25
1117,0.305,0.25,0.24
1118,0.3,0.245,0.245
1119,0.3,0.255,0.265
1120,0.3,0.235,0.235
1121,0.3,0.25,0.245
1122,0.3,0.26,0.25
1123,0.31,0.245,0.24
1124,0.3,0.24,0.24
1125,0.305,0.245,0.22
1126,0.305,0.255,0.25
1127,0.3,0.255,0.24
1128,0.3,0.235,0.235
1129,0.305,0.255,0.24
1130,0.3,0.255,0.255
1131,0.305,0.24,0.26
1132,0.31,0.245,0.235
1133,0.3,0.235,0.235
1134,0.3,0.235,0.25
1135,0.31,0.24,0.255
1136,0.305,0.245,0.24
1137,0.3,0.25,0.245
1138,0.305,0.255,0.24
1139,0.3,0.235,0.245
1140,0.3,0.235,0.26
1141,0.3,0.245,0.24
1142,0.3,0.27,0.235
1143,0.305,0.235,0.255
1144,0.3,0.245,0.25
1145,0.3,0.235,0.245
1146,0.3,0.245,0.24
1147,0.3,0.24,0.24
1148,0.305,0.235,0.245
1149,0.3,0.24,0.255
1150,0.3,0.25,0.235
1151,0.3,0.235,0.23
1152,0.3,0.23,0.24
1153,0.3,0.24,0.25
1154,0.305,0.23,0.24
1155,0.3,0.235,0.235
1156,0.3,0.245,0.24
1157,0.3,0.24,0.24
1158,0.305,0.235,0.235
1159,0.305,0.24,0.24
1160,0.3,0.24,0.245
1161,0.31,0.25,0.255
1162,0.3,0.235,0.235
1163,0.3,0.235,0.24
1164,0.305,0.24,0.255
1165,0.305,0.27,0.235
1166,0.3,0.24,0.245
1167,0.3,0.23,0.25
1168,0.3,0.24,0.245
1169,0.305,0.24,0.245
1170,0.3,0.255,0.245
1171,0.3,0.245,0.22
1172,0.3,0.235,0.24
1173,0.3,0.255,0.24
1174,0.3,0.225,0.25
1175,0.3,0.235,0.24
1176,0.305,0.245,0.3
1177,0.3,0.255,0.245
1178,0.305,0.24,0.245
1179,0.3,0.23,0.235
1180,0.3,0.235,0.23
1181,0.3,0.24,0.245
1182,0.3,0.235,0.24
1183,0.3,0.25,0.24
1184,0.3,0.25,0.245
1185,0.295,0.235,0.245
1186,0.3,0.24,0.24
1187,0.305,0.235,0.245
1188,0.3,0.245,0.24
1189,0.305,0.245,0.26
1190,0.3,0.25,0.235
1191,0.3,0.24,0.24
1192,0.3,0.255,0.245
1193,0.3,0.265,0.245
1194,0.3,0.225,0.26
1195,0.305,0.235,0.25
1196,0.3,0.255,0.245
1197,0.305,0.25,0.245
1198,0.3,0.245,0.24
1199,0.305,0.235,0.245
1200,0.3,0.235,0.24
1201,0.3,0.245,0.235
1202,0.3,0.23,0.25
1203,0.305,0.24,0.245
1204,0.3,0.235,0.245
1205,0.305,0.23,0.245
1206,0.3,0.235,0.24
1207,0.3,0.24,0.255
1208,0.3,0.235,0.25
1209,0.305,0.24,0.245
1210,0.3,0.245,0.245
1211,0.3,0.235,0.24
1212,0.3,0.225,0.25
1213,0.3,0.24,0.265
1214,0.3,0.25,0.245
1215,0.3,0.235,0.24
1216,0.3,0.24,0.235
1217,0.3,0.25,0.24
1218,0.305,0.25,0.235
1219,0.305,0.245,0.24
1220,0.3,0.255,0.235
1221,0.3,0.24,0.25
1222,0.3,0.235,0.245
1223,0.305,0.245,0.24
1224,0.305,0.23,0.24
1225,0.3,0.235,0.235
1226,0.305,0.235,0.245
1227,0.305,0.25,0.245
1228,0.3,0.235,0.255
1229,0.3,0.24,0.235
1230,0.3,0.24,0.235
1231,0.3,0.24,0.25
1232,0.305,0.24,0.235
1233,0.3,0.235,0.24
1234,0.3,0.245,0.235
1235,0.3,0.23,0.24
1236,0.305,0.23,0.245
1237,0.305,0.235,0.235
1238,0.3,0.25,0.24
1239,0.3,0.235,0.25
1240,0.325,0.26,0.265
1241,0.3,0.27,0.24
1242,0.3,0.23,0.245
1243,0.3,0.24,0.245
1244,0.3,0.24,0.25
1245,0.3,0.235,0.235
1246,0.3,0.235,0.24
1247,0.305,0.225,0.245
1248,0.3,0.25,0.24
1249,0.3,0.24,0.24
1250,0.3,0.225,0.245
1251,0.3,0.245,0.305
1252,0.3,0.25,0.24
1253,0.3,0.25,0.235
1254,0.3,0.235,0.255
1255,0.3,0.245,0.245
1256,0.3,0.26,0.245
1257,0.305,0.245,0.25
1258,0.31,0.245,0.24
1259,0.3,0.245,0.24
1260,0.305,0.24,0.23
1261,0.3,0.235,0.245
1262,0.3,0.26,0.24
1263,0.3,0.24,0.235
1264,0.3,0.25,0.255
1265,0.3,0.245,0.24
1266,0.3,0.25,0.255
1267,0.3,0.24,0.245
1268,0.3,0.255,0.245
1269,0.3,0.24,0.24
1270,0.305,0.25,0.24
1271,0.305,0.255,0.245
1272,0.305,0.22,0.245
1273,0.3,0.23,0.255
1274,0.3,0.25,0.255
1275,0.3,0.235,0.245
1276,0.3,0.25,0.245
1277,0.3,0.235,0.24
1278,0.3,0.245,0.24
1279,0.3,0.235,0.24
1280,0.31,0.24,0.25
1281,0.3,0.26,0.24
1282,0.3,0.235,0.22
1283,0.305,0.235,0.245
1284,0.3,0.24,0.245
1285,0.3,0.245,0.24
1286,0.3,0.235,0.245
1287,0.3,0.23,0.25
1288,0.3,0.24,0.245
1289,0.3,0.245,0.24
1290,0.305,0.24,0.26
1291,0.3,0.25,0.25
1292,0.3,0.23,0.245
1293,0.3,0.24,0.255
1294,0.3,0.24,0.24
1295,0.3,0.235,0.235
1296,0.3,0.24,0.235
1297,0.3,0.24,0.245
1298,0.3,0.23,0.24
1299,0.3,0.24,0.235
1300,0.3,0.245,0.255
1301,0.3,0.235,0.245
1302,0.305,0.24,0.235
1303,0.3,0.245,0.235
1304,0.3,0.235,0.24
1305,0.3,0.24,0.245
1306,0.3,0.23,0.24
1307,0.3,0.245,0.245
1308,0.3,0.24,0.23
1309,0.3,0.26,0.26
1310,0.3,0.25,0.225
1311,0.3,0.245,0.24
1312,0.3,0.235,0.235
1313,0.305,0.215,0.27
1314,0.3,0.255,0.24
1315,0.3,0.235,0.25
1316,0.3,0.245,0.24
1317,0.305,0.225,0.235
1318,0.3,0.245,0.24
1319,0.3,0.235,0.225
1320,0.3,0.24,0.24
1321,0.3,0.245,0.235
1322,0.305,0.24,0.255
1323,0.3,0.235,0.255
1324,0.305,0.24,0.25
1325,0.3,0.23,0.235
1326,0.305,0.235,0.245
1327,0.3,0.235,0.24
1328,0.3,0.24,0.245
1329,0.3,0.25,0.255
1330,0.3,0.235,0.245
1331,0.3,0.23,0.27
1332,0.3,0.23,0.24
1333,0.3,0.23,0.245
1334,0.305,0.24,0.235
1335,0.305,0.245,0.245
1336,0.3,0.235,0.245
1337,0.3,0.24,0.235
1338,0.3,0.24,0.225
1339,0.305,0.25,0.22
1340,0.3,0.23,0.25
1341,0.295,0.245,0.24
1342,0.3,0.235,0.225
1343,0.3,0.24,0.25
1344,0.3,0.245,0.245
1345,0.3,0.23,0.24
1346,0.3,0.245,0.25
1347,0.3,0.235,0.235
1348,0.3,0.235,0.24
1349,0.3,0.225,0.24
1350,0.3,0.23,0.23
1351,0.3,0.24,0.24
1352,0.3,0.235,0.24
1353,0.3,0.23,0.245
1354,0.3,0.23,0.23
1355,0.3,0.235,0.245
1356,0.3,0.25,0.245
1357,0.305,0.24,0.235
1358,0.305,0.235,0.255
1359,0.3,0.255,0.245
1360,0.3,0.24,0.24
1361,0.3,0.24,0.24
1362,0.3,0.235,0.245
1363,0.305,0.23,0.235
1364,0.295,0.245,0.23
1365,0.3,0.245,0.24
1366,0.3,0.23,0.24
1367,0.305,0.245,0.245
1368,0.3,0.24,0.245
1369,0.31,0.23,0.235
1370,0.3,0.23,0.225
1371,0.3,0.245,0.245
1372,0.295,0.24,0.235
1373,0.3,0.26,0.24
1374,0.3,0.235,0.23
1375,0.3,0.235,0.24
1376,0.3,0.24,0.255
1377,0.3,0.24,0.235
1378,0.3,0.235,0.245
1379,0.3,0.24,0.24
1380,0.305,0.245,0.235
1381,0.3,0.235,0.23
1382,0.3,0.235,0.225
1383,0.3,0.25,0.245
1384,0.3,0.225,0.23
1385,0.3,0.235,0.245
1386,0.3,0.245,0.235
1387,0.3,0.24,0.24
1388,0.3,0.24,0.255
1389,0.3,0.235,0.235
1390,0.3,0.235,0.24
1391,0.3,0.245,0.235
1392,0.3,0.23,0.255
1393,0.3,0.235,0.24
1394,0.3,0.23,0.225
1395,0.3,0.235,0.25
1396,0.3,0.235,0.24
1397,0.305,0.23,0.255
1398,0.3,0.23,0.245
1399,0.3,0.23,0.24
1400,0.3,0.235,0.24
1401,0.3,0.225,0.245
1402,0.3,0.235,0.235
1403,0.3,0.23,0.235
1404,0.3,0.24,0.245
1405,0.3,0.235,0.235
1406,0.3,0.235,0.245
1407,0.3,0.245,0.25
1408,0.3,0.23,0.225
1409,0.305,0.23,0.245
1410,0.3,0.225,0.25
1411,0.3,0.24,0.245
1412,0.3,0.24,0.255
1413,0.3,0.235,0.235
1414,0.3,0.25,0.235
1415,0.3,0.235,0.25
1416,0.3,0.235,0.24
1417,0.3,0.24,0.24
1418,0.305,0.22,0.24
1419,0.3,0.245,0.235
1420,0.3,0.235,0.235
1421,0.305,0.24,0.24
1422,0.3,0.23,0.245
1423,0.3,0.23,0.23
1424,0.3,0.235,0.25
1425,0.3,0.235,0.24
1426,0.3,0.25,0.25
1427,0.3,0.235,0.255
1428,0.295,0.24,0.235
1429,0.3,0.23,0.24
1430,0.3,0.23,0.24
1431,0.3,0.23,0.225
1432,0.305,0.25,0.24
1433,0.305,0.24,0.255
1434,0.3,0.23,0.245
1435,0.305,0.235,0.245
1436,0.3,0.235,0.235
1437,0.3,0.23,0.255
1438,0.305,0.23,0.225
1439,0.3,0.235,0.235
1440,0.3,0.235,0.235
1441,0.3,0.24,0.245
1442,0.3,0.23,0.27
1443,0.3,0.235,0.26
1444,0.3,0.24,0.235
1445,0.305,0.245,0.23
1446,0.3,0.25,0.255
1447,0.3,0.235,0.24
1448,0.3,0.235,0.245
1449,0.31,0.255,0.24
1450,0.305,0.25,0.255
1451,0.3,0.245,0.245
1452,0.3,0.235,0.24
1453,0.305,0.24,0.235
1454,0.3,0.245,0.245
1455,0.3,0.24,0.25
1456,0.3,0.235,0.245
1457,0.3,0.245,0.255
1458,0.3,0.24,0.275
1459,0.3,0.225,0.245
1460,0.3,0.24,0.24
1461,0.3,0.23,0.245
1462,0.3,0.255,0.24
1463,0.3,0.24,0.24
1464,0.3,0.235,0.26
1465,0.305,0.265,0.235
1466,0.3,0.235,0.255
1467,0.3,0.235,0.24
1468,0.31,0.23,0.245
1469,0.305,0.255,0.235
1470,0.3,0.24,0.23
1471,0.3,0.24,0.245
1472,0.3,0.235,0.235
1473,0.3,0.235,0.245
1474,0.3,0.24,0.24
1475,0.3,0.235,0.245
1476,0.3,0.24,0.24
1477,0.3,0.235,0.235
1478,0.3,0.235,0.245
1479,0.3,0.225,0.235
1480,0.3,0.22,0.255
1481,0.305,0.235,0.245
1482,0.3,0.235,0.23
1483,0.3,0.245,0.24
1484,0.3,0.235,0.235
1485,0.3,0.245,0.24
1486,0.3,0.23,0.24
1487,0.3,0.245,0.24
1488,0.3,0.24,0.245
1489,0.3,0.235,0.245
1490,0.3,0.225,0.235
1491,0.3,0.235,0.24
1492,0.3,0.24,0.26
1493,0.295,0.245,0.24
1494,0.3,0.235,0.24
1495,0.31,0.235,0.24
1496,0.3,0.235,0.24
1497,0.3,0.23,0.245
1498,0.3,0.255,0.24
1499,0.3,0.24,0.24
1500,0.3,0.225,0.25
1501,0.3,0.225,0.235
1502,0.3,0.25,0.24
1503,0.3,0.235,0.24
1504,0.3,0.235,0.225
1505,0.3,0.235,0.235
1506,0.305,0.245,0.235
1507,0.3,0.24,0.23
1508,0.3,0.235,0.24
1509,0.3,0.24,0.23
1510,0.3,0.235,0.245
1511,0.3,0.24,0.245
1512,0.3,0.235,0.255
1513,0.3,0.235,0.245
1514,0.305,0.24,0.235
1515,0.3,0.225,0.245
1516,0.3,0.24,0.23
1517,0.3,0.245,0.255
1518,0.3,0.245,0.245
1519,0.3,0.23,0.23
1520,0.3,0.24,0.24
1521,0.3,0.235,0.24
1522,0.3,0.23,0.235
1523,0.3,0.25,0.25
1524,0.3,0.245,0.245
1525,0.3,0.23,0.24
1526,0.3,0.235,0.24
1527,0.3,0.235,0.245
1528,0.3,0.25,0.245
1529,0.3,0.255,0.235
1530,0.3,0.225,0.24
1531,0.3,0.22,0.25
1532,0.3,0.23,0.24
1533,0.295,0.24,0.235
1534,0.3,0.24,0.26
1535,0.3,0.225,0.235
1536,0.3,0.245,0.255
1537,0.3,0.23,0.24
1538,0.3,0.24,0.24
1539,0.305,0.26,0.25
1540,0.3,0.235,0.235
1541,0.31,0.25,0.24
1542,0.3,0.24,0.235
1543,0.3,0.24,0.25
1544,0.3,0.24,0.255
1545,0.3,0.24,0.25
1546,0.305,0.25,0.25
1547,0.3,0.235,0.25
1548,0.3,0.26,0.23
1549,0.3,0.24,0.245
1550,0.305,0.23,0.245
1551,0.3,0.24,0.245
1552,0.3,0.25,0.245
1553,0.3,0.245,0.245
1554,0.3,0.25,0.25
1555,0.3,0.24,0.235
1556,0.305,0.245,0.24
1557,0.3,0.25,0.255
1558,0.3,0.245,0.235
1559,0.3,0.24,0.24
1560,0.3,0.245,0.25
1561,0.3,0.25,0.24
1562,0.3,0.235,0.265
1563,0.3,0.24,0.25
1564,0.3,0.24,0.25
1565,0.3,0.235,0.25
1566,0.305,0.235,0.235
1567,0.3,0.25,0.235
1568,0.305,0.235,0.25
1569,0.3,0.235,0.245
1570,0.3,0.235,0.235
1571,0.305,0.24,0.24
1572,0.3,0.235,0.235
1573,0.3,0.245,0.245
1574,0.3,0.23,0.24
1575,0.305,0.24,0.24
1576,0.305,0.24,0.23
1577,0.3,0.24,0.28
1578,0.3,0.24,0.26
1579,0.315,0.25,0.255
1580,0.3,0.23,0.25
1581,0.305,0.24,0.255
1582,0.3,0.245,0.245
1583,0.3,0.24,0.255
1584,0.305,0.235,0.26
1585,0.305,0.255,0.235
1586,0.3,0.235,0.24
1587,0.3,0.235,0.235
1588,0.3,0.245,0.255
1589,0.305,0.235,0.255
1590,0.305,0.245,0.245
1591,0.3,0.24,0.245
1592,0.3,0.255,0.25
1593,0.3,0.24,0.24
1594,0.3,0.24,0.265
1595,0.3,0.25,0.245
1596,0.3,0.235,0.24
1597,0.3,0.24,0.25
1598,0.3,0.23,0.25
1599,0.3,0.25,0.26
1600,0.31,0.25,0.235
1601,0.3,0.235,0.245
1602,0.305,0.235,0.25
1603,0.305,0.255,0.255
1604,0.3,0.24,0.225
1605,0.31,0.225,0.24
1606,0.305,0.23,0.25
1607,0.3,0.245,0.26
1608,0.3,0.245,0.235
1609,0.3,0.25,0.245
1610,0.3,0.235,0.24
1611,0.3,0.26,0.24
1612,0.3,0.23,0.255
1613,0.3,0.25,0.25
1614,0.305,0.24,0.24
1615,0.3,0.245,0.25
1616,0.3,0.235,0.235
1617,0.3,0.26,0.24
1618,0.315,0.24,0.24
1619,0.3,0.235,0.25
1620,0.305,0.245,0.235
1621,0.3,0.24,0.25
1622,0.3,0.24,0.24
1623,0.3,0.235,0.245
1624,0.3,0.245,0.24
1625,0.3,0.23,0.23
1626,0.3,0.23,0.235
1627,0.3,0.235,0.245
1628,0.305,0.24,0.255
1629,0.305,0.235,0.255
1630,0.3,0.245,0.25
1631,0.3,0.255,0.26
1632,0.3,0.24,0.245
1633,0.3,0.235,0.255
1634,0.305,0.24,0.255
1635,0.3,0.245,0.25
1636,0.305,0.235,0.245
1637,0.3,0.25,0.235
1638,0.3,0.25,0.245
1639,0.3,0.24,0.225
1640,0.3,0.235,0.22
1641,0.3,0.24,0.24
1642,0.305,0.25,0.245
1643,0.3,0.235,0.25
1644,0.3,0.24,0.25
1645,0.3,0.24,0.24
1646,0.305,0.23,0.255
1647,0.3,0.235,0.245
1648,0.3,0.24,0.24
1649,0.305,0.24,0.245
1650,0.3,0.25,0.25
1651,0.31,0.26,0.245
1652,0.305,0.235,0.245
1653,0.305,0.245,0.27
1654,0.3,0.255,0.24
1655,0.3,0.24,0.225
1656,0.3,0.24,0.245
1657,0.3,0.235,0.275
1658,0.3,0.235,0.245
1659,0.3,0.235,0.25
1660,0.305,0.24,0.26
1661,0.305,0.24,0.245
1662,0.3,0.24,0.245
1663,0.3,0.24,0.245
1664,0.31,0.245,0.255
1665,0.305,0.24,0.255
1666,0.3,0.24,0.25
1667,0.305,0.235,0.24
1668,0.3,0.245,0.235
1669,0.3,0.245,0.245
1670,0.31,0.25,0.235
1671,0.305,0.235,0.26
1672,0.3,0.23,0.25
1673,0.3,0.23,0.245
1674,0.3,0.235,0.235
1675,0.3,0.225,0.235
1676,0.3,0.24,0.24
1677,0.3,0.235,0.25
1678,0.305,0.235,0.25
1679,0.31,0.24,0.25
1680,0.3,0.24,0.27
1681,0.3,0.235,0.235
1682,0.3,0.235,0.235
1683,0.3,0.225,0.23
1684,0.3,0.23,0.255
1685,0.3,0.245,0.24
1686,0.3,0.24,0.265
1687,0.305,0.25,0.255
1688,0.3,0.24,0.245
1689,0.3,0.24,0.245
1690,0.3,0.225,0.255
1691,0.3,0.235,0.23
1692,0.305,0.24,0.245
1693,0.3,0.25,0.235
1694,0.305,0.24,0.24
1695,0.305,0.245,0.25
1696,0.31,0.23,0.245
1697,0.305,0.255,0.25
1698,0.3,0.24,0.25
1699,0.3,0.25,0.28
1700,0.3,0.245,0.245
1701,0.31,0.24,0.255
1702,0.3,0.235,0.245
1703,0.3,0.245,0.24
1704,0.3,0.235,0.235
1705,0.3,0.245,0.245
1706,0.3,0.24,0.24
1707,0.305,0.255,0.26
1708,0.3,0.24,0.29
1709,0.3,0.24,0.23
1710,0.305,0.245,0.235
1711,0.305,0.23,0.245
1712,0.3,0.25,0.24
1713,0.305,0.255,0.26
1714,0.3,0.24,0.24
1715,0.305,0.24,0.24
1716,0.305,0.25,0.265
1717,0.3,0.235,0.24
1718,0.3,0.235,0.235
1719,0.3,0.235,0.25
1720,0.3,0.24,0.25
1721,0.3,0.25,0.25
1722,0.3,0.25,0.255
1723,0.3,0.245,0.245
1724,0.3,0.255,0.245
1725,0.305,0.24,0.24
1726,0.3,0.235,0.27
1727,0.3,0.24,0.235
1728,0.3,0.245,0.245
1729,0.305,0.25,0.245
1730,0.3,0.24,0.255
1731,0.305,0.245,0.24
1732,0.3,0.25,0.25
1733,0.3,0.235,0.23
1734,0.3,0.24,0.245
1735,0.3,0.255,0.255
1736,0.3,0.25,0.245
1737,0.3,0.255,0.235
1738,0.3,0.23,0.245
1739,0.3,0.235,0.245
1740,0.3,0.245,0.245
1741,0.3,0.23,0.245
1742,0.3,0.235,0.245
1743,0.3,0.23,0.245
1744,0.3,0.23,0.24
1745,0.3,0.255,0.24
1746,0.3,0.245,0.255
1747,0.3,0.25,0.245
1748,0.3,0.235,0.255
1749,0.305,0.235,0.235
1750,0.305,0.235,0.23
1751,0.3,0.23,0.235
1752,0.3,0.245,0.245
1753,0.305,0.245,0.26
1754,0.3,0.235,0.24
1755,0.3,0.235,0.24
1756,0.305,0.25,0.24
1757,0.305,0.235,0.25
1758,0.3,0.24,0.245
1759,0.305,0.25,0.245
1760,0.3,0.235,0.26
1761,0.3,0.23,0.27
1762,0.3,0.25,0.25
1763,0.3,0.255,0.24
1764,0.305,0.24,0.245
1765,0.3,0.24,0.245
1766,0.3,0.24,0.24
1767,0.31,0.235,0.235
1768,0.3,0.235,0.245
1769,0.3,0.24,0.235
1770,0.305,0.24,0.255
1771,0.3,0.235,0.26
1772,0.34,0.235,0.24
1773,0.3,0.235,0.245
1774,0.3,0.24,0.265
1775,0.31,0.245,0.255
1776,0.3,0.245,0.245
1777,0.3,0.245,0.23
1778,0.3,0.23,0.245
1779,0.3,0.235,0.245
1780,0.3,0.25,0.235
1781,0.3,0.24,0.235
1782,0.3,0.26,0.245
1783,0.305,0.24,0.235
1784,0.3,0.24,0.24
1785,0.3,0.25,0.23
1786,0.3,0.24,0.25
1787,0.3,0.24,0.25
1788,0.3,0.24,0.26
1789,0.3,0.235,0.24
1790,0.305,0.23,0.235
1791,0.3,0.235,0.23
1792,0.305,0.245,0.25
1793,0.3,0.245,0.255
1794,0.3,0.245,0.255
1795,0.305,0.22,0.24
1796,0.3,0.235,0.24
1797,0.305,0.255,0.24
1798,0.3,0.23,0.24
1799,0.3,0.24,0.24
1800,0.3,0.23,0.245
1801,0.3,0.25,0.24
1802,0.3,0.235,0.24
1803,0.3,0.25,0.24
1804,0.3,0.245,0.285
1805,0.3,0.24,0.24
1806,0.3,0.25,0.255
1807,0.305,0.235,0.255
1808,0.3,0.25,0.26
1809,0.3,0.235,0.24
1810,0.3,0.235,0.245
1811,0.3,0.245,0.235
1812,0.3,0.23,0.235
1813,0.3,0.245,0.25
1814,0.305,0.235,0.225
1815,0.3,0.23,0.24
1816,0.3,0.25,0.235
1817,0.3,0.24,0.24
1818,0.3,0.225,0.245
1819,0.295,0.235,0.245
1820,0.31,0.235,0.245
1821,0.3,0.24,0.24
1822,0.3,0.235,0.24
1823,0.3,0.23,0.245
1824,0.3,0.235,0.225
1825,0.305,0.245,0.24
1826,0.3,0.235,0.235
1827,0.3,0.245,0.24
1828,0.3,0.24,0.245
1829,0.3,0.23,0.235
1830,0.31,0.24,0.24
1831,0.3,0.23,0.245
1832,0.305,0.235,0.245
1833,0.3,0.24,0.235
1834,0.3,0.245,0.245
1835,0.3,0.235,0.23
1836,0.3,0.245,0.245
1837,0.3,0.235,0.26
1838,0.3,0.235,0.31
1839,0.3,0.245,0.24
1840,0.3,0.23,0.24
1841,0.3,0.235,0.25
1842,0.3,0.245,0.245
1843,0.3,0.24,0.23
1844,0.3,0.235,0.24
1845,0.3,0.23,0.24
1846,0.3,0.235,0.245
1847,0.3,0.235,0.235
1848,0.3,0.235,0.245
1849,0.3,0.245,0.235
1850,0.3,0.235,0.235
1851,0.3,0.24,0.245
1852,0.3,0.24,0.24
1853,0.295,0.255,0.24
1854,0.3,0.235,0.225
1855,0.3,0.24,0.255
1856,0.3,0.245,0.26
1857,0.305,0.245,0.255
1858,0.3,0.24,0.24
1859,0.3,0.25,0.245
1860,0.3,0.235,0.235
1861,0.3,0.24,0.245
1862,0.3,0.23,0.24
1863,0.3,0.24,0.245
1864,0.3,0.22,0.245
1865,0.295,0.235,0.235
1866,0.3,0.225,0.245
1867,0.3,0.255,0.24
1868,0.3,0.235,0.235
1869,0.3,0.235,0.25
1870,0.3,0.245,0.235
1871,0.3,0.25,0.245
1872,0.3,0.235,0.22
1873,0.3,0.24,0.235
1874,0.3,0.23,0.245
1875,0.3,0.245,0.225
1876,0.305,0.235,0.245
1877,0.3,0.235,0.235
1878,0.3,0.225,0.24
1879,0.3,0.23,0.24
1880,0.3,0.255,0.245
1881,0.3,0.24,0.245
1882,0.3,0.24,0.235
1883,0.31,0.25,0.25
1884,0.3,0.235,0.24
1885,0.3,0.235,0.24
1886,0.305,0.25,0.255
1887,0.3,0.245,0.235
1888,0.3,0.245,0.25
1889,0.3,0.23,0.235
1890,0.3,0.24,0.245
1891,0.3,0.245,0.24
1892,0.3,0.25,0.255
1893,0.3,0.235,0.235
1894,0.3,0.24,0.225
1895,0.3,0.225,0.24
1896,0.3,0.23,0.245
1897,0.3,0.23,0.225
1898,0.3,0.23,0.25
1899,0.3,0.255,0.24
1900,0.3,0.235,0.235
1901,0.3,0.225,0.23
1902,0.3,0.245,0.24
1903,0.305,0.25,0.245
1904,0.3,0.24,0.265
1905,0.3,0.245,0.235
1906,0.3,0.23,0.24
1907,0.3,0.235,0.23
1908,0.3,0.225,0.24
1909,0.305,0.235,0.25
1910,0.295,0.235,0.24
1911,0.3,0.255,0.25
1912,0.3,0.25,0.235
1913,0.3,0.245,0.24
1914,0.3,0.24,0.23
1915,0.3,0.25,0.25
1916,0.3,0.245,0.235
1917,0.3,0.235,0.25
1918,0.3,0.23,0.245
1919,0.3,0.25,0.24
1920,0.3,0.235,0.255
1921,0.3,0.23,0.245
1922,0.3,0.235,0.245
1923,0.3,0.24,0.24
1924,0.305,0.235,0.245
1925,0.3,0.23,0.25
1926,0.3,0.23,0.24
