,F01,F02,F03,F04
2720,0.24,0.2,0.19,0.29
2721,0.24,0.2,0.205,0.2
2722,0.24,0.23,0.215,0.205
2723,0.24,0.2,0.195,0.205
2724,0.24,0.19,0.195,0.205
2725,0.24,0.205,0.19,0.2
2726,0.24,0.205,0.195,0.2
2727,0.24,0.2,0.21,0.19
2728,0.24,0.195,0.195,0.21
2729,0.24,0.19,0.19,0.215
2730,0.24,0.195,0.195,0.195
2731,0.24,0.185,0.185,0.205
2732,0.24,0.185,0.21,0.225
2733,0.24,0.21,0.215,0.19
2734,0.24,0.225,0.195,0.205
2735,0.24,0.205,0.215,0.205
2736,0.24,0.195,0.2,0.19
2737,0.24,0.235,0.19,0.195
2738,0.24,0.22,0.2,0.21
2739,0.24,0.22,0.245,0.2
2740,0.24,0.205,0.22,0.2
2741,0.24,0.215,0.205,0.21
2742,0.24,0.2,0.215,0.195
2743,0.24,0.195,0.19,0.2
2744,0.24,0.2,0.2,0.19
2745,0.24,0.2,0.195,0.195
2746,0.24,0.205,0.205,0.2
2747,0.24,0.21,0.21,0.215
2748,0.24,0.21,0.19,0.225
2749,0.24,0.2,0.195,0.19
2750,0.24,0.205,0.21,0.195
2751,0.24,0.195,0.19,0.195
2752,0.24,0.19,0.195,0.2
2753,0.24,0.19,0.19,0.195
2754,0.24,0.21,0.195,0.19
2755,0.24,0.2,0.195,0.225
2756,0.24,0.195,0.195,0.195
2757,0.24,0.205,0.235,0.195
2758,0.24,0.2,0.21,0.2
2759,0.24,0.195,0.22,0.195
2760,0.24,0.2,0.185,0.21
2761,0.24,0.205,0.185,0.22
2762,0.24,0.195,0.205,0.195
2763,0.24,0.195,0.2,0.22
2764,0.24,0.235,0.2,0.21
2765,0.24,0.205,0.2,0.2
2766,0.24,0.205,0.2,0.215
2767,0.24,0.2,0.195,0.195
2768,0.24,0.185,0.2,0.19
2769,0.24,0.195,0.25,0.205
2770,0.24,0.19,0.2,0.195
2771,0.24,0.2,0.22,0.21
2772,0.24,0.195,0.185,0.215
2773,0.24,0.225,0.195,0.195
2774,0.24,0.19,0.19,0.195
2775,0.24,0.185,0.19,0.19
2776,0.24,0.225,0.195,0.21
2777,0.24,0.235,0.195,0.205
2778,0.24,0.185,0.23,0.23
2779,0.24,0.205,0.2,0.2
2780,0.24,0.195,0.205,0.185
2781,0.24,0.2,0.215,0.195
2782,0.24,0.195,0.21,0.195
2783,0.24,0.245,0.195,0.21
2784,0.24,0.195,0.215,0.195
2785,0.24,0.215,0.205,0.205
2786,0.24,0.195,0.2,0.19
2787,0.24,0.2,0.185,0.2
2788,0.24,0.19,0.195,0.195
2789,0.24,0.195,0.2,0.2
2790,0.24,0.195,0.205,0.19
2791,0.24,0.19,0.215,0.205
2792,0.24,0.21,0.195,0.205
2793,0.24,0.215,0.195,0.205
2794,0.24,0.215,0.195,0.195
2795,0.24,0.19,0.195,0.2
2796,0.24,0.22,0.195,0.19
2797,0.24,0.195,0.19,0.2
2798,0.24,0.23,0.195,0.195
2799,0.24,0.19,0.185,0.2
2800,0.24,0.21,0.19,0.205
2801,0.24,0.195,0.195,0.22
2802,0.24,0.195,0.215,0.2
2803,0.24,0.19,0.185,0.195
2804,0.24,0.19,0.22,0.2
2805,0.24,0.265,0.205,0.195
2806,0.24,0.195,0.19,0.2
2807,0.24,0.195,0.21,0.21
2808,0.24,0.19,0.205,0.195
2809,0.24,0.21,0.23,0.2
2810,0.24,0.2,0.205,0.205
2811,0.24,0.215,0.19,0.215
2812,0.24,0.195,0.19,0.205
2813,0.24,0.2,0.2,0.22
2814,0.24,0.215,0.23,0.195
2815,0.24,0.21,0.185,0.195
2816,0.24,0.23,0.195,0.21
2817,0.24,0.2,0.195,0.2
2818,0.24,0.21,0.2,0.205
2819,0.24,0.195,0.22,0.22
2820,0.24,0.185,0.195,0.2
2821,0.24,0.225,0.195,0.2
2822,0.24,0.195,0.2,0.205
2823,0.24,0.22,0.205,0.21
2824,0.24,0.195,0.205,0.195
2825,0.24,0.22,0.215,0.205
2826,0.24,0.195,0.19,0.215
2827,0.24,0.2,0.205,0.225
2828,0.24,0.21,0.25,0.23
2829,0.24,0.195,0.22,0.21
2830,0.24,0.185,0.235,0.235
2831,0.24,0.21,0.22,0.2
2832,0.24,0.2,0.195,0.24
2833,0.24,0.23,0.205,0.195
2834,0.24,0.185,0.2,0.195
2835,0.24,0.255,0.185,0.205
2836,0.24,0.205,0.235,0.215
2837,0.24,0.19,0.21,0.23
2838,0.24,0.195,0.195,0.21
2839,0.24,0.195,0.2,0.21
2840,0.24,0.195,0.185,0.2
2841,0.24,0.195,0.2,0.205
2842,0.24,0.195,0.2,0.2
2843,0.24,0.195,0.2,0.21
2844,0.24,0.215,0.19,0.195
2845,0.24,0.195,0.2,0.185
2846,0.24,0.195,0.2,0.195
2847,0.24,0.195,0.185,0.2
2848,0.24,0.2,0.21,0.195
2849,0.24,0.195,0.2,0.21
2850,0.24,0.195,0.215,0.2
2851,0.24,0.2,0.195,0.2
2852,0.24,0.21,0.195,0.19
2853,0.24,0.2,0.19,0.195
2854,0.24,0.2,0.195,0.195
2855,0.24,0.225,0.205,0.2
2856,0.24,0.195,0.205,0.195
2857,0.24,0.195,0.195,0.19
2858,0.24,0.205,0.21,0.195
2859,0.24,0.215,0.19,0.2
2860,0.24,0.195,0.195,0.2
2861,0.24,0.205,0.205,0.195
2862,0.24,0.195,0.195,0.2
2863,0.24,0.21,0.215,0.21
2864,0.24,0.2,0.195,0.19
2865,0.24,0.185,0.185,0.205
2866,0.24,0.215,0.195,0.205
2867,0.24,0.205,0.205,0.205
2868,0.24,0.24,0.225,0.21
2869,0.28,0.185,0.19,0.195
2870,0.24,0.245,0.19,0.2
2871,0.24,0.195,0.19,0.205
2872,0.24,0.2,0.2,0.195
2873,0.24,0.22,0.195,0.2
2874,0.24,0.215,0.19,0.195
2875,0.24,0.225,0.215,0.21
2876,0.24,0.22,0.205,0.195
2877,0.24,0.205,0.19,0.21
2878,0.24,0.25,0.19,0.21
2879,0.24,0.185,0.195,0.205
2880,0.24,0.2,0.255,0.21
2881,0.24,0.21,0.195,0.19
2882,0.24,0.195,0.195,0.195
2883,0.24,0.195,0.21,0.195
2884,0.24,0.205,0.2,0.195
2885,0.24,0.22,0.235,0.2
2886,0.24,0.195,0.21,0.205
2887,0.24,0.195,0.2,0.2
2888,0.24,0.195,0.2,0.195
2889,0.24,0.195,0.2,0.195
2890,0.24,0.225,0.195,0.195
2891,0.24,0.245,0.19,0.195
2892,0.24,0.195,0.195,0.2
2893,0.24,0.185,0.19,0.205
2894,0.24,0.21,0.195,0.2
2895,0.24,0.21,0.23,0.22
2896,0.24,0.19,0.22,0.21
2897,0.25,0.19,0.23,0.21
2898,0.24,0.21,0.22,0.26
2899,0.24,0.19,0.205,0.195
2900,0.24,0.215,0.185,0.205
2901,0.24,0.195,0.21,0.195
2902,0.24,0.195,0.19,0.2
2903,0.24,0.195,0.195,0.205
2904,0.24,0.195,0.195,0.235
2905,0.24,0.195,0.22,0.2
2906,0.24,0.19,0.195,0.2
2907,0.24,0.19,0.2,0.2
2908,0.24,0.2,0.2,0.23
2909,0.24,0.2,0.21,0.19
2910,0.24,0.28,0.215,0.215
2911,0.24,0.2,0.21,0.195
2912,0.24,0.225,0.22,0.195
2913,0.24,0.205,0.2,0.19
2914,0.24,0.2,0.2,0.2
2915,0.24,0.215,0.215,0.205
2916,0.24,0.2,0.215,0.2
2917,0.24,0.205,0.195,0.21
2918,0.24,0.235,0.205,0.195
2919,0.24,0.285,0.205,0.22
2920,0.24,0.205,0.205,0.22
2921,0.24,0.205,0.19,0.21
2922,0.24,0.2,0.2,0.205
2923,0.24,0.225,0.19,0.22
2924,0.24,0.215,0.2,0.19
2925,0.25,0.205,0.2,0.2
2926,0.25,0.19,0.195,0.19
2927,0.24,0.195,0.2,0.2
2928,0.24,0.195,0.2,0.2
2929,0.24,0.195,0.195,0.22
2930,0.24,0.195,0.21,0.2
2931,0.24,0.195,0.2,0.2
2932,0.24,0.195,0.195,0.19
2933,0.24,0.195,0.2,0.21
2934,0.24,0.19,0.265,0.215
2935,0.24,0.195,0.21,0.2
2936,0.24,0.195,0.195,0.195
2937,0.24,0.195,0.195,0.22
2938,0.24,0.195,0.2,0.2
2939,0.24,0.2,0.22,0.2
2940,0.24,0.19,0.19,0.195
2941,0.24,0.195,0.2,0.195
2942,0.24,0.245,0.195,0.195
2943,0.24,0.2,0.215,0.19
2944,0.24,0.21,0.21,0.215
2945,0.24,0.195,0.195,0.23
2946,0.24,0.19,0.195,0.195
2947,0.24,0.205,0.195,0.2
2948,0.24,0.2,0.195,0.2
2949,0.24,0.205,0.215,0.2
2950,0.24,0.19,0.2,0.195
2951,0.24,0.205,0.195,0.195
2952,0.24,0.215,0.185,0.2
2953,0.24,0.22,0.2,0.205
2954,0.24,0.24,0.2,0.195
2955,0.24,0.225,0.195,0.195
2956,0.24,0.24,0.19,0.205
2957,0.24,0.205,0.2,0.19
2958,0.24,0.2,0.21,0.21
2959,0.24,0.19,0.19,0.2
2960,0.24,0.2,0.2,0.195
2961,0.24,0.205,0.23,0.205
2962,0.24,0.2,0.19,0.205
2963,0.24,0.2,0.195,0.2
2964,0.26,0.185,0.215,0.225
2965,0.24,0.195,0.215,0.195
2966,0.24,0.19,0.2,0.205
2967,0.24,0.21,0.195,0.19
2968,0.24,0.205,0.205,0.2
2969,0.24,0.27,0.22,0.21
2970,0.24,0.19,0.215,0.2
2971,0.24,0.19,0.2,0.22
2972,0.24,0.195,0.2,0.195
2973,0.24,0.195,0.19,0.185
2974,0.24,0.215,0.195,0.2
2975,0.24,0.2,0.195,0.19
2976,0.24,0.2,0.205,0.19
2977,0.24,0.195,0.2,0.2
2978,0.24,0.195,0.19,0.195
2979,0.24,0.2,0.205,0.23
2980,0.24,0.19,0.2,0.205
2981,0.24,0.215,0.2,0.19
2982,0.24,0.21,0.21,0.19
2983,0.24,0.215,0.205,0.2
2984,0.24,0.195,0.205,0.215
2985,0.24,0.205,0.19,0.19
2986,0.24,0.195,0.195,0.195
2987,0.24,0.195,0.205,0.205
2988,0.24,0.285,0.19,0.2
2989,0.24,0.19,0.2,0.2
2990,0.24,0.19,0.195,0.2
2991,0.24,0.195,0.2,0.225
2992,0.24,0.205,0.195,0.23
2993,0.24,0.215,0.205,0.205
2994,0.24,0.22,0.2,0.19
2995,0.24,0.185,0.2,0.195
2996,0.24,0.19,0.21,0.205
2997,0.24,0.205,0.2,0.22
2998,0.24,0.205,0.205,0.2
2999,0.24,0.205,0.2,0.205
3000,0.24,0.205,0.19,0.195
3001,0.24,0.23,0.205,0.215
3002,0.24,0.25,0.195,0.195
3003,0.24,0.195,0.19,0.205
3004,0.24,0.2,0.2,0.2
3005,0.24,0.205,0.19,0.24
3006,0.24,0.205,0.19,0.2
3007,0.24,0.19,0.2,0.2
3008,0.24,0.2,0.235,0.21
3009,0.24,0.195,0.205,0.21
3010,0.24,0.205,0.27,0.2
3011,0.24,0.2,0.195,0.195
3012,0.24,0.195,0.19,0.2
3013,0.24,0.215,0.225,0.2
3014,0.24,0.215,0.21,0.195
3015,0.24,0.195,0.195,0.19
3016,0.24,0.205,0.205,0.195
3017,0.24,0.21,0.19,0.205
3018,0.24,0.195,0.235,0.205
3019,0.24,0.205,0.205,0.28
3020,0.24,0.205,0.205,0.195
3021,0.24,0.205,0.195,0.21
3022,0.24,0.19,0.2,0.225
3023,0.24,0.19,0.195,0.205
3024,0.24,0.195,0.19,0.21
3025,0.24,0.215,0.205,0.205
3026,0.24,0.23,0.19,0.195
3027,0.24,0.21,0.2,0.195
3028,0.24,0.195,0.205,0.2
3029,0.24,0.195,0.205,0.205
3030,0.24,0.22,0.215,0.2
3031,0.24,0.19,0.205,0.23
3032,0.24,0.195,0.195,0.2
3033,0.24,0.19,0.23,0.2
3034,0.24,0.195,0.195,0.205
3035,0.24,0.2,0.195,0.205
3036,0.24,0.195,0.19,0.205
3037,0.24,0.205,0.195,0.195
3038,0.24,0.205,0.21,0.2
3039,0.24,0.205,0.195,0.205
3040,0.24,0.22,0.195,0.205
3041,0.24,0.205,0.23,0.2
3042,0.24,0.19,0.2,0.2
3043,0.24,0.195,0.22,0.195
3044,0.24,0.195,0.24,0.195
3045,0.24,0.195,0.19,0.225
3046,0.24,0.19,0.215,0.195
3047,0.24,0.19,0.205,0.21
3048,0.24,0.19,0.185,0.205
3049,0.24,0.19,0.23,0.2
3050,0.24,0.195,0.195,0.195
3051,0.24,0.2,0.19,0.19
3052,0.24,0.205,0.19,0.2
3053,0.24,0.195,0.2,0.215
3054,0.24,0.21,0.205,0.215
3055,0.24,0.205,0.2,0.19
3056,0.24,0.205,0.21,0.195
3057,0.24,0.185,0.21,0.19
3058,0.24,0.205,0.21,0.195
3059,0.24,0.205,0.2,0.195
3060,0.24,0.2,0.195,0.2
3061,0.24,0.22,0.2,0.195
3062,0.24,0.21,0.205,0.215
3063,0.24,0.195,0.195,0.195
3064,0.25,0.24,0.205,0.195
3065,0.24,0.21,0.225,0.245
3066,0.24,0.2,0.2,0.2
3067,0.24,0.235,0.195,0.195
3068,0.24,0.21,0.185,0.195
3069,0.24,0.19,0.185,0.245
3070,0.24,0.2,0.235,0.2
3071,0.24,0.195,0.205,0.2
3072,0.24,0.23,0.195,0.195
3073,0.24,0.195,0.195,0.195
3074,0.24,0.2,0.19,0.195
3075,0.24,0.19,0.23,0.2
3076,0.24,0.195,0.195,0.205
3077,0.24,0.185,0.23,0.21
3078,0.24,0.2,0.24,0.2
3079,0.24,0.2,0.2,0.26
3080,0.24,0.205,0.2,0.235
3081,0.24,0.21,0.195,0.195
3082,0.24,0.185,0.21,0.195
3083,0.25,0.235,0.235,0.22
3084,0.24,0.21,0.22,0.215
3085,0.24,0.26,0.2,0.215
3086,0.24,0.2,0.2,0.195
3087,0.24,0.19,0.19,0.19
3088,0.24,0.2,0.22,0.185
3089,0.24,0.2,0.21,0.2
3090,0.24,0.23,0.21,0.195
3091,0.24,0.21,0.195,0.195
3092,0.24,0.205,0.19,0.205
3093,0.24,0.19,0.19,0.2
3094,0.24,0.195,0.205,0.19
3095,0.24,0.195,0.21,0.2
3096,0.24,0.215,0.195,0.2
3097,0.24,0.19,0.195,0.2
3098,0.24,0.195,0.2,0.205
3099,0.24,0.195,0.2,0.205
3100,0.24,0.19,0.205,0.205
3101,0.24,0.195,0.19,0.21
3102,0.24,0.195,0.19,0.205
3103,0.24,0.2,0.195,0.195
3104,0.24,0.205,0.205,0.205
3105,0.24,0.185,0.2,0.225
3106,0.34,0.195,0.2,0.195
3107,0.24,0.195,0.2,0.195
3108,0.24,0.19,0.22,0.195
3109,0.24,0.195,0.195,0.195
3110,0.24,0.275,0.195,0.195
3111,0.24,0.205,0.205,0.2
3112,0.24,0.255,0.185,0.195
3113,0.24,0.23,0.19,0.195
3114,0.24,0.195,0.205,0.195
3115,0.24,0.195,0.2,0.235
3116,0.24,0.205,0.19,0.2
3117,0.24,0.21,0.195,0.21
3118,0.24,0.225,0.19,0.225
3119,0.24,0.205,0.2,0.2
3120,0.24,0.185,0.19,0.19
3121,0.24,0.195,0.205,0.195
3122,0.24,0.205,0.2,0.2
3123,0.24,0.195,0.215,0.195
3124,0.24,0.2,0.195,0.195
3125,0.24,0.195,0.205,0.2
3126,0.24,0.22,0.19,0.195
3127,0.24,0.195,0.2,0.195
3128,0.24,0.19,0.195,0.195
3129,0.24,0.19,0.2,0.2
3130,0.24,0.25,0.215,0.23
3131,0.24,0.195,0.215,0.195
3132,0.24,0.205,0.2,0.195
3133,0.24,0.2,0.195,0.24
3134,0.24,0.195,0.2,0.205
3135,0.24,0.225,0.2,0.215
3136,0.24,0.205,0.2,0.195
3137,0.24,0.205,0.21,0.195
3138,0.24,0.19,0.22,0.195
3139,0.24,0.205,0.2,0.21
3140,0.24,0.21,0.195,0.205
3141,0.24,0.195,0.195,0.2
3142,0.24,0.21,0.21,0.265
3143,0.24,0.19,0.205,0.215
3144,0.24,0.2,0.195,0.21
3145,0.24,0.195,0.205,0.195
3146,0.24,0.19,0.195,0.24
3147,0.24,0.195,0.205,0.195
3148,0.24,0.205,0.195,0.195
3149,0.24,0.2,0.2,0.195
3150,0.24,0.2,0.19,0.205
3151,0.24,0.19,0.205,0.19
3152,0.24,0.205,0.195,0.21
3153,0.24,0.21,0.195,0.21
3154,0.24,0.195,0.195,0.21
3155,0.24,0.19,0.23,0.205
3156,0.24,0.19,0.215,0.205
3157,0.24,0.19,0.205,0.195
3158,0.24,0.2,0.195,0.185
3159,0.24,0.255,0.2,0.21
3160,0.24,0.195,0.19,0.2
3161,0.24,0.205,0.19,0.185
3162,0.24,0.19,0.195,0.195
3163,0.24,0.195,0.195,0.2
3164,0.24,0.2,0.195,0.21
3165,0.24,0.2,0.205,0.2
3166,0.24,0.21,0.19,0.195
3167,0.24,0.21,0.195,0.195
3168,0.24,0.22,0.19,0.19
3169,0.24,0.205,0.21,0.19
3170,0.24,0.205,0.21,0.23
3171,0.24,0.195,0.2,0.195
3172,0.24,0.19,0.21,0.21
3173,0.24,0.21,0.2,0.215
3174,0.24,0.195,0.19,0.19
3175,0.24,0.19,0.19,0.2
3176,0.24,0.2,0.195,0.195
3177,0.24,0.185,0.2,0.21
3178,0.24,0.185,0.2,0.195
3179,0.24,0.195,0.185,0.185
3180,0.24,0.195,0.19,0.195
3181,0.24,0.21,0.19,0.19
3182,0.24,0.185,0.2,0.2
3183,0.24,0.195,0.195,0.205
3184,0.24,0.19,0.195,0.2
3185,0.24,0.195,0.19,0.19
3186,0.24,0.195,0.19,0.19
3187,0.24,0.195,0.19,0.2
3188,0.24,0.21,0.195,0.195
3189,0.24,0.205,0.195,0.195
3190,0.24,0.28,0.195,0.215
3191,0.24,0.19,0.215,0.245
3192,0.24,0.19,0.19,0.2
3193,0.24,0.245,0.2,0.19
3194,0.24,0.2,0.21,0.195
3195,0.24,0.22,0.195,0.2
3196,0.24,0.19,0.195,0.225
3197,0.24,0.185,0.2,0.205
3198,0.24,0.205,0.195,0.195
3199,0.24,0.2,0.21,0.185
3200,0.24,0.195,0.195,0.21
3201,0.24,0.19,0.2,0.195
3202,0.24,0.22,0.2,0.195
3203,0.24,0.2,0.195,0.19
3204,0.24,0.195,0.19,0.2
3205,0.24,0.195,0.195,0.21
3206,0.24,0.205,0.205,0.2
3207,0.24,0.195,0.19,0.195
3208,0.24,0.195,0.19,0.2
3209,0.24,0.235,0.235,0.2
3210,0.24,0.195,0.185,0.215
3211,0.24,0.2,0.195,0.19
3212,0.24,0.19,0.2,0.225
3213,0.24,0.21,0.195,0.195
3214,0.24,0.195,0.19,0.205
3215,0.24,0.18,0.19,0.19
3216,0.24,0.205,0.2,0.235
3217,0.24,0.19,0.205,0.205
3218,0.24,0.195,0.22,0.2
3219,0.24,0.195,0.19,0.21
3220,0.24,0.235,0.195,0.2
3221,0.24,0.19,0.195,0.195
3222,0.24,0.195,0.2,0.2
3223,0.24,0.19,0.195,0.195
3224,0.24,0.195,0.235,0.195
3225,0.24,0.2,0.2,0.19
3226,0.24,0.205,0.19,0.2
3227,0.24,0.19,0.21,0.195
3228,0.24,0.195,0.19,0.19
3229,0.24,0.205,0.195,0.195
3230,0.24,0.205,0.22,0.21
3231,0.24,0.19,0.195,0.2
3232,0.24,0.195,0.22,0.2
3233,0.24,0.2,0.2,0.2
3234,0.24,0.195,0.2,0.225
3235,0.24,0.2,0.2,0.205
3236,0.24,0.205,0.19,0.205
3237,0.24,0.195,0.195,0.2
3238,0.24,0.195,0.195,0.19
3239,0.24,0.195,0.19,0.185
3240,0.24,0.21,0.2,0.19
3241,0.24,0.195,0.195,0.19
3242,0.24,0.255,0.195,0.255
3243,0.24,0.2,0.19,0.195
3244,0.24,0.2,0.2,0.205
3245,0.24,0.185,0.2,0.195
3246,0.24,0.2,0.2,0.195
3247,0.24,0.19,0.185,0.19
3248,0.24,0.185,0.185,0.19
3249,0.24,0.265,0.19,0.19
3250,0.24,0.2,0.195,0.2
3251,0.24,0.215,0.195,0.26
3252,0.24,0.195,0.19,0.205
3253,0.24,0.195,0.185,0.195
3254,0.24,0.195,0.215,0.19
3255,0.24,0.195,0.195,0.23
3256,0.24,0.205,0.25,0.19
3257,0.24,0.195,0.185,0.23
3258,0.24,0.195,0.195,0.185
3259,0.24,0.21,0.2,0.185
3260,0.24,0.195,0.205,0.195
3261,0.24,0.21,0.195,0.205
3262,0.24,0.19,0.2,0.185
3263,0.24,0.19,0.185,0.205
3264,0.24,0.2,0.205,0.195
3265,0.24,0.215,0.235,0.2
3266,0.24,0.2,0.19,0.205
3267,0.24,0.2,0.2,0.195
3268,0.24,0.19,0.185,0.195
3269,0.24,0.205,0.2,0.205
3270,0.24,0.195,0.185,0.185
3271,0.24,0.195,0.19,0.2
3272,0.24,0.195,0.205,0.19
3273,0.24,0.195,0.195,0.195
3274,0.24,0.2,0.21,0.185
3275,0.24,0.205,0.2,0.205
3276,0.24,0.195,0.195,0.19
3277,0.24,0.185,0.205,0.2
3278,0.24,0.205,0.2,0.2
3279,0.24,0.2,0.205,0.225
3280,0.24,0.205,0.2,0.2
3281,0.28,0.205,0.195,0.195
3282,0.24,0.24,0.19,0.21
3283,0.24,0.22,0.2,0.2
3284,0.24,0.19,0.205,0.19
3285,0.24,0.195,0.205,0.195
3286,0.24,0.2,0.205,0.205
3287,0.24,0.19,0.185,0.205
3288,0.24,0.195,0.2,0.2
3289,0.24,0.195,0.21,0.205
3290,0.24,0.2,0.19,0.22
3291,0.24,0.185,0.23,0.205
3292,0.24,0.195,0.205,0.2
3293,0.24,0.245,0.185,0.21
3294,0.24,0.19,0.195,0.195
3295,0.24,0.2,0.2,0.2
3296,0.24,0.19,0.2,0.205
3297,0.24,0.195,0.19,0.21
3298,0.24,0.19,0.25,0.215
3299,0.24,0.21,0.195,0.19
3300,0.24,0.19,0.2,0.195
3301,0.24,0.19,0.2,0.23
3302,0.24,0.21,0.2,0.195
3303,0.24,0.19,0.24,0.235
3304,0.24,0.195,0.2,0.22
3305,0.24,0.195,0.21,0.21
3306,0.24,0.195,0.2,0.19
3307,0.24,0.185,0.19,0.2
3308,0.24,0.195,0.195,0.2
3309,0.24,0.2,0.205,0.2
3310,0.24,0.195,0.2,0.19
3311,0.24,0.195,0.19,0.2
3312,0.24,0.2,0.195,0.22
3313,0.24,0.19,0.235,0.21
3314,0.24,0.19,0.21,0.195
3315,0.24,0.2,0.195,0.19
3316,0.24,0.23,0.23,0.205
3317,0.24,0.19,0.21,0.195
3318,0.24,0.19,0.22,0.19
3319,0.24,0.195,0.255,0.21
3320,0.24,0.19,0.225,0.225
3321,0.26,0.195,0.19,0.2
3322,0.24,0.195,0.195,0.195
3323,0.24,0.195,0.19,0.2
3324,0.24,0.195,0.195,0.19
3325,0.24,0.25,0.21,0.2
3326,0.24,0.21,0.19,0.195
3327,0.24,0.215,0.2,0.2
3328,0.24,0.21,0.205,0.225
3329,0.24,0.235,0.2,0.195
3330,0.3,0.195,0.205,0.2
3331,0.24,0.2,0.2,0.21
3332,0.24,0.185,0.195,0.19
3333,0.24,0.195,0.205,0.2
3334,0.24,0.225,0.2,0.195
3335,0.24,0.225,0.195,0.205
3336,0.24,0.195,0.19,0.215
3337,0.24,0.24,0.2,0.235
3338,0.24,0.195,0.19,0.195
3339,0.24,0.2,0.225,0.195
3340,0.24,0.195,0.205,0.195
3341,0.24,0.21,0.2,0.205
3342,0.24,0.2,0.215,0.205
3343,0.24,0.195,0.205,0.235
3344,0.24,0.195,0.2,0.195
3345,0.24,0.195,0.215,0.22
3346,0.24,0.22,0.2,0.195
3347,0.24,0.19,0.19,0.195
3348,0.24,0.205,0.24,0.2
3349,0.24,0.195,0.2,0.2
3350,0.24,0.2,0.195,0.205
3351,0.24,0.215,0.19,0.195
3352,0.24,0.19,0.19,0.22
3353,0.24,0.21,0.195,0.25
3354,0.24,0.2,0.2,0.2
3355,0.24,0.21,0.195,0.22
3356,0.24,0.21,0.2,0.215
3357,0.24,0.2,0.205,0.195
3358,0.24,0.185,0.19,0.205
3359,0.24,0.205,0.195,0.19
3360,0.24,0.19,0.205,0.215
3361,0.24,0.195,0.195,0.215
3362,0.24,0.19,0.2,0.19
3363,0.24,0.2,0.2,0.195
3364,0.24,0.195,0.205,0.195
3365,0.24,0.2,0.205,0.195
3366,0.24,0.185,0.2,0.195
3367,0.24,0.19,0.195,0.215
3368,0.24,0.2,0.21,0.2
3369,0.24,0.19,0.205,0.19
3370,0.24,0.19,0.2,0.22
3371,0.24,0.225,0.205,0.2
3372,0.24,0.2,0.225,0.195
3373,0.24,0.21,0.23,0.2
3374,0.24,0.185,0.2,0.2
3375,0.24,0.2,0.2,0.2
3376,0.24,0.195,0.195,0.195
3377,0.24,0.2,0.21,0.205
3378,0.24,0.215,0.2,0.205
3379,0.24,0.19,0.195,0.2
3380,0.24,0.25,0.195,0.205
3381,0.24,0.195,0.2,0.195
3382,0.24,0.2,0.19,0.195
3383,0.24,0.19,0.215,0.21
3384,0.24,0.195,0.215,0.205
3385,0.24,0.195,0.205,0.195
3386,0.24,0.19,0.22,0.2
3387,0.24,0.205,0.205,0.195
3388,0.24,0.195,0.2,0.2
3389,0.265,0.23,0.19,0.195
3390,0.24,0.195,0.195,0.2
3391,0.24,0.22,0.2,0.205
3392,0.24,0.215,0.24,0.19
3393,0.24,0.22,0.2,0.195
3394,0.24,0.23,0.235,0.19
3395,0.24,0.2,0.215,0.22
3396,0.24,0.21,0.21,0.185
3397,0.24,0.195,0.205,0.195
3398,0.24,0.185,0.195,0.195
3399,0.38,0.22,0.21,0.205
3400,0.24,0.195,0.22,0.195
3401,0.24,0.21,0.2,0.195
3402,0.24,0.195,0.19,0.2
3403,0.24,0.195,0.2,0.195
3404,0.24,0.195,0.195,0.21
3405,0.24,0.22,0.195,0.195
3406,0.24,0.19,0.195,0.195
3407,0.24,0.19,0.185,0.19
3408,0.24,0.2,0.195,0.195
3409,0.24,0.2,0.19,0.19
3410,0.24,0.195,0.195,0.225
3411,0.24,0.21,0.19,0.235
3412,0.24,0.23,0.195,0.37
3413,0.24,0.195,0.195,0.21
3414,0.24,0.195,0.21,0.205
3415,0.24,0.19,0.195,0.245
3416,0.24,0.195,0.205,0.21
3417,0.24,0.22,0.245,0.2
3418,0.24,0.205,0.21,0.2
3419,0.24,0.21,0.195,0.195
3420,0.24,0.2,0.2,0.205
3421,0.24,0.21,0.215,0.195
3422,0.24,0.195,0.195,0.225
3423,0.24,0.205,0.2,0.205
3424,0.24,0.195,0.21,0.19
3425,0.24,0.19,0.24,0.195
3426,0.24,0.24,0.19,0.215
3427,0.24,0.19,0.195,0.21
3428,0.24,0.2,0.195,0.195
3429,0.24,0.21,0.195,0.2
3430,0.24,0.2,0.205,0.205
3431,0.24,0.19,0.195,0.205
3432,0.24,0.205,0.205,0.205
3433,0.24,0.21,0.19,0.23
3434,0.24,0.21,0.2,0.21
3435,0.24,0.195,0.2,0.19
3436,0.24,0.205,0.205,0.21
3437,0.24,0.205,0.205,0.21
3438,0.24,0.2,0.19,0.19
3439,0.24,0.195,0.21,0.2
3440,0.24,0.205,0.205,0.2
3441,0.24,0.19,0.235,0.205
3442,0.24,0.23,0.205,0.215
3443,0.24,0.2,0.195,0.195
3444,0.24,0.21,0.215,0.19
3445,0.24,0.205,0.195,0.195
3446,0.24,0.21,0.2,0.21
3447,0.24,0.19,0.225,0.21
3448,0.31,0.23,0.2,0.19
3449,0.24,0.19,0.185,0.205
3450,0.24,0.205,0.205,0.205
3451,0.24,0.2,0.205,0.205
3452,0.24,0.2,0.2,0.2
3453,0.24,0.195,0.195,0.195
3454,0.24,0.23,0.19,0.22
3455,0.24,0.2,0.205,0.205
